epoch,eval_average,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_mit-movie
0.5,0.035966602432317966,0.0,0.0,0.0,0.0,0.0,0.2157996145939078
1.0,0.08848153704906792,0.0,0.0,0.0,0.0031645569521265,0.0,0.527724665342281
1.5,0.1568486157453561,0.0,0.0,0.0058910161991215,0.1815904821071371,0.011342154979023,0.7422680411868551
2.0,0.19082120904515407,0.0,0.0,0.0028901734056111,0.2025157232234539,0.1853546910254852,0.7541666666163742
2.5,0.2339431477281785,0.0,0.0,0.1673151750480297,0.2085889570087012,0.2427860696027338,0.7849686847096065
3.0,0.27239452584940343,0.0,0.1023359287597986,0.178677784347372,0.3017902812826228,0.2380038387230728,0.8135593219835546
3.5,0.30129492172369293,0.0094339622462976,0.2052980131950426,0.235955056130983,0.2697068403432543,0.278053624578617,0.8093220338479631
4.0,0.3083131590815351,0.0516129031964573,0.1362862009753448,0.1717171716700909,0.3888888888399098,0.2920517559594446,0.8093220338479631
4.5,0.33146151837411764,0.0763636363211781,0.191875540143063,0.1646234675529265,0.4123711339721218,0.3266932270425969,0.8168421052128196
5.0,0.38658187072709316,0.1501340482073615,0.2774133082926935,0.2839582052372164,0.45165843326094,0.34213098724348,0.8141962421208677
5.5,0.37123671574708966,0.1550802138537247,0.1313050439896664,0.2743202416435079,0.4188626906587243,0.4003944772686285,0.847457627068286
6.0,0.4116446408079933,0.1894484411973092,0.2383053838889824,0.3848580441150884,0.4320900773614449,0.3830606351775893,0.8421052631075457
6.5,0.4080609295089111,0.2101449274864798,0.1605241604781261,0.264619019444047,0.4633972991692321,0.4925373133830765,0.857142857092505
7.0,0.4701624349924968,0.2080924854997665,0.2777777777300403,0.4401850627396827,0.5193289569164388,0.5124324323825684,0.8631578946864843
7.5,0.46060259771112366,0.2442244223934627,0.261026102562451,0.3493827160007284,0.4864091558880066,0.5454545454046672,0.877118644017426
8.0,0.4688487863293571,0.2306855276989238,0.2793987621098751,0.3510703363429135,0.522875816944233,0.5670665212150641,0.861995753665133
8.5,0.48198568741440223,0.2691879866029029,0.2455830388217716,0.415917843339798,0.5214124717761158,0.5759829967621504,0.863829787183675
9.0,0.47384536663271976,0.2539021851757735,0.3085299455055859,0.3559950555755551,0.5047410648668421,0.5699039487228946,0.8499999999496676
9.5,0.4411884281853961,0.3006681513987078,0.2770870337001953,0.487549148050208,0.5459854014105624,0.5946524063673068,
10.0,0.44112001137216933,0.2910284463407797,0.2941176470111747,0.4858611824700941,0.535662299805182,0.5989304812336161,
10.5,0.4467962100364919,0.2759358288286187,0.3239171374279322,0.503957783591694,0.5371841154742996,0.592986184859915,
11.0,0.45918774896825054,0.3051224943831166,0.3216911764224275,0.5091154624756431,0.5527488855374465,0.607260726022619,
11.5,0.48231215915141534,0.3178807946531448,0.3605633802331971,0.5862068965018812,0.5357400721530001,0.6111696522158537,
12.0,0.47196893984784277,0.3136495643289348,0.358070500879333,0.568135593170621,0.5437178544693735,0.5762711863909518,
