step,epoch,loss,grad_norm,learning_rate,eval_mit-restaurant,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second
1015,0.53,0.0991,2.3630430698394775,1.991477787851315e-05,,,,,
1016,0.531,0.0847,1.5982204675674438,1.9913871260199458e-05,,,,,
1017,0.531,0.0855,1.0586879253387451,1.9912964641885767e-05,,,,,
1018,0.532,0.1845,3.7411065101623535,1.9912058023572077e-05,,,,,
1019,0.532,0.1024,1.3665200471878052,1.991115140525839e-05,,,,,
1020,0.533,0.2,2.3977620601654053,1.9910244786944696e-05,,,,,
1021,0.533,0.0609,1.0854803323745728,1.990933816863101e-05,,,,,
1022,0.534,0.1429,2.3830671310424805,1.9908431550317318e-05,,,,,
1023,0.534,0.0474,1.2923972606658936,1.9907524932003628e-05,,,,,
1024,0.535,0.0613,1.6958887577056885,1.9906618313689937e-05,,,,,
1025,0.535,0.0789,1.7571884393692017,1.990571169537625e-05,,,,,
1026,0.536,0.0764,1.6020900011062622,1.990480507706256e-05,,,,,
1027,0.536,0.0918,1.9959577322006226,1.990389845874887e-05,,,,,
1028,0.537,0.2255,2.275841236114502,1.990299184043518e-05,,,,,
1029,0.537,0.1882,2.5462045669555664,1.9902085222121488e-05,,,,,
1030,0.538,0.0978,2.279292345046997,1.9901178603807797e-05,,,,,
1031,0.538,0.0806,1.479609727859497,1.990027198549411e-05,,,,,
1032,0.539,0.052,0.8813678622245789,1.989936536718042e-05,,,,,
1033,0.539,0.0241,1.3520528078079224,1.989845874886673e-05,,,,,
1034,0.54,0.0925,1.9593234062194824,1.989755213055304e-05,,,,,
1035,0.54,0.1765,3.518899440765381,1.989664551223935e-05,,,,,
1036,0.541,0.1503,2.402294158935547,1.9895738893925657e-05,,,,,
1037,0.542,0.0255,1.445675253868103,1.9894832275611967e-05,,,,,
1038,0.542,0.1432,3.2355480194091797,1.989392565729828e-05,,,,,
1039,0.543,0.1885,3.582034111022949,1.989301903898459e-05,,,,,
1040,0.543,0.1289,2.726938009262085,1.98921124206709e-05,,,,,
1041,0.544,0.0637,1.4483904838562012,1.9891205802357208e-05,,,,,
1042,0.544,0.1346,1.740442156791687,1.989029918404352e-05,,,,,
1043,0.545,0.1176,2.9915401935577393,1.988939256572983e-05,,,,,
1044,0.545,0.2011,5.102400779724121,1.988848594741614e-05,,,,,
1045,0.546,0.0354,1.0992014408111572,1.988757932910245e-05,,,,,
1046,0.546,0.125,1.7406543493270874,1.988667271078876e-05,,,,,
1047,0.547,0.0579,1.1742868423461914,1.9885766092475068e-05,,,,,
1048,0.547,0.06,1.7256957292556763,1.988485947416138e-05,,,,,
1049,0.548,0.1287,2.637678623199463,1.988395285584769e-05,,,,,
1050,0.548,0.098,3.136843681335449,1.9883046237534e-05,,,,,
1051,0.549,0.0791,1.2114311456680298,1.988213961922031e-05,,,,,
1052,0.549,0.097,2.373544216156006,1.988123300090662e-05,,,,,
1053,0.55,0.1254,2.0284039974212646,1.988032638259293e-05,,,,,
1054,0.55,0.0283,1.574687123298645,1.987941976427924e-05,,,,,
1055,0.551,0.1569,3.014244318008423,1.987851314596555e-05,,,,,
1056,0.551,0.2472,6.702018737792969,1.987760652765186e-05,,,,,
1057,0.552,0.1055,2.433671712875366,1.987669990933817e-05,,,,,
1058,0.552,0.1891,1.6078070402145386,1.9875793291024482e-05,,,,,
1059,0.553,0.1608,2.887211322784424,1.9874886672710792e-05,,,,,
1060,0.554,0.0921,2.0057547092437744,1.9873980054397098e-05,,,,,
1061,0.554,0.0351,0.663892388343811,1.987307343608341e-05,,,,,
1062,0.555,0.1977,11.557372093200684,1.987216681776972e-05,,,,,
1063,0.555,0.1116,1.8316032886505127,1.987126019945603e-05,,,,,
1064,0.556,0.2017,3.481843948364258,1.987035358114234e-05,,,,,
1065,0.556,0.1719,3.5092971324920654,1.9869446962828652e-05,,,,,
1066,0.557,0.1769,2.873624801635742,1.986854034451496e-05,,,,,
1067,0.557,0.0793,1.2503808736801147,1.986763372620127e-05,,,,,
1068,0.558,0.1025,2.0476107597351074,1.986672710788758e-05,,,,,
1069,0.558,0.1323,4.309220790863037,1.986582048957389e-05,,,,,
1070,0.559,0.1453,2.649536371231079,1.98649138712602e-05,,,,,
1071,0.559,0.1142,2.054654121398926,1.9864007252946512e-05,,,,,
1072,0.56,0.1117,2.061189651489258,1.9863100634632822e-05,,,,,
1073,0.56,0.1577,3.4900131225585938,1.986219401631913e-05,,,,,
1074,0.561,0.0756,1.7580565214157104,1.986128739800544e-05,,,,,
1075,0.561,0.0877,2.0311832427978516,1.9860380779691753e-05,,,,,
1076,0.562,0.0697,1.471993327140808,1.985947416137806e-05,,,,,
1077,0.562,0.1014,1.8717578649520874,1.9858567543064372e-05,,,,,
1078,0.563,0.1508,2.0009076595306396,1.9857660924750682e-05,,,,,
1079,0.563,0.1421,3.1760876178741455,1.985675430643699e-05,,,,,
1080,0.564,0.0404,0.8139533996582031,1.98558476881233e-05,,,,,
1081,0.564,0.1834,2.382214069366455,1.9854941069809614e-05,,,,,
1082,0.565,0.1758,2.7305142879486084,1.9854034451495923e-05,,,,,
1083,0.566,0.1715,2.578787326812744,1.985312783318223e-05,,,,,
1084,0.566,0.0463,1.4074702262878418,1.9852221214868542e-05,,,,,
1085,0.567,0.0721,1.152872920036316,1.985131459655485e-05,,,,,
1086,0.567,0.0793,1.4758617877960205,1.985040797824116e-05,,,,,
1087,0.568,0.0915,1.4543520212173462,1.9849501359927474e-05,,,,,
1088,0.568,0.1424,2.9105911254882812,1.9848594741613783e-05,,,,,
1089,0.569,0.0386,1.0035516023635864,1.9847688123300093e-05,,,,,
1090,0.569,0.1034,1.748390793800354,1.9846781504986402e-05,,,,,
1091,0.57,0.0748,1.9167022705078125,1.984587488667271e-05,,,,,
1092,0.57,0.3302,3.8579866886138916,1.984496826835902e-05,,,,,
1093,0.571,0.0675,2.251823902130127,1.984406165004533e-05,,,,,
1094,0.571,0.1402,2.3668086528778076,1.9843155031731643e-05,,,,,
1095,0.572,0.1595,3.0480384826660156,1.9842248413417953e-05,,,,,
1096,0.572,0.0485,1.4581403732299805,1.9841341795104262e-05,,,,,
1097,0.573,0.1134,2.580960273742676,1.9840435176790572e-05,,,,,
1098,0.573,0.0468,1.6132208108901978,1.9839528558476885e-05,,,,,
1099,0.574,0.0781,1.442920207977295,1.983862194016319e-05,,,,,
1100,0.574,0.1675,2.60546612739563,1.9837715321849504e-05,,,,,
1101,0.575,0.1196,2.4295904636383057,1.9836808703535813e-05,,,,,
1102,0.575,0.0391,0.7981750965118408,1.9835902085222122e-05,,,,,
1103,0.576,0.1075,1.9876381158828735,1.9834995466908432e-05,,,,,
1104,0.577,0.0753,2.563896656036377,1.9834088848594745e-05,,,,,
1105,0.577,0.139,1.9523332118988037,1.9833182230281054e-05,,,,,
1106,0.578,0.1506,2.5571024417877197,1.9832275611967364e-05,,,,,
1107,0.578,0.0523,3.723813772201538,1.9831368993653673e-05,,,,,
1108,0.579,0.0149,0.7561625242233276,1.9830462375339983e-05,,,,,
1109,0.579,0.0634,1.5912997722625732,1.9829555757026292e-05,,,,,
1110,0.58,0.089,6.555081844329834,1.9828649138712605e-05,,,,,
1111,0.58,0.1797,2.8780879974365234,1.9827742520398914e-05,,,,,
1112,0.581,0.0562,1.267094612121582,1.9826835902085224e-05,,,,,
1113,0.581,0.1137,3.885674238204956,1.9825929283771533e-05,,,,,
1114,0.582,0.1062,2.6351232528686523,1.9825022665457846e-05,,,,,
1115,0.582,0.0701,2.516136646270752,1.9824116047144152e-05,,,,,
1116,0.583,0.0374,0.9067795872688293,1.9823209428830462e-05,,,,,
1117,0.583,0.0823,6.095667362213135,1.9822302810516775e-05,,,,,
1118,0.584,0.0989,2.1454665660858154,1.9821396192203084e-05,,,,,
1119,0.584,0.0571,1.559479832649231,1.9820489573889393e-05,,,,,
1120,0.585,0.0417,2.5739030838012695,1.9819582955575706e-05,,,,,
1121,0.585,0.1203,2.229700803756714,1.9818676337262016e-05,,,,,
1122,0.586,0.0818,1.7786364555358887,1.9817769718948325e-05,,,,,
1123,0.586,0.1118,2.3003628253936768,1.9816863100634635e-05,,,,,
1124,0.587,0.104,1.8924741744995117,1.9815956482320944e-05,,,,,
1125,0.587,0.1488,2.156013011932373,1.9815049864007254e-05,,,,,
1126,0.588,0.1201,2.4634156227111816,1.9814143245693563e-05,,,,,
1127,0.589,0.1364,4.348791599273682,1.9813236627379876e-05,,,,,
1128,0.589,0.2009,3.25337290763855,1.9812330009066185e-05,,,,,
1129,0.59,0.0732,1.509097933769226,1.9811423390752495e-05,,,,,
1130,0.59,0.1289,2.3254756927490234,1.9810516772438804e-05,,,,,
1131,0.591,0.2294,5.033030986785889,1.9809610154125114e-05,,,,,
1132,0.591,0.0782,2.4374756813049316,1.9808703535811423e-05,,,,,
1133,0.592,0.1569,2.3801443576812744,1.9807796917497736e-05,,,,,
1134,0.592,0.1185,2.086853265762329,1.9806890299184046e-05,,,,,
1135,0.593,0.0507,1.6383614540100098,1.9805983680870355e-05,,,,,
1136,0.593,0.0729,1.1436017751693726,1.9805077062556664e-05,,,,,
1137,0.594,0.0831,4.397843360900879,1.9804170444242977e-05,,,,,
1138,0.594,0.0591,1.0066131353378296,1.9803263825929287e-05,,,,,
1139,0.595,0.1838,3.277592897415161,1.9802357207615593e-05,,,,,
1140,0.595,0.0732,1.763113021850586,1.9801450589301906e-05,,,,,
1141,0.596,0.1083,1.7039341926574707,1.9800543970988215e-05,,,,,
1142,0.596,0.1473,3.0236246585845947,1.9799637352674525e-05,,,,,
1143,0.597,0.1604,2.1729729175567627,1.9798730734360837e-05,,,,,
1144,0.597,0.1282,5.419849395751953,1.9797824116047147e-05,,,,,
1145,0.598,0.0663,2.1342058181762695,1.9796917497733456e-05,,,,,
1146,0.598,0.1583,1.965317726135254,1.9796010879419766e-05,,,,,
1147,0.599,0.0555,1.2920955419540405,1.9795104261106075e-05,,,,,
1148,0.599,0.178,3.3214778900146484,1.9794197642792385e-05,,,,,
1149,0.6,0.2469,2.5798861980438232,1.9793291024478694e-05,,,,,
1150,0.601,0.2412,3.191755533218384,1.9792384406165007e-05,,,,,
1151,0.601,0.1736,3.533148765563965,1.9791477787851317e-05,,,,,
1152,0.602,0.0759,2.9466607570648193,1.9790571169537626e-05,,,,,
1153,0.602,0.0814,3.01846981048584,1.9789664551223935e-05,,,,,
1154,0.603,0.1003,2.9594075679779053,1.978875793291025e-05,,,,,
1155,0.603,0.178,2.814169406890869,1.9787851314596554e-05,,,,,
1156,0.604,0.2091,3.44058895111084,1.9786944696282867e-05,,,,,
1157,0.604,0.1464,1.8935108184814453,1.9786038077969177e-05,,,,,
1158,0.605,0.0809,2.548309087753296,1.9785131459655486e-05,,,,,
1159,0.605,0.0953,2.7598016262054443,1.9784224841341796e-05,,,,,
1160,0.606,0.0227,0.9816085696220398,1.978331822302811e-05,,,,,
1161,0.606,0.1966,2.6934051513671875,1.9782411604714418e-05,,,,,
1162,0.607,0.1606,3.834500551223755,1.9781504986400727e-05,,,,,
1163,0.607,0.2021,2.6331088542938232,1.9780598368087037e-05,,,,,
1164,0.608,0.1083,1.7059041261672974,1.9779691749773346e-05,,,,,
1165,0.608,0.0673,2.5173938274383545,1.9778785131459656e-05,,,,,
1166,0.609,0.0922,1.6997700929641724,1.977787851314597e-05,,,,,
1167,0.609,0.1215,1.9207581281661987,1.9776971894832278e-05,,,,,
1168,0.61,0.1715,4.565508842468262,1.9776065276518588e-05,,,,,
1169,0.61,0.0768,1.534964680671692,1.9775158658204897e-05,,,,,
1170,0.611,0.0948,1.8181877136230469,1.9774252039891206e-05,,,,,
1171,0.611,0.1034,2.2865278720855713,1.9773345421577516e-05,,,,,
1172,0.612,0.0809,2.1391489505767822,1.9772438803263825e-05,,,,,
1173,0.613,0.2327,3.1438403129577637,1.9771532184950138e-05,,,,,
1174,0.613,0.0966,1.6989542245864868,1.9770625566636448e-05,,,,,
1175,0.614,0.2034,2.494671583175659,1.9769718948322757e-05,,,,,
1176,0.614,0.0587,1.6626685857772827,1.976881233000907e-05,,,,,
1177,0.615,0.119,2.0386414527893066,1.976790571169538e-05,,,,,
1178,0.615,0.0401,1.2486604452133179,1.9766999093381686e-05,,,,,
1179,0.616,0.1458,1.6687841415405273,1.9766092475068e-05,,,,,
1180,0.616,0.1696,2.6600539684295654,1.9765185856754308e-05,,,,,
1181,0.617,0.0905,2.2849597930908203,1.9764279238440617e-05,,,,,
1182,0.617,0.2484,3.8164093494415283,1.9763372620126927e-05,,,,,
1183,0.618,0.1509,2.2696521282196045,1.976246600181324e-05,,,,,
1184,0.618,0.175,2.877009391784668,1.976155938349955e-05,,,,,
1185,0.619,0.0724,1.6588250398635864,1.976065276518586e-05,,,,,
1186,0.619,0.084,3.7264513969421387,1.9759746146872168e-05,,,,,
1187,0.62,0.1308,2.7073841094970703,1.9758839528558477e-05,,,,,
1188,0.62,0.1024,1.8124494552612305,1.9757932910244787e-05,,,,,
1189,0.621,0.0988,2.4746458530426025,1.97570262919311e-05,,,,,
1190,0.621,0.0912,2.170314073562622,1.975611967361741e-05,,,,,
1191,0.622,0.0748,1.4255750179290771,1.975521305530372e-05,,,,,
1192,0.622,0.0247,0.6796664595603943,1.9754306436990028e-05,,,,,
1193,0.623,0.1046,1.4035698175430298,1.975339981867634e-05,,,,,
1194,0.623,0.0471,0.8745354413986206,1.9752493200362647e-05,,,,,
1195,0.624,0.2053,2.3651607036590576,1.975158658204896e-05,,,,,
1196,0.625,0.105,3.4597554206848145,1.975067996373527e-05,,,,,
1197,0.625,0.0804,1.6307684183120728,1.974977334542158e-05,,,,,
1198,0.626,0.1136,1.847379446029663,1.974886672710789e-05,,,,,
1199,0.626,0.0546,1.7724575996398926,1.97479601087942e-05,,,,,
1200,0.627,0.1147,2.0159828662872314,1.974705349048051e-05,,,,,
1201,0.627,0.1056,2.165647029876709,1.974614687216682e-05,,,,,
1202,0.628,0.0263,1.1060023307800293,1.974524025385313e-05,,,,,
1203,0.628,0.1786,6.131781578063965,1.974433363553944e-05,,,,,
1204,0.629,0.1373,2.1412713527679443,1.974342701722575e-05,,,,,
1205,0.629,0.1896,4.606597900390625,1.9742520398912058e-05,,,,,
1206,0.63,0.1268,1.881543517112732,1.974161378059837e-05,,,,,
1207,0.63,0.1228,2.6056227684020996,1.974070716228468e-05,,,,,
1208,0.631,0.078,1.589430809020996,1.973980054397099e-05,,,,,
1209,0.631,0.1625,2.554417848587036,1.9738893925657303e-05,,,,,
1210,0.632,0.0627,2.090181827545166,1.973798730734361e-05,,,,,
1211,0.632,0.0413,1.0087721347808838,1.9737080689029918e-05,,,,,
1212,0.633,0.2291,4.601375579833984,1.973617407071623e-05,,,,,
1213,0.633,0.1587,2.1222164630889893,1.973526745240254e-05,,,,,
1214,0.634,0.0358,0.8158390522003174,1.973436083408885e-05,,,,,
1215,0.634,0.1361,4.356497287750244,1.973345421577516e-05,,,,,
1216,0.635,0.0516,1.3875771760940552,1.9732547597461472e-05,,,,,
1217,0.636,0.1288,1.9374866485595703,1.973164097914778e-05,,,,,
1218,0.636,0.0281,1.3872514963150024,1.973073436083409e-05,,,,,
1219,0.637,0.116,1.9031729698181152,1.97298277425204e-05,,,,,
1220,0.637,0.0323,1.021412968635559,1.972892112420671e-05,,,,,
1221,0.638,0.0959,1.195289969444275,1.972801450589302e-05,,,,,
1222,0.638,0.2387,5.190385818481445,1.9727107887579332e-05,,,,,
1223,0.639,0.1608,2.7381229400634766,1.9726201269265642e-05,,,,,
1224,0.639,0.1125,2.5645463466644287,1.972529465095195e-05,,,,,
1225,0.64,0.0775,2.119865894317627,1.972438803263826e-05,,,,,
1226,0.64,0.1099,3.437004804611206,1.972348141432457e-05,,,,,
1227,0.641,0.0421,0.8885378837585449,1.972257479601088e-05,,,,,
1228,0.641,0.144,2.0210087299346924,1.972166817769719e-05,,,,,
1229,0.642,0.1422,3.5837719440460205,1.9720761559383502e-05,,,,,
1230,0.642,0.1311,2.321755886077881,1.971985494106981e-05,,,,,
1231,0.643,0.1687,2.412618398666382,1.971894832275612e-05,,,,,
1232,0.643,0.1277,3.1589725017547607,1.9718041704442434e-05,,,,,
1233,0.644,0.106,3.1205365657806396,1.9717135086128743e-05,,,,,
1234,0.644,0.1324,2.4742724895477295,1.971622846781505e-05,,,,,
1235,0.645,0.0948,1.6357057094573975,1.9715321849501362e-05,,,,,
1236,0.645,0.1549,2.274556875228882,1.971441523118767e-05,,,,,
1237,0.646,0.0645,0.8152499794960022,1.971350861287398e-05,,,,,
1238,0.646,0.0857,2.052797794342041,1.971260199456029e-05,,,,,
1239,0.647,0.1319,2.656693458557129,1.9711695376246603e-05,,,,,
1240,0.648,0.1525,2.902942419052124,1.9710788757932913e-05,,,,,
1241,0.648,0.0528,1.55646550655365,1.9709882139619222e-05,,,,,
1242,0.649,0.0768,1.3965214490890503,1.9708975521305532e-05,,,,,
1243,0.649,0.1145,1.8832043409347534,1.970806890299184e-05,,,,,
1244,0.65,0.1125,2.3505260944366455,1.970716228467815e-05,,,,,
1245,0.65,0.1331,1.6786648035049438,1.9706255666364463e-05,,,,,
1246,0.651,0.0326,0.669510006904602,1.9705349048050773e-05,,,,,
1247,0.651,0.1556,2.017857074737549,1.9704442429737082e-05,,,,,
1248,0.652,0.13,3.436980962753296,1.9703535811423392e-05,,,,,
1249,0.652,0.1519,2.5753891468048096,1.97026291931097e-05,,,,,
1250,0.653,0.0403,1.2187719345092773,1.970172257479601e-05,,,,,
1251,0.653,0.1334,1.9750615358352661,1.9700815956482324e-05,,,,,
1252,0.654,0.1511,3.7983031272888184,1.9699909338168633e-05,,,,,
1253,0.654,0.1499,2.6120645999908447,1.9699002719854943e-05,,,,,
1254,0.655,0.0952,3.478238582611084,1.9698096101541252e-05,,,,,
1255,0.655,0.0561,1.7183334827423096,1.9697189483227565e-05,,,,,
1256,0.656,0.0442,1.574527382850647,1.9696282864913874e-05,,,,,
1257,0.656,0.085,3.394770622253418,1.969537624660018e-05,,,,,
1258,0.657,0.0851,1.4625650644302368,1.9694469628286493e-05,,,,,
1259,0.657,0.0753,1.0574349164962769,1.9693563009972803e-05,,,,,
1260,0.658,0.1055,2.78902268409729,1.9692656391659112e-05,,,,,
1261,0.658,0.1128,2.0368385314941406,1.969174977334542e-05,,,,,
1262,0.659,0.1125,1.861505389213562,1.9690843155031734e-05,,,,,
1263,0.66,0.0375,1.1621471643447876,1.9689936536718044e-05,,,,,
1264,0.66,0.0634,1.7353266477584839,1.9689029918404353e-05,,,,,
1265,0.661,0.0719,1.7783347368240356,1.9688123300090663e-05,,,,,
1266,0.661,0.0865,2.4481899738311768,1.9687216681776972e-05,,,,,
1267,0.662,0.1761,3.6068100929260254,1.9686310063463282e-05,,,,,
1268,0.662,0.0554,2.0713870525360107,1.9685403445149595e-05,,,,,
1269,0.663,0.1585,1.9417492151260376,1.9684496826835904e-05,,,,,
1270,0.663,0.0429,1.158270239830017,1.9683590208522214e-05,,,,,
1271,0.664,0.047,1.6151034832000732,1.9682683590208523e-05,,,,,
1272,0.664,0.1569,3.027704954147339,1.9681776971894836e-05,,,,,
1273,0.665,0.0637,2.3438503742218018,1.9680870353581142e-05,,,,,
1274,0.665,0.0797,1.666076421737671,1.9679963735267455e-05,,,,,
1275,0.666,0.0857,2.7760653495788574,1.9679057116953764e-05,,,,,
1276,0.666,0.0635,1.5203748941421509,1.9678150498640074e-05,,,,,
1277,0.667,0.1157,2.1046857833862305,1.9677243880326383e-05,,,,,
1278,0.667,0.1573,2.805638551712036,1.9676337262012696e-05,,,,,
1279,0.668,0.0938,4.454782485961914,1.9675430643699005e-05,,,,,
1280,0.668,0.0873,2.0664870738983154,1.9674524025385315e-05,,,,,
1281,0.669,0.1177,2.779362440109253,1.9673617407071624e-05,,,,,
1282,0.669,0.083,1.8601093292236328,1.9672710788757934e-05,,,,,
1283,0.67,0.0909,1.3328540325164795,1.9671804170444243e-05,,,,,
1284,0.67,0.1075,2.0983431339263916,1.9670897552130556e-05,,,,,
1285,0.671,0.0853,1.444240689277649,1.9669990933816866e-05,,,,,
1286,0.672,0.1486,1.765353798866272,1.9669084315503175e-05,,,,,
1287,0.672,0.1123,2.1691720485687256,1.9668177697189485e-05,,,,,
1288,0.673,0.0728,4.5021443367004395,1.9667271078875797e-05,,,,,
1289,0.673,0.1436,2.5248897075653076,1.9666364460562103e-05,,,,,
1290,0.674,0.1643,3.2161943912506104,1.9665457842248413e-05,,,,,
1291,0.674,0.1959,2.286162853240967,1.9664551223934726e-05,,,,,
1292,0.675,0.1914,2.1924872398376465,1.9663644605621035e-05,,,,,
1293,0.675,0.0399,1.6143059730529785,1.9662737987307345e-05,,,,,
1294,0.676,0.1375,2.1863527297973633,1.9661831368993654e-05,,,,,
1295,0.676,0.1814,2.761890411376953,1.9660924750679967e-05,,,,,
1296,0.677,0.1136,1.8919827938079834,1.9660018132366276e-05,,,,,
1297,0.677,0.0714,1.6291091442108154,1.9659111514052586e-05,,,,,
1298,0.678,0.0551,1.2815243005752563,1.9658204895738895e-05,,,,,
1299,0.678,0.1526,2.469179391860962,1.9657298277425205e-05,,,,,
1300,0.679,0.1545,2.635784149169922,1.9656391659111514e-05,,,,,
1301,0.679,0.0828,1.394138216972351,1.9655485040797827e-05,,,,,
1302,0.68,0.0516,1.315298080444336,1.9654578422484137e-05,,,,,
1303,0.68,0.0853,1.7454172372817993,1.9653671804170446e-05,,,,,
1304,0.681,0.0727,1.3576619625091553,1.9652765185856756e-05,,,,,
1305,0.681,0.0666,1.8119235038757324,1.9651858567543065e-05,,,,,
1306,0.682,0.0356,0.8558225035667419,1.9650951949229374e-05,,,,,
1307,0.683,0.1697,3.2139596939086914,1.9650045330915687e-05,,,,,
1308,0.683,0.0745,1.702610969543457,1.9649138712601997e-05,,,,,
1309,0.684,0.1106,1.7173750400543213,1.9648232094288306e-05,,,,,
1310,0.684,0.0679,2.0710561275482178,1.9647325475974616e-05,,,,,
1311,0.685,0.1148,2.992870807647705,1.964641885766093e-05,,,,,
1312,0.685,0.0298,0.965571939945221,1.9645512239347238e-05,,,,,
1313,0.686,0.1546,2.232036828994751,1.9644605621033544e-05,,,,,
1314,0.686,0.1213,2.5047476291656494,1.9643699002719857e-05,,,,,
1315,0.687,0.174,2.6870858669281006,1.9642792384406166e-05,,,,,
1316,0.687,0.0584,1.4339869022369385,1.9641885766092476e-05,,,,,
1317,0.688,0.0434,1.5178807973861694,1.964097914777879e-05,,,,,
1318,0.688,0.1567,2.685906171798706,1.9640072529465098e-05,,,,,
1319,0.689,0.0885,2.209259271621704,1.9639165911151408e-05,,,,,
1320,0.689,0.0916,1.8829550743103027,1.9638259292837717e-05,,,,,
1321,0.69,0.0507,1.4382834434509277,1.9637352674524027e-05,,,,,
1322,0.69,0.1262,2.037313938140869,1.9636446056210336e-05,,,,,
1323,0.691,0.0513,1.2485499382019043,1.9635539437896645e-05,,,,,
1324,0.691,0.1093,1.906205177307129,1.963463281958296e-05,,,,,
1325,0.692,0.1135,2.6804211139678955,1.9633726201269268e-05,,,,,
1326,0.692,0.1263,2.498377799987793,1.9632819582955577e-05,,,,,
1327,0.693,0.097,3.236830711364746,1.9631912964641887e-05,,,,,
1328,0.693,0.1317,2.5988423824310303,1.9631006346328196e-05,,,,,
1329,0.694,0.1428,2.5673534870147705,1.9630099728014506e-05,,,,,
1330,0.695,0.0571,1.5650876760482788,1.962919310970082e-05,,,,,
1331,0.695,0.2006,3.134298086166382,1.9628286491387128e-05,,,,,
1332,0.696,0.0408,0.9235454797744751,1.9627379873073437e-05,,,,,
1333,0.696,0.1431,2.3883230686187744,1.9626473254759747e-05,,,,,
1334,0.697,0.0904,1.5207557678222656,1.962556663644606e-05,,,,,
1335,0.697,0.1909,2.955005407333374,1.962466001813237e-05,,,,,
1336,0.698,0.1108,2.005195379257202,1.9623753399818675e-05,,,,,
1337,0.698,0.0588,1.1248805522918701,1.9622846781504988e-05,,,,,
1338,0.699,0.0802,1.4224094152450562,1.9621940163191298e-05,,,,,
1339,0.699,0.0389,1.1509507894515991,1.9621033544877607e-05,,,,,
1340,0.7,0.1154,1.3324053287506104,1.962012692656392e-05,,,,,
1341,0.7,0.0603,1.2834811210632324,1.961922030825023e-05,,,,,
1342,0.701,0.116,1.719628930091858,1.961831368993654e-05,,,,,
1343,0.701,0.2746,5.422733306884766,1.9617407071622848e-05,,,,,
1344,0.702,0.0716,1.2308627367019653,1.9616500453309158e-05,,,,,
1345,0.702,0.0746,1.2782477140426636,1.9615593834995467e-05,,,,,
1346,0.703,0.0605,1.560907244682312,1.9614687216681777e-05,,,,,
1347,0.703,0.1864,2.8721487522125244,1.961378059836809e-05,,,,,
1348,0.704,0.2318,5.145151138305664,1.96128739800544e-05,,,,,
1349,0.704,0.1752,2.1763622760772705,1.961196736174071e-05,,,,,
1350,0.705,0.1921,9.685335159301758,1.9611060743427018e-05,,,,,
1351,0.705,0.1039,1.9673709869384766,1.961015412511333e-05,,,,,
1352,0.706,0.0831,1.4044594764709473,1.9609247506799637e-05,,,,,
1353,0.707,0.2534,5.819886684417725,1.960834088848595e-05,,,,,
1354,0.707,0.1255,3.5484983921051025,1.960743427017226e-05,,,,,
1355,0.708,0.0773,1.0954387187957764,1.960652765185857e-05,,,,,
1356,0.708,0.1677,2.5422756671905518,1.9605621033544878e-05,,,,,
1357,0.709,0.0674,1.0313727855682373,1.960471441523119e-05,,,,,
1358,0.709,0.068,1.472702980041504,1.96038077969175e-05,,,,,
1359,0.71,0.2012,3.5875144004821777,1.960290117860381e-05,,,,,
1360,0.71,0.0657,1.4801678657531738,1.960199456029012e-05,,,,,
1361,0.711,0.0267,0.6363334655761719,1.960108794197643e-05,,,,,
1362,0.711,0.0677,1.1936098337173462,1.9600181323662738e-05,,,,,
1363,0.712,0.1408,2.0061655044555664,1.959927470534905e-05,,,,,
1364,0.712,0.1761,3.010218381881714,1.959836808703536e-05,,,,,
1365,0.713,0.1284,1.5529887676239014,1.959746146872167e-05,,,,,
1366,0.713,0.1236,1.8774107694625854,1.959655485040798e-05,,,,,
1367,0.714,0.1145,3.3698501586914062,1.9595648232094292e-05,,,,,
1368,0.714,0.0621,1.5468274354934692,1.95947416137806e-05,,,,,
1369,0.715,0.073,1.342983603477478,1.9593834995466908e-05,,,,,
1370,0.715,0.0735,1.747557520866394,1.959292837715322e-05,,,,,
1371,0.716,0.1271,2.9634745121002197,1.959202175883953e-05,,,,,
1372,0.716,0.1082,2.680119276046753,1.959111514052584e-05,,,,,
1373,0.717,0.0983,1.0216902494430542,1.9590208522212152e-05,,,,,
1374,0.717,0.244,2.98107647895813,1.9589301903898462e-05,,,,,
1375,0.718,0.1278,2.6296656131744385,1.958839528558477e-05,,,,,
1376,0.719,0.1325,2.1161112785339355,1.958748866727108e-05,,,,,
1377,0.719,0.1279,1.962829828262329,1.958658204895739e-05,,,,,
1378,0.72,0.0944,1.9363983869552612,1.95856754306437e-05,,,,,
1379,0.72,0.1225,4.192391872406006,1.958476881233001e-05,,,,,
1380,0.721,0.0622,1.1800992488861084,1.9583862194016322e-05,,,,,
1381,0.721,0.1922,3.4876747131347656,1.958295557570263e-05,,,,,
1382,0.722,0.0713,1.87375807762146,1.958204895738894e-05,,,,,
1383,0.722,0.0624,1.7993052005767822,1.958114233907525e-05,,,,,
1384,0.723,0.1212,1.3368381261825562,1.958023572076156e-05,,,,,
1385,0.723,0.1055,1.6148186922073364,1.957932910244787e-05,,,,,
1386,0.724,0.0854,1.650596022605896,1.9578422484134182e-05,,,,,
1387,0.724,0.081,1.4701677560806274,1.957751586582049e-05,,,,,
1388,0.725,0.1088,2.03473162651062,1.95766092475068e-05,,,,,
1389,0.725,0.312,3.4325664043426514,1.957570262919311e-05,,,,,
