acc,epoch,loss,step,test_F1c,test_F1e,test_acc,test_loss,val_F1c,val_F1e,val_acc,val_loss
0.06572769582271576,0.0024,3.1574437618255615,1,,,,,,,,
0.0517241396009922,0.0048,3.0919485092163086,2,,,,,,,,
0.07667731493711472,0.0071,3.091435194015503,3,,,,,,,,
0.055793993175029755,0.0095,3.0972330570220947,4,,,,,,,,
0.08189655095338821,0.0119,3.1181247234344482,5,,,,,,,,
0.020270269364118576,0.0143,1.4474984407424927,6,,,,,,,,
0.0,0.0167,0.6132209300994873,7,,,,,,,,
0.0,0.019,0.4242790639400482,8,,,,,,,,
0.0,0.0214,0.473353773355484,9,,,,,,,,
0.0,0.0238,0.6196244955062866,10,,,,,,,,
0.0,0.0262,0.45719897747039795,11,,,,,,,,
0.0,0.0286,0.4992343485355377,12,,,,,,,,
0.0,0.031,0.5032692551612854,13,,,,,,,,
0.0,0.0333,0.4335256516933441,14,,,,,,,,
0.0,0.0357,0.46492108702659607,15,,,,,,,,
0.0,0.0381,0.39167335629463196,16,,,,,,,,
0.0,0.0405,0.3734298050403595,17,,,,,,,,
0.0,0.0429,0.3853054344654083,18,,,,,,,,
0.0,0.0452,0.27815958857536316,19,,,,,,,,
0.0,0.0476,0.40147721767425537,20,,,,,,,,
0.0,0.05,0.3830220699310303,21,,,,,,,,
0.0,0.0524,0.35393089056015015,22,,,,,,,,
0.0,0.0548,0.3414984941482544,23,,,,,,,,
0.0,0.0571,0.27769458293914795,24,,,,,,,,
0.0,0.0595,0.2961733937263489,25,,,,,,,,
0.0,0.0619,0.3091633915901184,26,,,,,,,,
0.004347825888544321,0.0643,0.2764706313610077,27,,,,,,,,
0.0045045046135783195,0.0667,0.24860763549804688,28,,,,,,,,
0.0276497695595026,0.069,0.21365463733673096,29,,,,,,,,
0.023364486172795296,0.0714,0.21758933365345,30,,,,,,,,
0.02358490601181984,0.0738,0.23218922317028046,31,,,,,,,,
0.02857142873108387,0.0762,0.20523123443126678,32,,,,,,,,
0.08016877621412277,0.0786,0.22402450442314148,33,,,,,,,,
0.13596491515636444,0.081,0.20406362414360046,34,,,,,,,,
0.17283950746059418,0.0833,0.19734539091587067,35,,,,,,,,
0.2521008551120758,0.0857,0.20104867219924927,36,,,,,,,,
0.2613065242767334,0.0881,0.15287843346595764,37,,,,,,,,
0.3027888536453247,0.0905,0.19780057668685913,38,,,,,,,,
0.3288288414478302,0.0929,0.17724978923797607,39,,,,,,,,
0.375,0.0952,0.16154193878173828,40,,,,,,,,
0.552742600440979,0.0976,0.14089176058769226,41,,,,,,,,
0.3758865296840668,0.1,0.19693094491958618,42,,,,,,,,
,0.1,,42,,,,,47.9262268837837,30.93025233321453,0.5911623239517212,0.1809571087360382
0.545064389705658,0.1024,0.15406116843223572,43,,,,,,,,
0.5848214030265808,0.1048,0.1290055811405182,44,,,,,,,,
0.6182432174682617,0.1071,0.1768629401922226,45,,,,,,,,
0.6681222915649414,0.1095,0.1193629801273346,46,,,,,,,,
0.5601374506950378,0.1119,0.16513849794864655,47,,,,,,,,
0.6208053827285767,0.1143,0.179932102560997,48,,,,,,,,
0.6577777862548828,0.1167,0.11222603917121887,49,,,,,,,,
0.6858108043670654,0.119,0.13523346185684204,50,,,,,,,,
0.7354260087013245,0.1214,0.0950605496764183,51,,,,,,,,
0.6782007217407227,0.1238,0.14527884125709534,52,,,,,,,,
0.7279999852180481,0.1262,0.10537523031234741,53,,,,,,,,
0.807272732257843,0.1286,0.10802460461854935,54,,,,,,,,
0.7680000066757202,0.131,0.11137443780899048,55,,,,,,,,
0.7409326434135437,0.1333,0.0769077017903328,56,,,,,,,,
0.7049180269241333,0.1357,0.10566865652799606,57,,,,,,,,
0.7481203079223633,0.1381,0.08897629380226135,58,,,,,,,,
0.675000011920929,0.1405,0.12387143075466156,59,,,,,,,,
0.6829268336296082,0.1429,0.0962289497256279,60,,,,,,,,
0.8023256063461304,0.1452,0.10533605515956879,61,,,,,,,,
