step,epoch,loss,grad_norm,learning_rate,eval_mit-movie,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
5,0.066,2.8572,19.034948348999023,8.914286900836977e-06,,,,,,,,,,,
10,0.132,2.685,16.35951805114746,1.2753461300968181e-05,,,,,,,,,,,
15,0.197,1.9336,6.831082820892334,1.4999234358773573e-05,,,,,,,,,,,
20,0.263,1.3628,4.350884914398193,1.6592635701099386e-05,,,,,,,,,,,
25,0.329,1.0028,2.5426464080810547,1.7828573801673954e-05,,,,,,,,,,,
30,0.395,0.7507,1.7932770252227783,1.8838408758904777e-05,,,,,,,,,,,
35,0.461,0.5646,1.4982547760009766,1.969221204968286e-05,,,,,,,,,,,
38,0.5,,,,0.16438356161230297,0.16438356161230297,19.3857,5.158,0.052,,,,,,
40,0.526,0.4423,0.9821194410324097,2e-05,,,,,,,,,,,
45,0.592,0.344,3.5225396156311035,2e-05,,,,,,,,,,,
50,0.658,0.2756,0.7537122368812561,2e-05,,,,,,,,,,,
55,0.724,0.2409,0.656401515007019,2e-05,,,,,,,,,,,
60,0.789,0.2044,0.5525558590888977,2e-05,,,,,,,,,,,
65,0.855,0.183,0.4750332236289978,2e-05,,,,,,,,,,,
70,0.921,0.159,0.5462735891342163,2e-05,,,,,,,,,,,
75,0.987,0.1526,0.49900734424591064,2e-05,,,,,,,,,,,
76,1.0,,,,0.5676274944065998,0.5676274944065998,9.7737,10.232,0.102,,,,,,
80,1.053,0.1345,0.5050686001777649,2e-05,,,,,,,,,,,
85,1.118,0.1374,0.4032319486141205,2e-05,,,,,,,,,,,
90,1.184,0.1264,0.4279327988624573,2e-05,,,,,,,,,,,
95,1.25,0.1291,0.3495660126209259,2e-05,,,,,,,,,,,
100,1.316,0.1203,0.35308393836021423,2e-05,,,,,,,,,,,
105,1.382,0.1123,0.42275270819664,2e-05,,,,,,,,,,,
110,1.447,0.1035,0.34876617789268494,2e-05,,,,,,,,,,,
114,1.5,,,,0.737991266325258,0.737991266325258,9.7287,10.279,0.103,,,,,,
115,1.513,0.1014,0.33018240332603455,2e-05,,,,,,,,,,,
120,1.579,0.099,0.2854984402656555,2e-05,,,,,,,,,,,
125,1.645,0.1008,0.2894619405269623,2e-05,,,,,,,,,,,
130,1.711,0.0961,0.35705944895744324,2e-05,,,,,,,,,,,
135,1.776,0.0906,0.2976412773132324,2e-05,,,,,,,,,,,
140,1.842,0.0875,0.291787326335907,2e-05,,,,,,,,,,,
145,1.908,0.0886,0.31107205152511597,2e-05,,,,,,,,,,,
150,1.974,0.0876,0.3154623210430145,2e-05,,,,,,,,,,,
152,2.0,,,,0.7725321887908738,0.7725321887908738,9.6971,10.312,0.103,,,,,,
155,2.039,0.0754,0.2370905578136444,2e-05,,,,,,,,,,,
160,2.105,0.0793,0.22106634080410004,2e-05,,,,,,,,,,,
165,2.171,0.0816,0.38031378388404846,2e-05,,,,,,,,,,,
170,2.237,0.0807,0.3006625473499298,2e-05,,,,,,,,,,,
175,2.303,0.0765,0.24546173214912415,2e-05,,,,,,,,,,,
180,2.368,0.0771,0.2548893392086029,2e-05,,,,,,,,,,,
