step,epoch,loss,grad_norm,learning_rate,eval_crossner_science,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
5,0.023,0.724,11.882407188415527,6.8884950399405484e-06,,,,,,,,,,,
10,0.045,0.3384,5.70412015914917,9.855208374047785e-06,,,,,,,,,,,
15,0.068,0.1182,2.595583200454712,1.159062442488995e-05,,,,,,,,,,,
20,0.09,0.0833,1.5810939073562622,1.2821921708155018e-05,,,,,,,,,,,
25,0.113,0.0695,1.7229059934616089,1.3776990079881097e-05,,,,,,,,,,,
30,0.135,0.0567,0.8102014064788818,1.4557337758997188e-05,,,,,,,,,,,
35,0.158,0.0556,1.0283403396606445,1.521711232078042e-05,,,,,,,,,,,
40,0.18,0.0503,2.0415518283843994,1.5788635042262254e-05,,,,,,,,,,,
45,0.203,0.0494,1.8949042558670044,1.6292753809839353e-05,,,,,,,,,,,
50,0.225,0.0478,4.302887916564941,1.6743703413988334e-05,,,,,,,,,,,
55,0.248,0.0438,0.9261664152145386,1.7151636951383997e-05,,,,,,,,,,,
60,0.27,0.0426,0.8318529725074768,1.752405109310442e-05,,,,,,,,,,,
65,0.293,0.0392,0.795764684677124,1.7866638893809745e-05,,,,,,,,,,,
70,0.315,0.0324,0.8563076853752136,1.818382565488766e-05,,,,,,,,,,,
75,0.338,0.0278,0.784918487071991,1.8479119464830498e-05,,,,,,,,,,,
80,0.36,0.0326,1.3843947649002075,1.875534837636949e-05,,,,,,,,,,,
85,0.383,0.0321,1.3910157680511475,1.9014825553745778e-05,,,,,,,,,,,
90,0.405,0.0295,0.9027940630912781,1.9259467143946592e-05,,,,,,,,,,,
95,0.428,0.0229,1.073179841041565,1.9490878236394627e-05,,,,,,,,,,,
100,0.45,0.0251,2.3178343772888184,1.971041674809557e-05,,,,,,,,,,,
105,0.473,0.0218,0.8088669776916504,1.9919241705729823e-05,,,,,,,,,,,
110,0.495,0.0212,1.3142975568771362,1.9984356667970278e-05,,,,,,,,,,,
111,0.5,,,,0.5412026725557597,0.5412026725557597,71.3216,45.751,0.238,,,,,,
115,0.518,0.0195,0.8647603988647461,1.9945248337895972e-05,,,,,,,,,,,
120,0.541,0.0155,0.8185380101203918,1.9906140007821667e-05,,,,,,,,,,,
125,0.563,0.0167,0.5304749608039856,1.986703167774736e-05,,,,,,,,,,,
130,0.586,0.0152,0.5537195205688477,1.9827923347673055e-05,,,,,,,,,,,
135,0.608,0.0171,0.8841456174850464,1.978881501759875e-05,,,,,,,,,,,
140,0.631,0.0137,0.6601646542549133,1.9749706687524444e-05,,,,,,,,,,,
145,0.653,0.0132,0.7485290169715881,1.971059835745014e-05,,,,,,,,,,,
150,0.676,0.0166,0.7984734177589417,1.9671490027375833e-05,,,,,,,,,,,
155,0.698,0.015,0.6636242270469666,1.9632381697301527e-05,,,,,,,,,,,
160,0.721,0.0135,0.4751688241958618,1.959327336722722e-05,,,,,,,,,,,
165,0.743,0.0143,0.5989408493041992,1.9554165037152916e-05,,,,,,,,,,,
170,0.766,0.0118,0.8016675114631653,1.951505670707861e-05,,,,,,,,,,,
175,0.788,0.0111,0.43384096026420593,1.9475948377004304e-05,,,,,,,,,,,
180,0.811,0.0117,0.5286322832107544,1.9436840046929995e-05,,,,,,,,,,,
185,0.833,0.0112,0.8280435800552368,1.9397731716855693e-05,,,,,,,,,,,
190,0.856,0.011,0.909756600856781,1.9358623386781384e-05,,,,,,,,,,,
195,0.878,0.0096,0.5541692972183228,1.9319515056707082e-05,,,,,,,,,,,
200,0.901,0.0098,0.5481317043304443,1.9280406726632773e-05,,,,,,,,,,,
205,0.923,0.0086,0.6432090401649475,1.9241298396558467e-05,,,,,,,,,,,
210,0.946,0.0117,0.6045680642127991,1.9202190066484165e-05,,,,,,,,,,,
215,0.968,0.0093,0.5176125168800354,1.9163081736409856e-05,,,,,,,,,,,
220,0.991,0.0102,0.47779831290245056,1.9123973406335553e-05,,,,,,,,,,,
222,1.0,,,,0.6481481480979991,0.6481481480979991,74.096,44.037,0.229,,,,,,
225,1.014,0.0091,0.49334245920181274,1.9084865076261244e-05,,,,,,,,,,,
230,1.036,0.0084,0.37424391508102417,1.904575674618694e-05,,,,,,,,,,,
235,1.059,0.0074,0.5227759480476379,1.9006648416112633e-05,,,,,,,,,,,
240,1.081,0.0065,0.5732095837593079,1.8967540086038327e-05,,,,,,,,,,,
245,1.104,0.0052,0.3017842173576355,1.8928431755964022e-05,,,,,,,,,,,
250,1.126,0.0066,1.256773591041565,1.8889323425889716e-05,,,,,,,,,,,
255,1.149,0.0097,0.3211503326892853,1.885021509581541e-05,,,,,,,,,,,
260,1.171,0.0073,0.6559857726097107,1.8811106765741105e-05,,,,,,,,,,,
265,1.194,0.0078,0.8978319764137268,1.87719984356668e-05,,,,,,,,,,,
270,1.216,0.01,0.676862359046936,1.873289010559249e-05,,,,,,,,,,,
275,1.239,0.0062,0.3071334660053253,1.8693781775518188e-05,,,,,,,,,,,
280,1.261,0.0066,0.34266892075538635,1.8654673445443882e-05,,,,,,,,,,,
285,1.284,0.0052,0.4954071044921875,1.8615565115369576e-05,,,,,,,,,,,
290,1.306,0.0065,0.5183483362197876,1.857645678529527e-05,,,,,,,,,,,
295,1.329,0.0059,0.6275647282600403,1.8537348455220962e-05,,,,,,,,,,,
300,1.351,0.0042,0.3780015707015991,1.849824012514666e-05,,,,,,,,,,,
305,1.374,0.0064,0.393078476190567,1.845913179507235e-05,,,,,,,,,,,
