step,epoch,loss,grad_norm,learning_rate,eval_mit-restaurant,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
1,0.004,2.3788,18.739238739013672,0.0,,,,,,,,,,,
2,0.008,2.3665,18.474021911621094,2.9163102105721076e-06,,,,,,,,,,,
3,0.013,2.4448,19.428878784179688,4.62224232422701e-06,,,,,,,,,,,
4,0.017,2.4826,19.510522842407227,5.832620421144215e-06,,,,,,,,,,,
5,0.021,2.2562,16.3861026763916,6.7714626113342564e-06,,,,,,,,,,,
6,0.025,1.707,11.282525062561035,7.538552534799117e-06,,,,,,,,,,,
7,0.029,1.2353,9.560243606567383,8.187117823896454e-06,,,,,,,,,,,
8,0.033,1.0178,8.107376098632812,8.748930631716322e-06,,,,,,,,,,,
9,0.037,0.6485,8.064216613769531,9.24448464845402e-06,,,,,,,,,,,
10,0.042,0.508,4.6752448081970215,9.687772821906364e-06,,,,,,,,,,,
11,0.046,0.3846,4.501158237457275,1.0088775752207945e-05,,,,,,,,,,,
12,0.05,0.3453,17.24066734313965,1.0454862745371226e-05,,,,,,,,,,,
13,0.054,0.4886,17.652725219726562,1.079163013362144e-05,,,,,,,,,,,
14,0.058,0.3085,7.381068706512451,1.1103428034468562e-05,,,,,,,,,,,
15,0.062,0.2558,3.320028305053711,1.1393704935561265e-05,,,,,,,,,,,
16,0.067,0.2717,11.534736633300781,1.166524084228843e-05,,,,,,,,,,,
17,0.071,0.2061,2.8105010986328125,1.1920309619272443e-05,,,,,,,,,,,
18,0.075,0.203,3.276590585708618,1.2160794859026127e-05,,,,,,,,,,,
19,0.079,0.1995,3.3147354125976562,1.2388274381225711e-05,,,,,,,,,,,
20,0.083,0.1599,1.936550498008728,1.260408303247847e-05,,,,,,,,,,,
21,0.087,0.209,4.710153102874756,1.2809360148123464e-05,,,,,,,,,,,
22,0.092,0.1544,2.4552876949310303,1.3005085962780053e-05,,,,,,,,,,,
23,0.096,0.1463,1.6032298803329468,1.3192109920604603e-05,,,,,,,,,,,
24,0.1,0.1362,2.3513433933258057,1.3371172955943332e-05,,,,,,,,,,,
25,0.104,0.1143,1.3606045246124268,1.3542925222668513e-05,,,,,,,,,,,
26,0.108,0.1058,1.2611620426177979,1.3707940344193546e-05,,,,,,,,,,,
27,0.113,0.0843,1.346421480178833,1.3866726972681029e-05,,,,,,,,,,,
28,0.117,0.091,1.6772372722625732,1.401973824504067e-05,,,,,,,,,,,
29,0.121,0.0684,1.1813247203826904,1.4167379578855789e-05,,,,,,,,,,,
30,0.125,0.081,2.1961305141448975,1.4310015146133373e-05,,,,,,,,,,,
31,0.129,0.0917,1.0612807273864746,1.4447973285159907e-05,,,,,,,,,,,
32,0.133,0.0712,1.701773762702942,1.4581551052860538e-05,,,,,,,,,,,
33,0.138,0.103,2.3446788787841797,1.4711018076434953e-05,,,,,,,,,,,
34,0.142,0.0716,1.2060542106628418,1.4836619829844551e-05,,,,,,,,,,,
35,0.146,0.0614,0.9787223935127258,1.495858043523071e-05,,,,,,,,,,,
36,0.15,0.0595,1.592497706413269,1.5077105069598234e-05,,,,,,,,,,,
37,0.154,0.0681,1.0789858102798462,1.5192382041682938e-05,,,,,,,,,,,
38,0.158,0.0617,0.9130669832229614,1.530458459179782e-05,,,,,,,,,,,
39,0.163,0.0752,1.3892133235931396,1.541387245784845e-05,,,,,,,,,,,
40,0.167,0.0597,1.5057603120803833,1.552039324305058e-05,,,,,,,,,,,
41,0.171,0.0754,1.3665943145751953,1.5624283614738782e-05,,,,,,,,,,,
42,0.175,0.0742,1.7254992723464966,1.5725670358695572e-05,,,,,,,,,,,
43,0.179,0.0626,0.8058732151985168,1.582467130940528e-05,,,,,,,,,,,
44,0.183,0.0656,1.4563133716583252,1.592139617335216e-05,,,,,,,,,,,
45,0.188,0.0593,0.9824066758155823,1.6015947259788277e-05,,,,,,,,,,,
46,0.192,0.0661,1.7203199863433838,1.610842013117671e-05,,,,,,,,,,,
47,0.196,0.0369,0.38087233901023865,1.619890418367749e-05,,,,,,,,,,,
48,0.2,0.0604,1.1357746124267578,1.6287483166515442e-05,,,,,,,,,,,
49,0.204,0.0494,0.953069269657135,1.6374235647792908e-05,,,,,,,,,,,
50,0.208,0.0737,0.7011644840240479,1.645923543324062e-05,,,,,,,,,,,
51,0.212,0.0621,1.1937527656555176,1.6542551943499452e-05,,,,,,,,,,,
52,0.217,0.0502,0.8559989333152771,1.6624250554765654e-05,,,,,,,,,,,
