step,epoch,loss,grad_norm,learning_rate
2,0.008,5.972,342.70013427734375,2.905860416784857e-06
4,0.016,5.1045,496.96038818359375,5.811720833569714e-06
6,0.024,1.9413,231.28309631347656,7.511540209718805e-06
8,0.033,0.8213,37.09349822998047,8.717581250354571e-06
10,0.041,0.9595,47.65798568725586,9.653059358338718e-06
12,0.049,0.7331,50.07388687133789,1.0417400626503662e-05
14,0.057,0.5201,30.699920654296875,1.1063641960658186e-05
16,0.065,0.5189,20.193758010864258,1.1623441667139428e-05
18,0.073,0.786,76.57007598876953,1.2117220002652754e-05
20,0.082,0.4881,23.89385986328125,1.2558919775123575e-05
22,0.09,0.382,16.486648559570312,1.2958485821956947e-05
24,0.098,0.4377,18.791168212890625,1.332326104328852e-05
26,0.106,0.4651,36.48491287231445,1.3658821718429571e-05
28,0.114,0.5731,38.024723052978516,1.3969502377443043e-05
30,0.122,0.2534,7.574321269989014,1.4258739151272667e-05
32,0.131,0.3432,11.176167488098145,1.4529302083924286e-05
34,0.139,0.3204,17.975984573364258,1.4783456892253185e-05
36,0.147,0.331,16.094587326049805,1.502308041943761e-05
38,0.155,0.2513,7.709211349487305,1.5249744831471896e-05
40,0.163,0.3177,12.318684577941895,1.546478019190843e-05
42,0.171,0.1588,9.83520793914795,1.5669321753592135e-05
44,0.18,0.3543,14.199804306030273,1.5864346238741802e-05
46,0.188,0.3315,15.857422828674316,1.6050700047764813e-05
48,0.196,0.3366,8.8390474319458,1.622912146007338e-05
50,0.204,0.382,23.951723098754883,1.640025829989258e-05
52,0.212,0.3741,30.50135612487793,1.656468213521443e-05
54,0.22,0.2274,30.767616271972656,1.6722899795586703e-05
56,0.229,0.1269,9.182758331298828,1.6875362794227904e-05
58,0.237,0.4462,20.558147430419922,1.7022475096019177e-05
60,0.245,0.2149,10.884642601013184,1.7164599568057522e-05
62,0.253,0.1716,13.950678825378418,1.7302063372119663e-05
64,0.261,0.2653,27.715503692626953,1.7435162500709142e-05
66,0.269,0.6332,340.9639892578125,1.7564165614890894e-05
68,0.278,0.8057,34.55180740356445,1.7689317309038043e-05
70,0.286,0.904,216.74868774414062,1.7810840902212046e-05
72,0.294,0.7151,35.404659271240234,1.792894083622247e-05
74,0.302,0.3696,38.75569534301758,1.8043804745052677e-05
76,0.31,0.3727,15.832085609436035,1.8155605248256754e-05
78,0.318,0.3167,23.857051849365234,1.8264501511363518e-05
80,0.327,0.3107,23.98301887512207,1.8370640608693288e-05
82,0.335,0.3073,20.65570068359375,1.8474158717870908e-05
84,0.343,0.2982,12.880081176757812,1.857518217037699e-05
86,0.351,0.3818,22.230417251586914,1.8673828378468474e-05
88,0.359,0.2206,13.021397590637207,1.8770206655526663e-05
90,0.367,0.2308,8.430822372436523,1.886441894420661e-05
92,0.376,0.1192,4.46032190322876,1.8956560464549668e-05
94,0.384,0.312,13.08209228515625,1.904672029238936e-05
96,0.392,0.3572,17.115514755249023,1.9134981876858235e-05
98,0.4,0.2826,15.925582885742188,1.9221423504531517e-05
100,0.408,0.3433,31.639860153198242,1.9306118716677437e-05
102,0.416,0.257,14.02666187286377,1.9389136685187132e-05
104,0.424,0.2779,9.721539497375488,1.9470542551999284e-05
106,0.433,0.0859,8.188838005065918,1.9550397736192384e-05
108,0.441,0.3255,9.107027053833008,1.962876021237156e-05
110,0.449,0.1901,11.389731407165527,1.970568476351081e-05
112,0.457,0.298,11.792353630065918,1.9781223211012756e-05
114,0.465,0.0781,3.0525331497192383,1.9855424624405847e-05
116,0.473,0.219,9.867912292480469,1.9928335512804035e-05
118,0.482,0.2029,7.511896133422852,2e-05
120,0.49,0.138,9.565698623657227,1.9992912827781717e-05
122,0.498,0.0935,5.53924036026001,1.9978738483345145e-05
