step,epoch,loss,grad_norm,learning_rate,eval_mit-movie,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second
2,0.003,5.9911,256.2677917480469,2.3410892550558788e-06,,,,,
4,0.005,5.8286,334.4702453613281,4.6821785101117575e-06,,,,,
6,0.008,2.2291,104.3646011352539,6.051627935160672e-06,,,,,
8,0.01,0.8232,40.460845947265625,7.0232677651676355e-06,,,,,
10,0.013,0.5313,38.55384063720703,7.77693016900905e-06,,,,,
12,0.015,0.4409,20.9868106842041,8.392717190216552e-06,,,,,
14,0.018,0.3562,22.790319442749023,8.913357698213169e-06,,,,,
16,0.021,0.2541,17.68962860107422,9.364357020223515e-06,,,,,
18,0.023,0.3788,27.65174674987793,9.762166615265466e-06,,,,,
20,0.026,0.217,5.296566009521484,1.0118019424064926e-05,,,,,
22,0.028,0.255,6.904918670654297,1.0439927446048221e-05,,,,,
24,0.031,0.2771,18.6329345703125,1.073380644527243e-05,,,,,
26,0.033,0.1904,10.503283500671387,1.1004148918177996e-05,,,,,
28,0.036,0.1612,7.785954475402832,1.1254446953269047e-05,,,,,
30,0.039,0.2123,7.233366966247559,1.1487468849113843e-05,,,,,
32,0.041,0.1414,4.088294506072998,1.1705446275279393e-05,,,,,
34,0.044,0.1991,16.790983200073242,1.1910204593147221e-05,,,,,
36,0.046,0.142,10.68991756439209,1.2103255870321344e-05,,,,,
38,0.049,0.1544,4.376437187194824,1.2285866713034894e-05,,,,,
40,0.051,0.1654,12.471067428588867,1.2459108679120806e-05,,,,,
42,0.054,0.1423,4.724748611450195,1.2623896378317964e-05,,,,,
44,0.057,0.1627,10.607564926147461,1.2781016701104099e-05,,,,,
46,0.059,0.1035,6.415706157684326,1.2931151544960505e-05,,,,,
48,0.062,0.1772,15.01268196105957,1.307489570032831e-05,,,,,
50,0.064,0.2006,5.992334365844727,1.3212771082962219e-05,,,,,
52,0.067,0.1361,4.657303810119629,1.3345238173233872e-05,,,,,
54,0.069,0.1138,5.866891384124756,1.3472705295370261e-05,,,,,
56,0.072,0.1136,8.016755104064941,1.3595536208324928e-05,,,,,
58,0.075,0.1395,12.275997161865234,1.37140563640147e-05,,,,,
60,0.077,0.1238,5.179858207702637,1.382855810416972e-05,,,,,
62,0.08,0.1497,6.0432915687561035,1.3939305004740072e-05,,,,,
64,0.082,0.1081,2.8224422931671143,1.4046535530335271e-05,,,,,
66,0.085,0.1652,8.721529006958008,1.4150466126153014e-05,,,,,
68,0.088,0.1682,6.305864334106445,1.42512938482031e-05,,,,,
70,0.09,0.108,5.481935024261475,1.4349198612166341e-05,,,,,
72,0.093,0.1603,5.580166816711426,1.4444345125377224e-05,,,,,
74,0.095,0.0672,2.5150578022003174,1.4536884554044497e-05,,,,,
76,0.098,0.1551,4.76874303817749,1.4626955968090772e-05,,,,,
78,0.1,0.1832,5.405137538909912,1.4714687598282789e-05,,,,,
80,0.103,0.0924,10.165641784667969,1.4800197934176684e-05,,,,,
82,0.106,0.0888,2.266911745071411,1.488359668647036e-05,,,,,
84,0.108,0.1267,7.197322368621826,1.496498563337384e-05,,,,,
86,0.111,0.2296,6.1418938636779785,1.5044459367377382e-05,,,,,
88,0.113,0.1647,6.6426801681518555,1.512210595615998e-05,,,,,
90,0.116,0.1575,6.552467346191406,1.5198007529218637e-05,,,,,
92,0.118,0.1244,2.7619693279266357,1.5272240800016383e-05,,,,,
94,0.121,0.1405,4.792573928833008,1.5344877531971568e-05,,,,,
96,0.124,0.1052,2.790990114212036,1.5415984955384188e-05,,,,,
98,0.126,0.1275,1.972671627998352,1.5485626141370464e-05,,,,,
100,0.129,0.1237,4.172047138214111,1.55538603380181e-05,,,,,
102,0.131,0.1326,3.5470194816589355,1.562074327325201e-05,,,,,
104,0.134,0.1411,3.0579988956451416,1.5686327428289748e-05,,,,,
106,0.136,0.1648,4.010010242462158,1.5750662285048566e-05,,,,,
108,0.139,0.1108,4.119045734405518,1.581379455042614e-05,,,,,
110,0.142,0.1829,5.450922012329102,1.5875768360001393e-05,,,,,
112,0.144,0.1412,4.5270867347717285,1.5936625463380803e-05,,,,,
