step,epoch,loss,grad_norm,learning_rate
1,0.001,11.9092,105.01451110839844,0.0
2,0.001,11.0813,74.1098403930664,2.031386949406506e-06
3,0.002,12.2407,108.75753784179688,3.219672139263657e-06
4,0.002,12.1085,105.67321014404297,4.062773898813012e-06
5,0.003,11.5334,112.40434265136719,4.716734429414499e-06
6,0.003,10.9704,157.0839080810547,5.2510590886701626e-06
7,0.004,9.9308,92.61534118652344,5.702824151019936e-06
8,0.004,8.0226,43.344051361083984,6.094160848219518e-06
9,0.005,8.2483,43.51121520996094,6.439344278527314e-06
10,0.005,4.5228,61.990699768066406,6.748121378821006e-06
11,0.006,5.7228,35.85417556762695,7.027444242464031e-06
12,0.006,4.4003,27.669662475585938,7.2824460380766695e-06
13,0.007,4.2909,24.49219512939453,7.517024950497304e-06
14,0.007,4.8243,30.6759090423584,7.734211100426442e-06
15,0.008,4.0217,37.77700424194336,7.936406568678157e-06
16,0.008,2.9963,36.5988655090332,8.125547797626024e-06
17,0.009,2.1977,21.914737701416016,8.303218671899978e-06
18,0.009,2.5317,28.018516540527344,8.47073122793382e-06
19,0.01,2.083,21.904809951782227,8.62918451283413e-06
20,0.01,1.7145,32.13763427734375,8.779508328227511e-06
21,0.011,1.1953,14.429654121398926,8.922496290283594e-06
22,0.011,1.9976,32.41666030883789,9.058831191870537e-06
23,0.012,1.5087,14.716166496276855,9.189104722365983e-06
24,0.013,1.5096,12.797929763793945,9.313832987483176e-06
25,0.013,1.2865,17.358163833618164,9.433468858828999e-06
26,0.014,1.34,13.421680450439453,9.54841189990381e-06
27,0.014,0.8817,8.294560432434082,9.65901641779097e-06
28,0.015,0.8044,6.484422206878662,9.765598049832949e-06
29,0.015,1.1096,10.7177734375,9.868439193966983e-06
30,0.016,0.7161,19.739078521728516,9.967793518084664e-06
31,0.016,1.0393,9.388310432434082,1.0063889729717761e-05
32,0.017,1.194,14.982107162475586,1.015693474703253e-05
33,0.017,0.9529,7.9874749183654785,1.0247116381727689e-05
34,0.018,0.8208,10.138467788696289,1.0334605621306485e-05
35,0.018,1.3569,10.913758277893066,1.0419558580434434e-05
36,0.019,0.6332,9.27652645111084,1.0502118177340325e-05
37,0.019,0.532,6.179109573364258,1.0582415580480447e-05
38,0.02,0.8593,9.7637939453125,1.0660571462240636e-05
39,0.02,1.2138,11.075176239013672,1.073669708976096e-05
40,0.021,0.9834,9.206613540649414,1.0810895277634017e-05
41,0.021,1.2148,9.565725326538086,1.0883261222947842e-05
42,0.022,1.2783,13.302812576293945,1.0953883239690099e-05
43,0.022,1.2296,10.264911651611328,1.1022843406726337e-05
44,0.023,0.9936,10.71180534362793,1.1090218141277042e-05
45,0.023,1.2022,8.40740966796875,1.1156078707941814e-05
46,0.024,1.0219,9.932361602783203,1.1220491671772488e-05
47,0.025,0.7941,4.520094871520996,1.1283519302616823e-05
48,0.025,0.9297,6.629590034484863,1.1345219936889682e-05
49,0.026,0.8172,10.122156143188477,1.1405648302039871e-05
50,0.026,0.9935,6.354236125946045,1.1464855808235504e-05
51,0.027,1.1405,9.033476829528809,1.1522890811163633e-05
52,0.027,0.9655,8.913311958312988,1.1579798849310317e-05
53,0.028,0.7684,9.486401557922363,1.1635622858638265e-05
54,0.028,0.7757,7.597294807434082,1.1690403367197476e-05
55,0.029,1.1999,10.619742393493652,1.1744178671878533e-05
56,0.029,0.7934,6.7056474685668945,1.1796984999239456e-05
57,0.03,0.7806,5.712341785430908,1.1848856652097787e-05
58,0.03,0.6955,5.688840389251709,1.1899826143373488e-05
59,0.031,0.831,8.453522682189941,1.1949924318490537e-05
60,0.031,0.9835,8.357443809509277,1.1999180467491167e-05
61,0.032,0.506,12.61205005645752,1.2047622427883137e-05
62,0.032,0.9814,9.550705909729004,1.2095276679124268e-05
63,0.033,0.7344,8.65863037109375,1.214216842954725e-05
64,0.033,0.946,8.014604568481445,1.2188321696439036e-05
65,0.034,0.8837,7.431039810180664,1.2233759379911803e-05
66,0.034,0.7922,6.052001476287842,1.2278503331134193e-05
67,0.035,0.7285,14.213892936706543,1.2322574415431797e-05
68,0.036,0.7709,4.825904846191406,1.236599257071299e-05
69,0.036,0.7466,5.122405529022217,1.240877686162964e-05
70,0.037,0.6169,5.755465030670166,1.2450945529840943e-05
71,0.037,1.0488,7.52842903137207,1.2492516040712064e-05
72,0.038,0.6747,5.26487398147583,1.2533505126746832e-05
73,0.038,0.76,8.971427917480469,1.257392882802475e-05
74,0.039,1.061,7.196911334991455,1.2613802529886956e-05
75,0.039,0.6007,6.949635982513428,1.2653140998092654e-05
76,0.04,0.6522,7.872941493988037,1.2691958411647143e-05
77,0.04,0.5473,7.092759609222412,1.2730268393483968e-05
78,0.041,0.7729,7.298111915588379,1.2768084039167468e-05
79,0.041,0.8714,8.169219970703125,1.2805417943766948e-05
80,0.042,0.6687,6.183379173278809,1.2842282227040524e-05
81,0.042,0.402,17.049827575683594,1.2878688557054628e-05
82,0.043,0.6087,8.729856491088867,1.2914648172354347e-05
83,0.043,0.5108,4.869515419006348,1.2950171902790018e-05
84,0.044,0.7773,7.873641490936279,1.2985270189096604e-05
85,0.044,0.6802,7.204587936401367,1.3019953101314477e-05
86,0.045,0.5493,8.695452690124512,1.3054230356132844e-05
87,0.045,0.98,7.824015140533447,1.3088111333230638e-05
88,0.046,0.6748,12.92098617553711,1.312160509068355e-05
89,0.046,0.7767,6.585290431976318,1.3154720379500558e-05
90,0.047,0.9377,4.715876579284668,1.318746565734832e-05
91,0.048,0.7958,5.5081706047058105,1.321984910151724e-05
92,0.048,0.9628,7.661337852478027,1.3251878621178995e-05
93,0.049,0.5363,9.530900955200195,1.328356186898142e-05
94,0.049,0.7694,6.126448631286621,1.331490625202333e-05
95,0.05,0.8444,7.353243827819824,1.334591894224863e-05
96,0.05,0.7562,6.658962726593018,1.3376606886296187e-05
97,0.051,0.6583,5.131357669830322,1.3406976814839332e-05
98,0.051,0.6485,5.441329002380371,1.343703525144638e-05
99,0.052,0.8162,6.337971210479736,1.3466788520991345e-05
100,0.052,0.7165,6.28169059753418,1.3496242757642012e-05
101,0.053,0.9598,8.516562461853027,1.352540391245054e-05
102,0.053,0.5503,5.043372631072998,1.3554277760570138e-05
103,0.054,0.6761,6.77210807800293,1.3582869908119713e-05
104,0.054,0.7231,6.814866542816162,1.3611185798716821e-05
105,0.055,0.744,8.612996101379395,1.3639230719698091e-05
106,0.055,0.6098,5.32486629486084,1.366700980804477e-05
107,0.056,0.7933,8.371668815612793,1.3694528056030097e-05
108,0.056,0.6257,8.495652198791504,1.3721790316603982e-05
109,0.057,0.5617,10.771273612976074,1.3748801308529534e-05
