experiment_id,best_average,best_epoch,crossner_ai,crossner_music,crossner_politics,crossner_science,mit-restaurant
FlanT5-1B-BL,0.6668755898725565,12.0,0.528535980098888,0.625294579682999,0.675630252050729,0.6735632183406564,0.8313539191895104
FlanT5-1B-WQ=1,0.7390281622966477,8.0,0.664999999949935,0.7531556801744402,0.7042682926331969,0.7456140350377183,0.8271028036879488
FlanT5-1B-WQ=2,0.7290082536449758,8.5,0.6658354114212679,0.7049754729703691,0.7002323779517001,0.7457627118142782,0.8282352940672643
FlanT5-1B-WQ=3,0.730903559403114,11.5,0.6090047392867979,0.7187948349571204,0.7604084838463621,0.7625272330655019,0.803782505859788
"FlanT5-1B-WQ=4,1",0.7188431756357649,12.0,0.6056338027672926,0.7056338027669236,0.7401448108912174,0.7538126361156128,0.7889908256377789
"FlanT5-1B-WQ=4,2",0.7214551238328102,11.5,0.6346863468134941,0.708100558609283,0.7586206896051279,0.7404921699722781,0.765375854163868
"FlanT5-1B-WQ=4,3",0.7253086265903812,11.5,0.6509900989598881,0.7139815471465795,0.7374301675477439,0.7450980391657235,0.7790432801319712
FlanT5-1B-WQ=5,0.8054703378293061,11.5,0.7521793274717239,0.794740686582472,0.8484848484347272,0.8159090908589314,0.8160377357986762
