experiment_id,best_average,best_epoch,crossner_ai,crossner_literature,crossner_music,crossner_politics,crossner_science,mit-movie
FlanT5-Base-BL,0.436508137081975,12.0,0.1193548386623361,0.2936708860264675,0.339344262245594,0.5075376883921265,0.480676328452374,0.8784648187129518
FlanT5-Base-WQ=1,0.6892308813286966,12.0,0.6008869179111258,0.5967741934989506,0.6913580246415375,0.6457536342272191,0.7010309277855499,0.8995815899077966
FlanT5-Base-WQ=2,0.6982711018894676,12.0,0.5754060324331114,0.6330178758702619,0.7092297015462148,0.6743295018659415,0.6919831223131541,0.9056603773081215
FlanT5-Base-WQ=3,0.5932994079564818,12.0,0.3402854006098441,0.4719101123100075,0.5979661016451931,0.6102997693583672,0.6448202959333635,0.8945147678821156
"FlanT5-Base-WQ=4,1",0.6123299929753976,12.0,0.4347826086466544,0.4822546972362781,0.5975103733941209,0.6442006269093334,0.6538871139012264,0.8613445377647722
"FlanT5-Base-WQ=4,2",0.6297705028072098,12.0,0.4922394678002851,0.4910536778831428,0.6160108547670952,0.6432474628697036,0.6765327695062955,0.8595387840167363
"FlanT5-Base-WQ=4,3",0.6053060724693281,12.0,0.4439197165973647,0.5175983436356271,0.4889206575625718,0.6286149162364432,0.6793650793153401,0.8734177214686225
FlanT5-Base-WQ=5,0.7619390383387761,10.5,0.6641221373544504,0.6696428570927325,0.7626004382260122,0.7765089722174361,0.7776510831881538,0.9211087419538718
