epoch,eval_average,eval_crossner_ai,eval_crossner_music,eval_crossner_science
0.5,0.06436192310300816,0.0,0.0029368575606607,0.1901489117483638
1.0,0.20274756798231744,0.1156462584578416,0.2132097334401812,0.2793867120489295
1.5,0.36437213965626497,0.2677746998619525,0.4739157761924452,0.3514259429143974
2.0,0.39665718491706975,0.2447488584020126,0.5971563980545541,0.3480662982946426
2.5,0.404432693751477,0.3529411764227532,0.2935883014151814,0.5667686034164964
3.0,0.38528117065194323,0.2962962962500062,0.4180377817918625,0.4415094339139608
3.5,0.4239178975343553,0.3371868978339585,0.4645569619763171,0.4700098327927903
4.0,0.40263498742209847,0.2971311474932817,0.2939513849160278,0.616822429856986
4.5,0.4142785445300959,0.2679127725377492,0.3211594202421807,0.6537634408103578
5.0,0.5835494829060873,0.4533898304601964,0.6390041493277253,0.6582544689303403
5.5,0.5896225407972406,0.5010799135583335,0.6293995858714716,0.6383881229619167
6.0,0.5520725453015065,0.3663663663190597,0.6584867075166904,0.6313645620687695
6.5,0.5660386202374589,0.3946784921905507,0.6507177032994916,0.6527196652223342
7.0,0.6107861598263936,0.485714285665466,0.6955307262070499,0.651113467606665
7.5,0.6110676415201736,0.5252747252258968,0.6419753085921616,0.6659528907424626
8.0,0.6050488770926657,0.4471101417179247,0.6900343642113339,0.6780021253487387
8.5,0.6442062950261328,0.5684695051289651,0.698191933190702,0.6659574467587311
9.0,0.6319937381227555,0.5114822546492296,0.6857541898942022,0.6987447698248349
9.5,0.6561892346581705,0.5916473317370519,0.6880546074587466,0.6888657647787128
10.0,0.6463853338216786,0.5612472159866231,0.6844626967332201,0.6934460887451925
10.5,0.6428144255043032,0.5315315314823867,0.7001375515320026,0.6967741934985205
11.0,0.6568514124859739,0.5756207674451748,0.6945024355798709,0.7004310344328761
11.5,0.6667580973477221,0.5948372614548105,0.7038327525633178,0.7016042780250379
12.0,0.6644252901127378,0.6008869179111258,0.6913580246415375,0.7010309277855499
