epoch,eval_average,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_mit-movie,eval_mit-restaurant
0.5,0.4603720262742673,0.1474530830599091,0.1516754849736146,0.4963609897607144,0.2543950361472163,0.5846501128167282,0.8625792811335696,0.7254901960281191
1.0,0.6534727124347187,0.573407202166077,0.5639864099159002,0.5793103447775568,0.587917042330739,0.6461187214110564,0.8506224065886822,0.7729468598530188
1.5,0.6123750135323504,0.5164835164334969,0.627932960843737,0.4558216349629699,0.51376146784225,0.5146496814789876,0.9067796609665658,0.7511961721984456
2.0,0.714906924894854,0.6631439893817973,0.6457073760080605,0.6988130563297182,0.6318327973776194,0.7030162412491412,0.8752642705627398,0.7865707433549012
2.5,0.68081134877052,0.6111869030877126,0.5981941308753792,0.5797995373439803,0.6499595795780772,0.680570801267241,0.9230769230265295,0.7228915662147193
3.0,0.6761771497027761,0.5258964142925004,0.6136363635862253,0.6188340806674003,0.6103678929264866,0.6613816534040178,0.8860215053259688,0.817102137716833
3.5,0.7217729174554245,0.6310160427306029,0.6136101498921938,0.6923670007209868,0.7057877813004372,0.7183580387183841,0.8884210525812103,0.8028503562441558
4.0,0.7343727630131891,0.6279683376807083,0.6369863013197176,0.7168405364625626,0.739273927342624,0.7363737485594964,0.9056603773081215,0.7775061124190938
4.5,0.7172584795470432,0.5520661156557503,0.6617336151721213,0.6368381804122486,0.7207792207291418,0.7662650601908446,0.9063829786730186,0.7767441859961774
5.0,0.74661938598821,0.677595628365211,0.6879999999498428,0.6164280331074202,0.7292006524784553,0.8201438848419382,0.8997867803334119,0.7951807228411903
5.5,0.7250636920197179,0.6243902438525201,0.5916167664170447,0.7210172026424922,0.7299752270349388,0.7159090908589539,0.9211087419538718,0.7714285713782041
6.0,0.7450437871127727,0.6630136985800638,0.6192090394978877,0.6904231625334165,0.7669664758288814,0.777251184783957,0.8898305084242002,0.8086124401410018
6.5,0.7310249360755783,0.6556122448478245,0.650224215196507,0.6917404129292498,0.7125700559948052,0.7264150942894614,0.9033613444874437,0.7772511847837561
7.0,0.7588514484393937,0.7082294263838509,0.6587395956693117,0.7383720929731662,0.7518672198668893,0.7587822013549771,0.9025423728309744,0.7934272299965857
7.5,0.753556188538613,0.699147381192458,0.64036076657895,0.6888888888390345,0.7433198380066045,0.7903030302529289,0.9090909090405268,0.803782505859788
8.0,0.7591890387848824,0.7100893996944202,0.6113636363134984,0.7634024302573146,0.7629032257563859,0.7578215526728841,0.912579957305688,0.7961630694939853
8.5,0.7621958646342836,0.7060402684062189,0.6423690204509929,0.7543859648621789,0.7673267326231473,0.7570754716479446,0.9214437366799698,0.7867298577695334
9.0,0.7554842241772013,0.7192513368482263,0.6442641946196186,0.7399267398766376,0.7098360655236703,0.7644970413699532,0.9087048831767908,0.8019093078255126
9.5,0.7554628251833186,0.7022696928737311,0.6598173515480229,0.7268689858862357,0.7188264058178814,0.773652694560638,0.9087048831767908,0.79809976241993
10.0,0.7525173442628634,0.7118193890600474,0.628378378328246,0.7384843981668298,0.7458745874086293,0.7554479418385216,0.9106382978219528,0.7769784172158171
10.5,0.7550428288524776,0.7198952879079268,0.6055865921286583,0.7453600593411293,0.7512355847933775,0.7554479418385216,0.9106382978219528,0.7971360381357773
11.0,0.7604486366923291,0.7144719686590714,0.6235827663897703,0.7505584511784822,0.7516447367919926,0.770334928179522,0.9106382978219528,0.8019093078255126
11.5,0.7594968058214965,0.7060367453566392,0.650224215196507,0.7571955719056084,0.7290640393587607,0.7728894173101272,0.9087048831767908,0.7923627684460423
12.0,0.7588840316541015,0.709256844799881,0.6301675977152449,0.7577548005407304,0.7368421052130476,0.7718040620764962,0.9148936169708872,0.7914691942624223
