step,epoch,loss,grad_norm,learning_rate,eval_mit-movie,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second
1,0.0,11.1317,183.49664306640625,0.0,,,,,
2,0.001,10.9039,158.61297607421875,1.8550535861363603e-06,,,,,
3,0.001,11.4104,244.29669189453125,2.940190370854435e-06,,,,,
4,0.001,11.3132,239.8651580810547,3.7101071722727205e-06,,,,,
5,0.001,9.8773,79.94163513183594,4.3073010391715685e-06,,,,,
6,0.002,8.3035,107.65530395507812,4.795243956990795e-06,,,,,
7,0.002,7.8063,86.34131622314453,5.207793815720521e-06,,,,,
8,0.002,6.7348,64.52394104003906,5.56516075840908e-06,,,,,
9,0.002,4.9797,52.69611740112305,5.88038074170887e-06,,,,,
10,0.003,3.9283,37.861209869384766,6.16235462530793e-06,,,,,
11,0.003,3.3374,109.40986633300781,6.417431030146632e-06,,,,,
12,0.003,3.4314,53.87326431274414,6.6502975431271555e-06,,,,,
13,0.004,2.7141,38.8290901184082,6.864513969419055e-06,,,,,
14,0.004,1.1297,125.2351303100586,7.06284740185688e-06,,,,,
15,0.004,1.9749,28.755964279174805,7.247491410026003e-06,,,,,
16,0.004,1.6381,23.96369171142578,7.420214344545441e-06,,,,,
17,0.005,1.609,34.416954040527344,7.582462601860559e-06,,,,,
18,0.005,1.7999,21.956314086914062,7.735434327845229e-06,,,,,
19,0.005,2.0831,23.638572692871094,7.880133167460836e-06,,,,,
20,0.005,0.6472,15.692415237426758,8.01740821144429e-06,,,,,
21,0.006,1.4853,19.205854415893555,8.147984186574955e-06,,,,,
22,0.006,1.7789,24.772144317626953,8.272484616282994e-06,,,,,
23,0.006,1.5878,26.405183792114258,8.39144982869357e-06,,,,,
24,0.007,0.6039,23.557968139648438,8.505351129263515e-06,,,,,
25,0.007,1.424,18.37078285217285,8.614602078343137e-06,,,,,
26,0.007,0.8798,11.960965156555176,8.719567555555415e-06,,,,,
27,0.007,0.8537,12.824873924255371,8.820571112563303e-06,,,,,
28,0.008,0.5447,9.376887321472168,8.917900987993241e-06,,,,,
29,0.008,0.7803,23.774728775024414,9.011815066393688e-06,,,,,
30,0.008,1.2487,18.849605560302734,9.102544996162364e-06,,,,,
31,0.008,0.8828,12.059901237487793,9.190299632006698e-06,,,,,
32,0.009,0.3378,7.1293182373046875,9.275267930681802e-06,,,,,
33,0.009,1.2512,12.998844146728516,9.357621401001066e-06,,,,,
34,0.009,0.6608,7.957504749298096,9.43751618799692e-06,,,,,
35,0.01,1.3359,11.947391510009766,9.51509485489209e-06,,,,,
36,0.01,0.8683,14.923574447631836,9.59048791398159e-06,,,,,
37,0.01,1.0916,13.491666793823242,9.663815147720117e-06,,,,,
38,0.01,0.8932,11.832586288452148,9.735186753597195e-06,,,,,
39,0.011,0.4813,6.870288372039795,9.80470434027349e-06,,,,,
40,0.011,0.6306,8.008752822875977,9.87246179758065e-06,,,,,
41,0.011,1.0547,9.52168083190918,9.938546059078822e-06,,,,,
42,0.011,0.6389,10.856293678283691,1.0003037772711317e-05,,,,,
43,0.012,1.0671,9.88503646850586,1.0066011892535466e-05,,,,,
44,0.012,1.0083,15.382250785827637,1.0127538202419353e-05,,,,,
45,0.012,0.8913,17.845417022705078,1.0187681780880439e-05,,,,,
46,0.013,0.4322,10.231368064880371,1.0246503414829931e-05,,,,,
47,0.013,0.5571,7.469707012176514,1.0304059968817648e-05,,,,,
48,0.013,0.9091,12.33903694152832,1.0360404715399876e-05,,,,,
49,0.013,0.75,9.250459671020508,1.0415587631441043e-05,,,,,
50,0.014,0.7775,9.454840660095215,1.04696556644795e-05,,,,,
51,0.014,0.7273,11.311423301696777,1.0522652972714993e-05,,,,,
52,0.014,0.8784,10.431979179382324,1.0574621141691776e-05,,,,,
53,0.014,0.6284,9.92105484008789,1.0625599380341274e-05,,,,,
54,0.015,0.7782,11.329607963562012,1.0675624698699664e-05,,,,,
55,0.015,0.3367,10.440315246582031,1.0724732069318202e-05,,,,,
56,0.015,0.8808,12.001727104187012,1.0772954574129603e-05,,,,,
57,0.016,0.4417,6.777185440063477,1.0820323538315269e-05,,,,,
58,0.016,0.6148,7.662449359893799,1.0866868652530047e-05,,,,,
59,0.016,0.6485,10.70760726928711,1.091261808467882e-05,,,,,
60,0.016,0.8032,8.114120483398438,1.0957598582298723e-05,,,,,
61,0.017,0.9185,11.400616645812988,1.1001835566478843e-05,,,,,
62,0.017,0.6675,11.515717506408691,1.1045353218143058e-05,,,,,
63,0.017,0.5859,7.919250011444092,1.108817455742939e-05,,,,,
64,0.017,0.8948,11.340893745422363,1.113032151681816e-05,,,,,
65,0.018,0.6068,7.347895622253418,1.1171815008590623e-05,,,,,
66,0.018,0.7542,7.16171932220459,1.1212674987137427e-05,,,,,
67,0.018,0.6337,7.227863788604736,1.1252920506581701e-05,,,,,
68,0.019,0.6782,8.56079387664795,1.129256977413328e-05,,,,,
69,0.019,0.7453,7.7081732749938965,1.1331640199548006e-05,,,,,
70,0.019,0.7282,8.112988471984863,1.137014844102845e-05,,,,,
71,0.019,0.7585,8.43764591217041,1.1408110447868912e-05,,,,,
72,0.02,0.8332,7.6732354164123535,1.1445541500117949e-05,,,,,
73,0.02,0.4457,12.441311836242676,1.1482456245505292e-05,,,,,
74,0.02,0.9471,9.554508209228516,1.1518868733856476e-05,,,,,
75,0.02,0.8282,8.849059104919434,1.1554792449197572e-05,,,,,
76,0.021,0.5837,8.492445945739746,1.1590240339733555e-05,,,,,
77,0.021,0.1443,3.2117249965667725,1.1625224845867153e-05,,,,,
78,0.021,1.169,10.717656135559082,1.1659757926409852e-05,,,,,
79,0.022,0.3343,5.704942226409912,1.1693851083123284e-05,,,,,
80,0.022,0.7342,10.539005279541016,1.172751538371701e-05,,,,,
81,0.022,0.7796,7.1129984855651855,1.176076148341774e-05,,,,,
82,0.022,0.6106,6.243953227996826,1.1793599645215183e-05,,,,,
83,0.023,0.7041,12.759108543395996,1.1826039758880819e-05,,,,,
84,0.023,0.6441,9.563981056213379,1.1858091358847676e-05,,,,,
85,0.023,0.8324,6.592255115509033,1.1889763641032129e-05,,,,,
86,0.023,0.5602,4.811960697174072,1.1921065478671825e-05,,,,,
87,0.024,0.5617,6.584673881530762,1.1952005437248122e-05,,,,,
88,0.024,0.4928,5.122540473937988,1.1982591788555715e-05,,,,,
89,0.024,0.6757,6.2477240562438965,1.2012832523977333e-05,,,,,
90,0.025,0.8467,8.08888053894043,1.2042735367016797e-05,,,,,
91,0.025,0.7644,7.248359680175781,1.2072307785139576e-05,,,,,
92,0.025,0.5103,6.178924083709717,1.2101557000966294e-05,,,,,
93,0.025,0.402,9.160453796386719,1.2130490002861133e-05,,,,,
94,0.026,0.3665,3.6942849159240723,1.2159113554954009e-05,,,,,
95,0.026,0.4986,5.064161777496338,1.2187434206632404e-05,,,,,
96,0.026,0.7356,7.923556804656982,1.2215458301536237e-05,,,,,
97,0.026,0.4263,5.484025001525879,1.2243191986086652e-05,,,,,
98,0.027,0.723,8.067533493041992,1.2270641217577404e-05,,,,,
99,0.027,0.8367,7.523909568786621,1.2297811771855501e-05,,,,,
100,0.027,0.4444,8.19180679321289,1.232470925061586e-05,,,,,
101,0.028,0.6295,6.9026055335998535,1.2351339088333012e-05,,,,,
102,0.028,0.8552,6.334770202636719,1.2377706558851352e-05,,,,,
103,0.028,0.7442,6.143237113952637,1.2403816781653895e-05,,,,,
104,0.028,0.4044,6.211846351623535,1.2429674727828137e-05,,,,,
105,0.029,0.8225,7.635324478149414,1.2455285225746523e-05,,,,,
106,0.029,0.5515,5.091080665588379,1.2480652966477633e-05,,,,,
107,0.029,0.1928,3.905911922454834,1.250578250894333e-05,,,,,
108,0.029,0.8402,8.089615821838379,1.2530678284836025e-05,,,,,
109,0.03,0.5361,6.845067977905273,1.2555344603309339e-05,,,,,
110,0.03,0.6438,6.000006198883057,1.2579785655454562e-05,,,,,
111,0.03,0.7354,5.763991355895996,1.260400551857455e-05,,,,,
112,0.031,0.5873,6.5364990234375,1.262800816026596e-05,,,,,
