step,epoch,loss,grad_norm,learning_rate
1,0.003,6.5752,47.46273422241211,0.0
2,0.007,6.8765,48.31608963012695,2.777904193701827e-06
3,0.01,6.596,49.06218338012695,4.4028739776134346e-06
4,0.013,6.7623,47.02777099609375,5.555808387403654e-06
5,0.016,6.4219,45.669403076171875,6.4500937922616966e-06
6,0.02,5.808,42.13811492919922,7.180778171315261e-06
7,0.023,4.7654,31.492862701416016,7.798563011193284e-06
8,0.026,4.4326,29.317401885986328,8.33371258110548e-06
9,0.029,4.2212,65.91200256347656,8.805747955226869e-06
10,0.033,3.2679,33.03732681274414,9.227997985963526e-06
11,0.036,3.1907,25.31510353088379,9.609969601237248e-06
12,0.039,2.5788,23.854320526123047,9.958682365017088e-06
13,0.042,2.0457,26.08211898803711,1.0279467011564946e-05
14,0.046,1.6278,17.418813705444336,1.057646720489511e-05
15,0.049,1.2287,16.088438034057617,1.0852967769875131e-05
16,0.052,1.1005,17.359670639038086,1.1111616774807308e-05
17,0.056,1.0132,15.39139175415039,1.1354580168309704e-05
18,0.059,0.7495,12.349685668945312,1.1583652148928695e-05
19,0.062,0.6178,6.969629764556885,1.1800335654136308e-05
20,0.065,0.5726,15.520002365112305,1.200590217966535e-05
21,0.069,0.5191,9.927695274353027,1.2201436988806718e-05
22,0.072,0.4088,6.859572887420654,1.2387873794939074e-05
23,0.075,0.4488,6.067987442016602,1.2566021728200815e-05
24,0.078,0.4132,7.6263227462768555,1.2736586558718915e-05
25,0.082,0.351,6.265424728393555,1.2900187584523393e-05
26,0.085,0.2687,4.736983776092529,1.3057371205266773e-05
27,0.088,0.3264,6.52896785736084,1.3208621932840304e-05
28,0.092,0.2867,4.335763931274414,1.3354371398596937e-05
29,0.095,0.2827,6.840961933135986,1.3495005779288657e-05
30,0.098,0.3091,5.783810138702393,1.3630871963576958e-05
31,0.101,0.2672,8.361745834350586,1.3762282707045817e-05
32,0.105,0.2517,4.590671539306641,1.3889520968509133e-05
33,0.108,0.2572,3.849052667617798,1.4012843578850681e-05
34,0.111,0.1922,2.9473094940185547,1.413248436201153e-05
35,0.114,0.2126,4.695445537567139,1.4248656803454982e-05
36,0.118,0.2057,3.227836847305298,1.4361556342630522e-05
37,0.121,0.1993,3.652181625366211,1.4471362351274756e-05
38,0.124,0.1973,4.166262626647949,1.4578239847838136e-05
39,0.127,0.2105,3.2426505088806152,1.468234098917838e-05
40,0.131,0.2097,3.9642333984375,1.4783806373367179e-05
41,0.134,0.1853,3.4509308338165283,1.4882766181604204e-05
42,0.137,0.1718,3.3141260147094727,1.4979341182508544e-05
43,0.141,0.1987,5.411818981170654,1.5073643618223373e-05
44,0.144,0.1756,3.3773112297058105,1.51657779886409e-05
45,0.147,0.2254,8.322629928588867,1.5255841747488564e-05
46,0.15,0.2045,4.835848331451416,1.5343925921902642e-05
47,0.154,0.1553,3.6556308269500732,1.5430115665364723e-05
48,0.157,0.2623,5.077504634857178,1.5514490752420744e-05
49,0.16,0.161,1.6882518529891968,1.5597126022386567e-05
50,0.163,0.163,4.65765905380249,1.5678091778225222e-05
51,0.167,0.191,3.12675404548645,1.5757454145923137e-05
52,0.17,0.1352,2.707043409347534,1.58352753989686e-05
53,0.173,0.1798,3.0561728477478027,1.5911614251921585e-05
54,0.176,0.1444,2.3374783992767334,1.598652612654213e-05
55,0.18,0.1269,2.1688625812530518,1.6060063393498945e-05
56,0.183,0.1603,3.5961976051330566,1.6132275592298766e-05
57,0.186,0.1906,4.189361572265625,1.6203209631749744e-05
58,0.19,0.1312,2.23454213142395,1.6272909972990483e-05
59,0.193,0.127,2.7370245456695557,1.6341418796873162e-05
60,0.196,0.1032,1.1834348440170288,1.6408776157278784e-05
61,0.199,0.1315,3.847456932067871,1.6475020121759948e-05
62,0.203,0.1615,3.3308045864105225,1.6540186900747646e-05
63,0.206,0.1315,3.334728479385376,1.660431096642015e-05
64,0.209,0.1484,3.47243070602417,1.666742516221096e-05
65,0.212,0.1477,2.8011844158172607,1.672956080382664e-05
