step,epoch,loss,grad_norm,learning_rate
1,0.02,4.5972,51.88886260986328,0.0
2,0.04,4.1576,46.956356048583984,4.362085839710631e-06
3,0.06,3.6746,45.720123291015625,6.9137424808681075e-06
4,0.08,3.74,46.66554260253906,8.724171679421262e-06
5,0.1,3.6776,40.26567077636719,1.0128449663534445e-05
6,0.12,2.3426,32.55781173706055,1.1275828320578736e-05
7,0.14,2.6909,35.98719787597656,1.2245923152549418e-05
8,0.16,1.7838,30.176698684692383,1.3086257519131893e-05
9,0.18,2.0292,24.419361114501953,1.3827484961736215e-05
10,0.2,1.3052,19.080352783203125,1.449053550324508e-05
11,0.22,1.2534,19.77255630493164,1.5090337677104985e-05
12,0.24,1.08,14.321287155151367,1.563791416028937e-05
13,0.26,1.0415,15.021492004394531,1.6141635695206056e-05
14,0.28,1.0637,12.422977447509766,1.660800899226005e-05
15,0.3,0.7625,18.885377883911133,1.7042192144402555e-05
16,0.32,0.562,13.725785255432129,1.7448343358842524e-05
17,0.34,0.5888,10.649869918823242,1.782986378016149e-05
18,0.36,0.6988,22.054641723632812,1.8189570801446844e-05
19,0.38,0.5326,10.98538875579834,1.8529824454509456e-05
20,0.4,0.5966,11.537625312805176,1.885262134295571e-05
21,0.42,0.5827,10.279062271118164,1.9159665633417526e-05
22,0.44,0.4482,10.574101448059082,1.9452423516815614e-05
23,0.46,0.3126,8.961409568786621,1.9732165553570022e-05
24,0.48,0.4315,6.554482936859131,2e-05
25,0.5,0.3666,7.505367755889893,2e-05
26,0.52,0.3343,7.61024284362793,1.996527777777778e-05
27,0.54,0.3453,5.2925801277160645,1.9930555555555556e-05
28,0.56,0.244,5.412802219390869,1.9895833333333334e-05
29,0.58,0.2911,5.344912052154541,1.9861111111111114e-05
30,0.6,0.3682,5.579260349273682,1.982638888888889e-05
31,0.62,0.3672,6.020484447479248,1.979166666666667e-05
32,0.64,0.2879,6.943181991577148,1.9756944444444446e-05
33,0.66,0.3005,5.666858673095703,1.9722222222222224e-05
34,0.68,0.3019,3.7728168964385986,1.96875e-05
35,0.7,0.2491,7.503615379333496,1.9652777777777778e-05
36,0.72,0.3308,6.437786102294922,1.961805555555556e-05
37,0.74,0.2374,4.411279678344727,1.9583333333333333e-05
38,0.76,0.214,3.436417818069458,1.9548611111111113e-05
39,0.78,0.3264,5.011643409729004,1.951388888888889e-05
40,0.8,0.3672,7.9858808517456055,1.9479166666666668e-05
41,0.82,0.2233,4.176244735717773,1.9444444444444445e-05
42,0.84,0.2581,4.889430046081543,1.9409722222222226e-05
43,0.86,0.2346,6.744519233703613,1.9375e-05
44,0.88,0.2242,3.7199079990386963,1.9340277777777777e-05
45,0.9,0.2054,2.85176157951355,1.9305555555555558e-05
46,0.92,0.1787,2.414414644241333,1.9270833333333335e-05
47,0.94,0.2043,3.0849366188049316,1.9236111111111113e-05
48,0.96,0.3061,4.316280364990234,1.920138888888889e-05
49,0.98,0.2029,3.492852210998535,1.916666666666667e-05
