step,epoch,loss,grad_norm,learning_rate
1,0.004,6.8558,49.15212631225586,0.0
2,0.008,6.765,47.74858474731445,2.9163102105721076e-06
3,0.013,6.8535,48.62174987792969,4.62224232422701e-06
4,0.017,6.9033,47.58559799194336,5.832620421144215e-06
5,0.021,6.8681,43.380775451660156,6.7714626113342564e-06
6,0.025,5.8715,43.67768859863281,7.538552534799117e-06
7,0.029,4.7815,30.36023712158203,8.187117823896454e-06
8,0.033,4.7111,28.49054527282715,8.748930631716322e-06
9,0.037,4.2799,68.49547576904297,9.24448464845402e-06
10,0.042,3.6041,34.516517639160156,9.687772821906364e-06
11,0.046,3.1696,23.85296630859375,1.0088775752207945e-05
12,0.05,2.6626,27.43864631652832,1.0454862745371226e-05
13,0.054,1.8813,18.23265266418457,1.079163013362144e-05
14,0.058,1.574,18.67767333984375,1.1103428034468562e-05
15,0.062,1.3587,13.350550651550293,1.1393704935561265e-05
16,0.067,1.05,20.946502685546875,1.166524084228843e-05
17,0.071,0.8493,16.390459060668945,1.1920309619272443e-05
18,0.075,0.6692,12.010960578918457,1.2160794859026127e-05
19,0.079,0.4296,8.612650871276855,1.2388274381225711e-05
20,0.083,0.5402,19.881900787353516,1.260408303247847e-05
21,0.087,0.4167,8.18722915649414,1.2809360148123464e-05
22,0.092,0.4777,19.93744659423828,1.3005085962780053e-05
23,0.096,0.3776,5.313895225524902,1.3192109920604603e-05
24,0.1,0.3379,7.034899711608887,1.3371172955943332e-05
25,0.104,0.2998,6.328501224517822,1.3542925222668513e-05
26,0.108,0.2856,4.832553863525391,1.3707940344193546e-05
27,0.113,0.2858,6.036653995513916,1.3866726972681029e-05
28,0.117,0.2956,5.304390907287598,1.401973824504067e-05
29,0.121,0.2461,5.829483509063721,1.4167379578855789e-05
30,0.125,0.277,4.679500579833984,1.4310015146133373e-05
31,0.129,0.2973,5.3718976974487305,1.4447973285159907e-05
32,0.133,0.2318,3.7094147205352783,1.4581551052860538e-05
33,0.138,0.2351,4.745882987976074,1.4711018076434953e-05
34,0.142,0.2545,7.149975299835205,1.4836619829844551e-05
35,0.146,0.2158,3.8690035343170166,1.495858043523071e-05
36,0.15,0.2215,7.936691761016846,1.5077105069598234e-05
37,0.154,0.2421,5.354334354400635,1.5192382041682938e-05
38,0.158,0.2589,4.92781925201416,1.530458459179782e-05
39,0.163,0.2297,4.543071269989014,1.541387245784845e-05
40,0.167,0.211,4.196806907653809,1.552039324305058e-05
41,0.171,0.2268,5.129818439483643,1.5624283614738782e-05
42,0.175,0.1981,2.626443386077881,1.5725670358695572e-05
43,0.179,0.1874,2.6658523082733154,1.582467130940528e-05
44,0.183,0.2099,3.0080621242523193,1.592139617335216e-05
45,0.188,0.1493,3.041886568069458,1.6015947259788277e-05
46,0.192,0.2015,5.45548677444458,1.610842013117671e-05
47,0.196,0.1246,2.4485504627227783,1.619890418367749e-05
48,0.2,0.2075,4.172703742980957,1.6287483166515442e-05
49,0.204,0.1335,3.496598482131958,1.6374235647792908e-05
50,0.208,0.1639,2.725389242172241,1.645923543324062e-05
51,0.212,0.194,3.9506676197052,1.6542551943499452e-05
52,0.217,0.1578,2.845729351043701,1.6624250554765654e-05
53,0.221,0.1729,4.34840726852417,1.6704392906987488e-05
54,0.225,0.1577,2.2235207557678223,1.6783037183253138e-05
55,0.229,0.1371,2.8880209922790527,1.68602383635422e-05
56,0.233,0.1509,3.3638947010040283,1.6936048455612778e-05
57,0.237,0.176,3.8139243125915527,1.701051670545272e-05
58,0.242,0.1617,2.491109609603882,1.7083689789427894e-05
59,0.246,0.1297,2.2175114154815674,1.715561199000498e-05
60,0.25,0.1363,3.085885524749756,1.722632535670548e-05
61,0.254,0.1465,3.1773288249969482,1.7295869853755882e-05
62,0.258,0.1491,2.6346359252929688,1.7364283495732015e-05
63,0.263,0.158,2.896282196044922,1.7431602472350474e-05
64,0.267,0.1334,2.2683656215667725,1.7497861263432645e-05
65,0.271,0.1014,2.619135618209839,1.7563092744955695e-05
66,0.275,0.1332,2.918201208114624,1.7627328287007058e-05
67,0.279,0.106,1.6924502849578857,1.7690597844373092e-05
68,0.283,0.1364,3.7268741130828857,1.775293004041666e-05
69,0.287,0.1379,2.708822011947632,1.7814352244831613e-05
70,0.292,0.0982,2.5658693313598633,1.787489064580282e-05
71,0.296,0.1295,1.3504667282104492,1.7934570317047912e-05
72,0.3,0.1066,2.1861634254455566,1.799341528017034e-05
73,0.304,0.1203,2.029961109161377,1.8051448562711786e-05
74,0.308,0.15,4.047919750213623,1.8108692252255048e-05
75,0.312,0.1448,2.5064520835876465,1.8165167546895523e-05
76,0.317,0.1147,2.335937261581421,1.8220894802369927e-05
77,0.321,0.099,1.3381866216659546,1.82758935761044e-05
78,0.325,0.0841,1.766792893409729,1.8330182668420557e-05
79,0.329,0.1339,3.5049850940704346,1.8383780161116766e-05
80,0.333,0.1049,2.4265472888946533,1.8436703453622685e-05
81,0.338,0.1503,3.5528998374938965,1.848896929690804e-05
82,0.342,0.1198,2.2378814220428467,1.854059382531089e-05
83,0.346,0.1324,3.0389809608459473,1.8591592586436842e-05
84,0.35,0.1013,1.9237884283065796,1.864198056926768e-05
85,0.354,0.1185,1.7825160026550293,1.8691772230606698e-05
86,0.358,0.1192,2.637768268585205,1.874098151997739e-05
87,0.362,0.1442,2.9618122577667236,1.87896219030828e-05
88,0.367,0.1191,3.259103298187256,1.8837706383924267e-05
89,0.371,0.0999,2.902203321456909,1.888524752567045e-05
90,0.375,0.1139,2.4439337253570557,1.893225747036038e-05
91,0.379,0.1043,1.6198524236679077,1.8978747957517892e-05
92,0.383,0.1044,2.915818691253662,1.902473034174882e-05
93,0.388,0.0926,2.706653594970703,1.9070215609386917e-05
94,0.392,0.1144,2.529554605484009,1.91152143942496e-05
95,0.396,0.0919,2.757510185241699,1.915973699255997e-05
96,0.4,0.0876,1.5314103364944458,1.9203793377087547e-05
97,0.404,0.0735,1.512707233428955,1.92473932105563e-05
98,0.408,0.0811,1.1148180961608887,1.929054585836502e-05
99,0.412,0.0931,2.249154567718506,1.9333260400661963e-05
100,0.417,0.0905,1.4623295068740845,1.937554564381273e-05
101,0.421,0.1014,2.012310028076172,1.9417410131297515e-05
102,0.425,0.0918,1.592660903930664,1.945886215407156e-05
103,0.429,0.0878,3.831465244293213,1.94999097604202e-05
104,0.433,0.1415,3.285207986831665,1.9540560765337762e-05
105,0.438,0.1022,1.6638519763946533,1.9580822759457717e-05
106,0.442,0.0836,2.6843621730804443,1.9620703117559593e-05
107,0.446,0.0757,2.0595264434814453,1.9660209006676442e-05
108,0.45,0.0822,1.973012089729309,1.9699347393825246e-05
109,0.454,0.1017,1.6195088624954224,1.9738125053381038e-05
110,0.458,0.0743,1.593483805656433,1.9776548574114308e-05
111,0.463,0.0826,1.5257896184921265,1.9814624365909946e-05
112,0.467,0.0934,1.7537727355957031,1.9852358666184882e-05
113,0.471,0.0835,1.4733457565307617,1.9889757546020497e-05
114,0.475,0.0634,1.9371092319488525,1.992682691602483e-05
115,0.479,0.0599,1.2100740671157837,1.996357253193886e-05
116,0.483,0.1001,1.3976846933364868,2e-05
117,0.487,0.0841,2.4050133228302,2e-05
118,0.492,0.0609,1.0287103652954102,1.999276410998553e-05
119,0.496,0.1346,2.7417943477630615,1.998552821997106e-05
120,0.5,0.1,2.18562388420105,1.9978292329956585e-05
121,0.504,0.105,1.761020541191101,1.9971056439942115e-05
122,0.508,0.0789,3.1494953632354736,1.9963820549927642e-05
123,0.512,0.0951,1.4643148183822632,1.9956584659913172e-05
124,0.517,0.0759,1.0190297365188599,1.99493487698987e-05
125,0.521,0.073,1.562211513519287,1.994211287988423e-05
126,0.525,0.0765,1.211843490600586,1.9934876989869755e-05
127,0.529,0.0703,2.219677448272705,1.9927641099855285e-05
128,0.533,0.0729,1.3446406126022339,1.9920405209840812e-05
129,0.537,0.0779,1.4589159488677979,1.991316931982634e-05
130,0.542,0.1028,1.5872195959091187,1.990593342981187e-05
131,0.546,0.0629,1.0975321531295776,1.9898697539797395e-05
132,0.55,0.081,1.3061376810073853,1.9891461649782925e-05
133,0.554,0.0549,3.8015496730804443,1.9884225759768455e-05
134,0.558,0.1115,2.714344024658203,1.9876989869753982e-05
135,0.562,0.0807,1.1259582042694092,1.986975397973951e-05
136,0.567,0.0764,2.555004119873047,1.986251808972504e-05
137,0.571,0.0943,2.4863622188568115,1.9855282199710566e-05
138,0.575,0.0729,2.5834145545959473,1.9848046309696096e-05
139,0.579,0.1172,3.5362131595611572,1.9840810419681622e-05
140,0.583,0.0785,1.3544234037399292,1.983357452966715e-05
141,0.588,0.0893,1.596816062927246,1.982633863965268e-05
142,0.592,0.0961,2.1691417694091797,1.9819102749638206e-05
143,0.596,0.0834,1.1368193626403809,1.9811866859623736e-05
144,0.6,0.0695,1.2294747829437256,1.9804630969609266e-05
145,0.604,0.0759,1.336003303527832,1.9797395079594792e-05
146,0.608,0.0807,0.8733361959457397,1.979015918958032e-05
147,0.613,0.0773,1.397119402885437,1.978292329956585e-05
148,0.617,0.0774,1.8773505687713623,1.9775687409551376e-05
149,0.621,0.0848,1.0795018672943115,1.9768451519536903e-05
150,0.625,0.0865,3.1182422637939453,1.9761215629522433e-05
151,0.629,0.085,2.696789026260376,1.975397973950796e-05
152,0.633,0.0751,1.8704999685287476,1.974674384949349e-05
153,0.637,0.0581,1.3598942756652832,1.973950795947902e-05
154,0.642,0.0841,2.1356194019317627,1.9732272069464546e-05
155,0.646,0.0808,1.6595087051391602,1.9725036179450073e-05
156,0.65,0.0557,0.7665722370147705,1.9717800289435603e-05
157,0.654,0.0542,2.0332531929016113,1.971056439942113e-05
158,0.658,0.0606,1.2750104665756226,1.970332850940666e-05
159,0.662,0.0573,0.942439079284668,1.9696092619392186e-05
160,0.667,0.0518,0.7316572070121765,1.9688856729377713e-05
161,0.671,0.0678,1.0728331804275513,1.9681620839363243e-05
162,0.675,0.0762,1.01076078414917,1.967438494934877e-05
163,0.679,0.0661,1.0679365396499634,1.96671490593343e-05
164,0.683,0.0783,1.1465288400650024,1.965991316931983e-05
165,0.688,0.0652,1.287514567375183,1.9652677279305356e-05
166,0.692,0.0648,1.7163841724395752,1.9645441389290883e-05
167,0.696,0.0675,1.2350819110870361,1.9638205499276413e-05
168,0.7,0.0807,1.279062271118164,1.963096960926194e-05
169,0.704,0.0728,0.988946795463562,1.962373371924747e-05
170,0.708,0.0688,1.6533374786376953,1.9616497829232997e-05
171,0.713,0.0749,2.4448118209838867,1.9609261939218523e-05
172,0.717,0.0546,0.7564666271209717,1.9602026049204053e-05
173,0.721,0.083,1.403660535812378,1.9594790159189583e-05
174,0.725,0.0588,0.9522051811218262,1.958755426917511e-05
175,0.729,0.0595,1.6146422624588013,1.958031837916064e-05
176,0.733,0.0733,1.451570749282837,1.9573082489146167e-05
