acc,epoch,loss,step,test_acc,test_loss,val_acc,val_loss
0.550000011920929,0.004,0.6886457204818726,1,,,,
0.5,0.008,0.828953742980957,2,,,,
0.30000001192092896,0.012,0.8725689649581909,3,,,,
0.45000001788139343,0.016,0.6974942684173584,4,,,,
0.6000000238418579,0.02,0.6548342108726501,5,,,,
0.30000001192092896,0.024,1.0010297298431396,6,,,,
0.44999998807907104,0.028,0.7540323138237,7,,,,
0.8500000238418579,0.032,0.5776002407073975,8,,,,
0.6499999761581421,0.036,0.633790135383606,9,,,,
0.6000000238418579,0.04,0.6974300146102905,10,,,,
0.8500000238418579,0.044,0.5640466213226318,11,,,,
0.8999999761581421,0.048,0.5338894128799438,12,,,,
0.75,0.052,0.5679082274436951,13,,,,
0.8500000238418579,0.056,0.45944949984550476,14,,,,
0.949999988079071,0.06,0.4000878930091858,15,,,,
0.699999988079071,0.064,0.506022572517395,16,,,,
0.8500000238418579,0.068,0.46570420265197754,17,,,,
0.8500000238418579,0.072,0.3818033039569855,18,,,,
1.0,0.076,0.16253817081451416,19,,,,
0.7000000476837158,0.08,0.574908435344696,20,,,,
0.7999999523162842,0.084,0.4111059010028839,21,,,,
0.7999999523162842,0.088,0.35332077741622925,22,,,,
0.800000011920929,0.092,0.5828460454940796,23,,,,
0.6499999761581421,0.096,0.7779250144958496,24,,,,
0.550000011920929,0.1,0.6026319861412048,25,,,,
0.949999988079071,0.104,0.2959035634994507,26,,,,
0.8999999761581421,0.108,0.30507028102874756,27,,,,
0.8999999761581421,0.112,0.32329708337783813,28,,,,
0.8999999761581421,0.116,0.31703421473503113,29,,,,
0.8500000238418579,0.12,0.43812087178230286,30,,,,
0.949999988079071,0.124,0.125581294298172,31,,,,
0.75,0.128,0.50130295753479,32,,,,
0.7999999523162842,0.132,0.3612387776374817,33,,,,
1.0,0.136,0.14444099366664886,34,,,,
0.8999999761581421,0.14,0.26593852043151855,35,,,,
0.8999999761581421,0.144,0.3029327988624573,36,,,,
0.550000011920929,0.148,1.089005947113037,37,,,,
0.75,0.152,0.5958232879638672,38,,,,
0.6499999761581421,0.156,0.6639384031295776,39,,,,
0.75,0.16,0.5313740968704224,40,,,,
0.8500000238418579,0.164,0.37929075956344604,41,,,,
0.8500000238418579,0.168,0.4116175174713135,42,,,,
0.699999988079071,0.172,0.5507175922393799,43,,,,
0.75,0.176,0.5001122355461121,44,,,,
0.6000000238418579,0.18,0.7412183284759521,45,,,,
0.699999988079071,0.184,0.5544554591178894,46,,,,
0.7000000476837158,0.188,0.48065972328186035,47,,,,
0.800000011920929,0.192,0.4564895033836365,48,,,,
0.8500000238418579,0.196,0.36416417360305786,49,,,,
1.0,0.2,0.2518032491207123,50,,,,
,0.2,,50,,,0.8199999928474426,0.403219997882843
0.8500000238418579,0.204,0.43882298469543457,51,,,,
0.75,0.208,0.5498508214950562,52,,,,
0.75,0.212,0.45345714688301086,53,,,,
0.8999999761581421,0.216,0.31182044744491577,54,,,,
0.75,0.22,0.4626818299293518,55,,,,
0.949999988079071,0.224,0.28496217727661133,56,,,,
0.6499999761581421,0.228,0.8226617574691772,57,,,,
0.7000000476837158,0.232,0.4856955409049988,58,,,,
0.7000000476837158,0.236,0.36558592319488525,59,,,,
0.6499999761581421,0.24,0.5587707757949829,60,,,,
0.800000011920929,0.244,0.36286258697509766,61,,,,
0.8999999761581421,0.248,0.21727493405342102,62,,,,
0.6000000238418579,0.252,0.7626857757568359,63,,,,
0.7999999523162842,0.256,0.537222146987915,64,,,,
0.6000000238418579,0.26,0.7997660636901855,65,,,,
0.800000011920929,0.264,0.5241394639015198,66,,,,
0.6499999761581421,0.268,0.8049387335777283,67,,,,
0.6499999761581421,0.272,0.5931367874145508,68,,,,
0.8999999761581421,0.276,0.308313250541687,69,,,,
0.949999988079071,0.28,0.2819363474845886,70,,,,
0.6499999761581421,0.284,0.5185045003890991,71,,,,
0.6499999761581421,0.288,0.6568765640258789,72,,,,
0.6000000238418579,0.292,0.762029230594635,73,,,,
0.699999988079071,0.296,0.5304914712905884,74,,,,
0.75,0.3,0.3874388039112091,75,,,,
0.8999999761581421,0.304,0.438768595457077,76,,,,
0.8500000238418579,0.308,0.4605344533920288,77,,,,
