step,epoch,loss,grad_norm,learning_rate
2,0.004,5.4683,364.3182678222656,2.5071202454715028e-06
4,0.008,4.9456,533.9142456054688,5.0142404909430055e-06
6,0.011,2.315,248.9864044189453,6.480811819342654e-06
8,0.015,0.7092,36.30473327636719,7.521360736414507e-06
10,0.019,0.4758,42.90525817871094,8.328473180692686e-06
12,0.023,0.4284,34.599178314208984,8.987932064814156e-06
14,0.027,0.4731,8.453499794006348,9.545496606786193e-06
16,0.031,0.421,17.844497680664062,1.0028480981886011e-05
18,0.034,0.4115,18.615196228027344,1.0454503393213807e-05
20,0.038,0.5047,15.531030654907227,1.0835593426164186e-05
22,0.042,0.3083,17.001802444458008,1.1180331294381322e-05
24,0.046,0.2593,24.335464477539062,1.149505231028566e-05
26,0.05,0.3359,16.44553565979004,1.1784567579969897e-05
28,0.053,0.3206,21.361427307128906,1.2052616852257696e-05
30,0.057,0.4468,27.090229034423828,1.2302164754563836e-05
32,0.061,0.1968,17.30084991455078,1.2535601227357512e-05
34,0.065,0.2263,9.581088066101074,1.27548810873827e-05
36,0.069,0.2768,6.637190818786621,1.2961623638685308e-05
38,0.073,0.2097,13.246474266052246,1.3157185315721335e-05
40,0.076,0.2374,8.496557235717773,1.334271367163569e-05
42,0.08,0.1477,4.579217433929443,1.3519188180657345e-05
44,0.084,0.4582,23.53022575378418,1.3687451539852824e-05
46,0.088,0.4943,7.882487773895264,1.3848234007146712e-05
48,0.092,0.388,24.91352653503418,1.4002172555757163e-05
50,0.095,0.4604,18.828624725341797,1.4149826115913868e-05
52,0.099,0.1629,8.43684196472168,1.4291687825441398e-05
54,0.103,0.1632,14.113842010498047,1.4428194967084959e-05
56,0.107,0.1231,8.138445854187012,1.4559737097729201e-05
58,0.111,0.3437,13.700006484985352,1.4686662750471634e-05
60,0.115,0.2582,21.648101806640625,1.4809285000035338e-05
62,0.118,0.2894,31.768718719482422,1.492788611528266e-05
64,0.122,0.245,2.1049299240112305,1.5042721472829014e-05
66,0.126,0.1385,11.06966495513916,1.5154022868252472e-05
68,0.13,0.5653,19.36171531677246,1.52620013328542e-05
70,0.134,0.2522,9.931682586669922,1.5366849542007378e-05
72,0.137,0.0768,8.302260398864746,1.5468743884156813e-05
74,0.141,0.299,15.956761360168457,1.5567846246279504e-05
76,0.145,0.0837,5.583465576171875,1.5664305561192835e-05
78,0.149,0.1347,7.47571325302124,1.5758259153841047e-05
80,0.153,0.2475,6.221915245056152,1.5849833917107192e-05
82,0.156,0.2073,1.633434534072876,1.5939147342415935e-05
84,0.16,0.3266,32.73482131958008,1.6026308426128846e-05
86,0.164,0.483,17.023487091064453,1.611141846927359e-05
88,0.168,0.2171,9.451939582824707,1.6194571785324327e-05
90,0.172,0.324,13.918516159057617,1.627585632843499e-05
92,0.176,0.0608,1.5948889255523682,1.6355354252618215e-05
94,0.179,0.1929,5.360641956329346,1.6433142410782812e-05
96,0.183,0.1324,4.804685115814209,1.6509292801228664e-05
98,0.187,0.1999,25.274873733520508,1.6583872968100887e-05
100,0.191,0.0834,8.220980644226074,1.6656946361385373e-05
102,0.195,0.3995,2.978637933731079,1.672857266125385e-05
104,0.198,0.3365,4.996799468994141,1.67988080709129e-05
106,0.202,0.1687,9.215056419372559,1.686770558155723e-05
108,0.206,0.2526,12.896369934082031,1.693531521255646e-05
110,0.21,0.2025,15.23668384552002,1.7001684229602503e-05
112,0.214,0.2057,3.038147449493408,1.70668573432007e-05
114,0.218,0.1687,16.884553909301758,1.7130876889592487e-05
116,0.221,0.075,2.1869046688079834,1.7193782995943137e-05
118,0.225,0.2685,11.551459312438965,1.7255613731408793e-05
120,0.229,0.1929,35.28350067138672,1.731640524550684e-05
122,0.233,0.0352,8.045572280883789,1.737619189504917e-05
124,0.237,0.0397,3.097363233566284,1.743500636075416e-05
126,0.24,0.1372,7.5527496337890625,1.74928797545285e-05
128,0.244,0.1033,0.9181274175643921,1.754984171830052e-05
130,0.248,0.2866,18.369298934936523,1.7605920515191078e-05
132,0.252,0.0041,0.42227843403816223,1.7661143113723975e-05
134,0.256,0.0522,6.876120090484619,1.771553526570402e-05
136,0.26,0.082,16.163131713867188,1.7769121578325707e-05
138,0.263,0.8301,52.37054443359375,1.7821925581017864e-05
140,0.267,0.3447,16.498422622680664,1.7873969787478878e-05
142,0.271,0.3105,24.309219360351562,1.7925275753311748e-05
144,0.275,0.3737,32.760101318359375,1.7975864129628313e-05
146,0.279,0.281,15.185498237609863,1.8025754712956306e-05
148,0.282,0.1369,10.338433265686035,1.8074966491751004e-05
150,0.286,0.183,18.357194900512695,1.8123517689785018e-05
152,0.29,0.368,20.77433967590332,1.817142580666434e-05
154,0.294,0.2117,13.3781099319458,1.8218707655696012e-05
156,0.298,0.148,1.5903339385986328,1.826537939931255e-05
158,0.302,0.1623,10.455689430236816,1.831145658223981e-05
160,0.305,0.3301,9.916259765625,1.8356954162578696e-05
162,0.309,0.0626,20.592100143432617,1.840188654095611e-05
164,0.313,0.2904,16.69194221496582,1.8446267587887435e-05
166,0.317,0.1746,5.484824180603027,1.8490110669480515e-05
168,0.321,0.1744,72.04290771484375,1.853342867160035e-05
170,0.324,0.2435,8.2720365524292,1.8576234022603884e-05
172,0.328,0.1124,8.468708992004395,1.8618538714745092e-05
174,0.332,0.131,5.57439661026001,1.866035432434279e-05
176,0.336,0.1876,7.104462146759033,1.870169203079583e-05
178,0.34,0.2928,6.427130222320557,1.8742562634523994e-05
180,0.344,0.1654,7.465311527252197,1.878297657390649e-05
182,0.347,0.1696,9.44334888458252,1.8822943941284587e-05
184,0.351,0.1211,5.11966609954834,1.886247449808972e-05
186,0.355,0.084,9.24484920501709,1.890157768915381e-05
188,0.359,0.1164,9.197100639343262,1.8940262656254316e-05
190,0.363,0.3462,20.31399154663086,1.8978538250942518e-05
192,0.366,0.2484,7.991340160369873,1.9016413046700167e-05
194,0.37,0.176,11.458329200744629,1.9053895350466215e-05
196,0.374,0.2393,7.973647594451904,1.9090993213572386e-05
198,0.378,0.1495,8.682268142700195,1.9127714442123624e-05
200,0.382,0.1817,7.03066873550415,1.916406660685687e-05
202,0.385,0.094,7.417892932891846,1.920005705250936e-05
204,0.389,0.1598,2.1773650646209717,1.9235692906725352e-05
206,0.393,0.1724,12.35113525390625,1.9270981088528425e-05
208,0.397,0.2344,6.336818695068359,1.9305928316384405e-05
210,0.401,0.2152,4.633509159088135,1.934054111587853e-05
212,0.405,0.1758,16.953262329101562,1.9374825827028734e-05
214,0.408,0.3456,10.31264591217041,1.9408788611255577e-05
216,0.412,0.0846,4.324923515319824,1.9442435458027965e-05
218,0.416,0.0833,5.840363025665283,1.9475772191202608e-05
220,0.42,0.1705,4.1184163093566895,1.9508804475074007e-05
222,0.424,0.0352,1.488154649734497,1.9541537820150653e-05
224,0.427,0.1446,5.149036407470703,1.9573977588672204e-05
226,0.431,0.1099,6.855356693267822,1.9606128999881447e-05
228,0.435,0.3372,17.272464752197266,1.963799713506399e-05
230,0.439,0.0691,0.07794739305973053,1.9669586942367895e-05
232,0.443,0.124,0.660403847694397,1.970090324141464e-05
234,0.447,0.332,21.40895652770996,1.97319507277122e-05
236,0.45,0.0929,4.971486568450928,1.9762733976880296e-05
238,0.454,0.4435,4.567650318145752,1.9793257448697392e-05
240,0.458,0.1469,1.8205969333648682,1.9823525490978344e-05
242,0.462,0.4216,12.656652450561523,1.985354234329114e-05
244,0.466,0.1514,1.119794487953186,1.9883312140520675e-05
246,0.469,0.0612,1.9801530838012695,1.9912838916287083e-05
248,0.473,0.3195,16.112274169921875,1.9942126606225666e-05
250,0.477,0.0736,7.487410068511963,1.997117905113505e-05
252,0.481,0.1832,2.369642496109009,1.9999999999999998e-05
254,0.485,0.0828,3.2046327590942383,1.9996686547382373e-05
256,0.489,0.1776,2.72756028175354,1.999005964214712e-05
258,0.492,0.0951,2.984612226486206,1.9983432736911864e-05
260,0.496,0.5018,19.96967887878418,1.9976805831676608e-05
262,0.5,0.1287,17.566814422607422,1.997017892644135e-05
