step,epoch,loss,grad_norm,learning_rate,eval_crossner_literature,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
5,0.042,0.8167,12.238667488098145,7.927400573059717e-06,,,,,,,,,,,
10,0.084,0.2574,8.324935913085938,1.1341546166334124e-05,,,,,,,,,,,
15,0.126,0.0727,5.162657260894775,1.3338693310402031e-05,,,,,,,,,,,
20,0.168,0.0249,2.265071153640747,1.4755691759608524e-05,,,,,,,,,,,
25,0.21,0.0119,1.072247862815857,1.5854801146119433e-05,,,,,,,,,,,
30,0.252,0.0074,0.8240934610366821,1.6752838903676433e-05,,,,,,,,,,,
35,0.294,0.0049,3.0475852489471436,1.751211900895989e-05,,,,,,,,,,,
40,0.336,0.0032,0.6059583425521851,1.8169837352882926e-05,,,,,,,,,,,
45,0.378,0.004,1.2337406873703003,1.8749986047744344e-05,,,,,,,,,,,
50,0.42,0.0012,0.751092255115509,1.926894673939384e-05,,,,,,,,,,,
55,0.462,0.0018,0.36392733454704285,1.9738403789064383e-05,,,,,,,,,,,
60,0.504,0.0017,0.9752665758132935,1.9985401459854017e-05,,,,,,,,,,,
60,0.504,,,,0.7266591675538967,0.7266591675538967,79.9733,43.414,0.225,,,,,,
65,0.546,0.0025,1.0323154926300049,1.9912408759124088e-05,,,,,,,,,,,
70,0.588,0.0036,0.30937105417251587,1.9839416058394162e-05,,,,,,,,,,,
75,0.63,0.0016,0.33609530329704285,1.9766423357664237e-05,,,,,,,,,,,
80,0.672,0.0005,1.3188244104385376,1.969343065693431e-05,,,,,,,,,,,
85,0.714,0.0003,0.11605197191238403,1.962043795620438e-05,,,,,,,,,,,
90,0.756,0.0006,0.16848230361938477,1.9547445255474453e-05,,,,,,,,,,,
95,0.798,0.0036,0.4022493064403534,1.9474452554744527e-05,,,,,,,,,,,
100,0.84,0.0036,0.6244789361953735,1.9401459854014598e-05,,,,,,,,,,,
105,0.882,0.0025,0.35745829343795776,1.9328467153284672e-05,,,,,,,,,,,
110,0.924,0.0008,0.02018226869404316,1.9255474452554746e-05,,,,,,,,,,,
115,0.966,0.0008,0.28954219818115234,1.918248175182482e-05,,,,,,,,,,,
119,1.0,,,,0.6712018140088071,0.6712018140088071,86.0008,40.372,0.209,,,,,,
120,1.008,0.0001,0.036667123436927795,1.910948905109489e-05,,,,,,,,,,,
125,1.05,0.0001,0.009786807000637054,1.9036496350364966e-05,,,,,,,,,,,
130,1.092,0.0001,0.007073817774653435,1.8963503649635036e-05,,,,,,,,,,,
135,1.134,0.0,0.0017863594694063067,1.889051094890511e-05,,,,,,,,,,,
140,1.176,0.0,0.0010578376241028309,1.8817518248175185e-05,,,,,,,,,,,
145,1.218,0.0,0.001141414395533502,1.874452554744526e-05,,,,,,,,,,,
150,1.261,0.0001,0.31399261951446533,1.867153284671533e-05,,,,,,,,,,,
155,1.303,0.0,0.006307895295321941,1.85985401459854e-05,,,,,,,,,,,
160,1.345,0.0,0.005502338521182537,1.8525547445255475e-05,,,,,,,,,,,
165,1.387,0.0,0.0012100089807063341,1.845255474452555e-05,,,,,,,,,,,
170,1.429,0.0,0.0012123743072152138,1.8379562043795624e-05,,,,,,,,,,,
175,1.471,0.0,0.0007809957605786622,1.8306569343065695e-05,,,,,,,,,,,
178,1.496,,,,0.722159729983594,0.722159729983594,78.9182,43.995,0.228,,,,,,
180,1.513,0.0,0.0008017118088901043,1.823357664233577e-05,,,,,,,,,,,
185,1.555,0.0,0.000603830034378916,1.816058394160584e-05,,,,,,,,,,,
190,1.597,0.0,0.0007846852531656623,1.8087591240875914e-05,,,,,,,,,,,
195,1.639,0.0,0.0004952410236001015,1.801459854014599e-05,,,,,,,,,,,
200,1.681,0.0,0.0003627032565418631,1.794160583941606e-05,,,,,,,,,,,
205,1.723,0.0,0.00038774250424467027,1.7868613138686133e-05,,,,,,,,,,,
210,1.765,0.0,0.00033314822940155864,1.7795620437956204e-05,,,,,,,,,,,
215,1.807,0.0,0.0003728205047082156,1.772262773722628e-05,,,,,,,,,,,
220,1.849,0.0,0.00027789166779257357,1.764963503649635e-05,,,,,,,,,,,
225,1.891,0.0,0.00038023985689505935,1.7576642335766424e-05,,,,,,,,,,,
230,1.933,0.0,0.00031197708449326456,1.7503649635036498e-05,,,,,,,,,,,
235,1.975,0.0,0.0003029289946425706,1.7430656934306572e-05,,,,,,,,,,,
238,2.0,,,,0.7189249719543364,0.7189249719543364,79.4219,43.716,0.227,,,,,,
240,2.017,0.0,0.0003286014834884554,1.7357664233576643e-05,,,,,,,,,,,
245,2.059,0.0,0.0002744078228715807,1.7284671532846717e-05,,,,,,,,,,,
250,2.101,0.0,0.00032186071621254086,1.7211678832116788e-05,,,,,,,,,,,
255,2.143,0.0,0.00026257915305905044,1.7138686131386862e-05,,,,,,,,,,,
260,2.185,0.0,0.00029651023214682937,1.7065693430656937e-05,,,,,,,,,,,
265,2.227,0.0,0.0002467390731908381,1.699270072992701e-05,,,,,,,,,,,
270,2.269,0.0,0.00022063427604734898,1.6919708029197082e-05,,,,,,,,,,,
275,2.311,0.0,0.00022529375564772636,1.6846715328467153e-05,,,,,,,,,,,
280,2.353,0.0,0.00026006693951785564,1.6773722627737227e-05,,,,,,,,,,,
285,2.395,0.0,0.00022173502657096833,1.67007299270073e-05,,,,,,,,,,,
290,2.437,0.0,0.00022185522539075464,1.6627737226277376e-05,,,,,,,,,,,
295,2.479,0.0,0.00021521661255974323,1.6554744525547446e-05,,,,,,,,,,,
