step,epoch,loss,grad_norm,learning_rate,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_mit-movie,eval_mit-restaurant,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
5,0.035,1.6812,13.774481773376465,9.128039525166163e-06,,,,,,,,,,,,,,,,,
10,0.071,0.5116,2.983198881149292,1.3059272169822617e-05,,,,,,,,,,,,,,,,,
15,0.106,0.241,7.032691478729248,1.5358895848557497e-05,,,,,,,,,,,,,,,,,
20,0.142,0.1368,2.667097568511963,1.6990504814479066e-05,,,,,,,,,,,,,,,,,
25,0.177,0.0906,1.6743830442428589,1.8256079050332326e-05,,,,,,,,,,,,,,,,,
30,0.213,0.0729,0.8885505199432373,1.929012849321395e-05,,,,,,,,,,,,,,,,,
35,0.248,0.0567,0.811249315738678,2e-05,,,,,,,,,,,,,,,,,
40,0.284,0.0539,0.9054381847381592,1.9876847290640397e-05,,,,,,,,,,,,,,,,,
45,0.319,0.0489,0.800398588180542,1.975369458128079e-05,,,,,,,,,,,,,,,,,
47,0.333,,,,0.3733333332841719,0.33176470583232165,0.36992481198029104,0.38409475460310666,0.37966101689908116,0.8218527315411062,0.7064220182984271,0.48100762463407226,38.1965,18.326,0.157,,,,,,
50,0.355,0.0396,0.7117606401443481,1.9630541871921184e-05,,,,,,,,,,,,,,,,,
55,0.39,0.0365,0.7291481494903564,1.950738916256158e-05,,,,,,,,,,,,,,,,,
60,0.426,0.0374,0.5703216195106506,1.938423645320197e-05,,,,,,,,,,,,,,,,,
65,0.461,0.037,0.499881386756897,1.9261083743842367e-05,,,,,,,,,,,,,,,,,
70,0.496,0.0357,0.4144385755062103,1.913793103448276e-05,,,,,,,,,,,,,,,,,
75,0.532,0.0347,0.4018586277961731,1.9014778325123154e-05,,,,,,,,,,,,,,,,,
80,0.567,0.0323,0.33189088106155396,1.889162561576355e-05,,,,,,,,,,,,,,,,,
85,0.603,0.0323,0.3477822542190552,1.876847290640394e-05,,,,,,,,,,,,,,,,,
90,0.638,0.0314,0.2962908148765564,1.8645320197044337e-05,,,,,,,,,,,,,,,,,
94,0.667,,,,0.4933920704352527,0.5382882882381761,0.5319308789885027,0.5501242750120492,0.5242937852606303,0.8780487804373778,0.803782505859808,0.6171229406045425,37.4673,18.683,0.16,,,,,,
95,0.674,0.0324,0.2805628180503845,1.852216748768473e-05,,,,,,,,,,,,,,,,,
100,0.709,0.0324,0.34286364912986755,1.8399014778325124e-05,,,,,,,,,,,,,,,,,
105,0.745,0.032,0.5054227113723755,1.827586206896552e-05,,,,,,,,,,,,,,,,,
110,0.78,0.0314,0.35737335681915283,1.8152709359605914e-05,,,,,,,,,,,,,,,,,
115,0.816,0.0298,0.29118627309799194,1.8029556650246306e-05,,,,,,,,,,,,,,,,,
120,0.851,0.031,0.3366502821445465,1.7906403940886702e-05,,,,,,,,,,,,,,,,,
125,0.887,0.0338,0.2508164346218109,1.7783251231527094e-05,,,,,,,,,,,,,,,,,
130,0.922,0.0302,0.45453763008117676,1.766009852216749e-05,,,,,,,,,,,,,,,,,
135,0.957,0.029,0.38958215713500977,1.7536945812807884e-05,,,,,,,,,,,,,,,,,
140,0.993,0.0296,0.5883452892303467,1.7413793103448276e-05,,,,,,,,,,,,,,,,,
141,1.0,,,,0.536856745429916,0.604982206355627,0.6246376811093901,0.6521008402860486,0.6447219068738269,0.8585607939942467,0.823529411714313,0.6779127979661954,37.1498,18.843,0.162,,,,,,
145,1.028,0.0256,0.15251220762729645,1.7315270935960593e-05,,,,,,,,,,,,,,,,,
150,1.064,0.0227,0.23024319112300873,1.7192118226600985e-05,,,,,,,,,,,,,,,,,
155,1.099,0.0205,0.13426338136196136,1.706896551724138e-05,,,,,,,,,,,,,,,,,
160,1.135,0.0244,0.14742767810821533,1.6945812807881776e-05,,,,,,,,,,,,,,,,,
165,1.17,0.0208,0.1872679889202118,1.682266009852217e-05,,,,,,,,,,,,,,,,,
170,1.206,0.0248,0.1649845391511917,1.6699507389162563e-05,,,,,,,,,,,,,,,,,
175,1.241,0.0202,0.111843042075634,1.6576354679802958e-05,,,,,,,,,,,,,,,,,
180,1.277,0.0219,0.10097554326057434,1.645320197044335e-05,,,,,,,,,,,,,,,,,
185,1.312,0.0246,0.12573061883449554,1.6330049261083746e-05,,,,,,,,,,,,,,,,,
188,1.333,,,,0.5831062669799212,0.47981545554389704,0.6030150753268293,0.682392586302063,0.5069767441360369,0.8627450979887927,0.7867298577695504,0.6435401548638701,37.8331,18.502,0.159,,,,,,
190,1.348,0.0222,0.13188931345939636,1.6206896551724137e-05,,,,,,,,,,,,,,,,,
195,1.383,0.0206,0.09096688777208328,1.6083743842364533e-05,,,,,,,,,,,,,,,,,
200,1.418,0.022,0.19992266595363617,1.5960591133004928e-05,,,,,,,,,,,,,,,,,
205,1.454,0.02,0.11947668343782425,1.583743842364532e-05,,,,,,,,,,,,,,,,,
210,1.489,0.0211,0.2548856735229492,1.5714285714285715e-05,,,,,,,,,,,,,,,,,
215,1.525,0.0242,0.12963098287582397,1.5591133004926107e-05,,,,,,,,,,,,,,,,,
220,1.56,0.0199,0.6193393468856812,1.5467980295566506e-05,,,,,,,,,,,,,,,,,
225,1.596,0.0213,0.1175253614783287,1.5344827586206898e-05,,,,,,,,,,,,,,,,,
230,1.631,0.0202,0.12775039672851562,1.5221674876847292e-05,,,,,,,,,,,,,,,,,
235,1.667,0.0213,0.08395922929048538,1.5098522167487685e-05,,,,,,,,,,,,,,,,,
235,1.667,,,,0.5487977368667658,0.5788235293616752,0.6597014924874306,0.6723259761808377,0.6409090908589711,0.8620689654668179,0.7794117646555112,0.6774340794111442,37.1345,18.85,0.162,,,,,,
240,1.702,0.0214,0.21538594365119934,1.4975369458128079e-05,,,,,,,,,,,,,,,,,
245,1.738,0.021,0.11484299600124359,1.4852216748768472e-05,,,,,,,,,,,,,,,,,
250,1.773,0.0218,0.05816833674907684,1.472906403940887e-05,,,,,,,,,,,,,,,,,
255,1.809,0.0187,0.07465913891792297,1.4605911330049263e-05,,,,,,,,,,,,,,,,,
260,1.844,0.0221,0.08568713068962097,1.4482758620689657e-05,,,,,,,,,,,,,,,,,
265,1.879,0.022,0.13047173619270325,1.435960591133005e-05,,,,,,,,,,,,,,,,,
270,1.915,0.0207,0.10613253712654114,1.4236453201970444e-05,,,,,,,,,,,,,,,,,
275,1.95,0.0212,0.15825805068016052,1.411330049261084e-05,,,,,,,,,,,,,,,,,
280,1.986,0.0235,0.12511500716209412,1.3990147783251233e-05,,,,,,,,,,,,,,,,,
282,2.0,,,,0.4716981131595526,0.5767326732175381,0.6471030849765156,0.7065868262972652,0.6534422403233691,0.8571428570924361,0.7865707433549012,0.6713252197745111,37.8227,18.507,0.159,,,,,,
285,2.021,0.0194,0.16951026022434235,1.3866995073891626e-05,,,,,,,,,,,,,,,,,
290,2.057,0.0189,0.12637335062026978,1.374384236453202e-05,,,,,,,,,,,,,,,,,
295,2.092,0.0187,0.28733131289482117,1.3620689655172414e-05,,,,,,,,,,,,,,,,,
300,2.128,0.0178,0.14313505589962006,1.3497536945812807e-05,,,,,,,,,,,,,,,,,
305,2.163,0.0211,0.1821720451116562,1.3374384236453204e-05,,,,,,,,,,,,,,,,,
310,2.199,0.0189,0.1623518019914627,1.3251231527093598e-05,,,,,,,,,,,,,,,,,
315,2.234,0.019,0.18476764857769012,1.3128078817733992e-05,,,,,,,,,,,,,,,,,
320,2.27,0.0194,0.16167311370372772,1.3004926108374385e-05,,,,,,,,,,,,,,,,,
325,2.305,0.0191,0.1684596836566925,1.2881773399014779e-05,,,,,,,,,,,,,,,,,
329,2.333,,,,0.526772793004014,0.6102502979237301,0.6875912408259016,0.7061812023207964,0.6795895096420116,0.8850855745216947,0.8028846153342305,0.6997650333674826,37.8287,18.504,0.159,,,,,,
330,2.34,0.0179,0.13507536053657532,1.2758620689655174e-05,,,,,,,,,,,,,,,,,
335,2.376,0.0179,0.12075192481279373,1.2635467980295568e-05,,,,,,,,,,,,,,,,,
340,2.411,0.0178,0.3519533574581146,1.2512315270935961e-05,,,,,,,,,,,,,,,,,
345,2.447,0.0175,0.16146069765090942,1.2389162561576355e-05,,,,,,,,,,,,,,,,,
350,2.482,0.0185,0.1931363046169281,1.2266009852216749e-05,,,,,,,,,,,,,,,,,
355,2.518,0.0183,0.17618399858474731,1.2142857142857142e-05,,,,,,,,,,,,,,,,,
360,2.553,0.0189,0.17864666879177094,1.201970443349754e-05,,,,,,,,,,,,,,,,,
365,2.589,0.0207,0.15238146483898163,1.1896551724137933e-05,,,,,,,,,,,,,,,,,
370,2.624,0.0164,0.14425143599510193,1.1773399014778327e-05,,,,,,,,,,,,,,,,,
375,2.66,0.0209,0.21361523866653442,1.165024630541872e-05,,,,,,,,,,,,,,,,,
376,2.667,,,,0.5405405404904081,0.5818181817680508,0.6643109540135146,0.6765432098264318,0.6740576496172564,0.8872549019103494,0.8056872037411054,0.6900303773381594,37.9378,18.451,0.158,,,,,,
380,2.695,0.0156,0.1426553726196289,1.1527093596059114e-05,,,,,,,,,,,,,,,,,
385,2.73,0.0181,0.12924543023109436,1.1403940886699509e-05,,,,,,,,,,,,,,,,,
390,2.766,0.0219,0.18097124993801117,1.1280788177339903e-05,,,,,,,,,,,,,,,,,
395,2.801,0.0205,0.2077188342809677,1.1157635467980296e-05,,,,,,,,,,,,,,,,,
400,2.837,0.021,0.19607290625572205,1.103448275862069e-05,,,,,,,,,,,,,,,,,
405,2.872,0.0194,0.2105625867843628,1.0911330049261084e-05,,,,,,,,,,,,,,,,,
410,2.908,0.024,0.23219671845436096,1.0788177339901477e-05,,,,,,,,,,,,,,,,,
415,2.943,0.0192,0.20871034264564514,1.0665024630541874e-05,,,,,,,,,,,,,,,,,
420,2.979,0.0173,0.2813224494457245,1.0541871921182268e-05,,,,,,,,,,,,,,,,,
423,3.0,,,,0.6115007012123982,0.6589057042572004,0.7005076141631593,0.6807432431931647,0.687285223317588,0.8997555011720544,0.7999999999496572,0.7198139981807461,38.0736,18.385,0.158,,,,,,
425,3.014,0.0181,0.18476134538650513,1.0418719211822661e-05,,,,,,,,,,,,,,,,,
430,3.05,0.0126,0.18602463603019714,1.0295566502463055e-05,,,,,,,,,,,,,,,,,
435,3.085,0.0151,0.20593328773975372,1.0172413793103449e-05,,,,,,,,,,,,,,,,,
440,3.121,0.0145,0.17225611209869385,1.0049261083743844e-05,,,,,,,,,,,,,,,,,
445,3.156,0.0132,0.14788983762264252,9.926108374384236e-06,,,,,,,,,,,,,,,,,
450,3.191,0.0154,0.16902095079421997,9.802955665024631e-06,,,,,,,,,,,,,,,,,
455,3.227,0.0134,0.34597674012184143,9.679802955665025e-06,,,,,,,,,,,,,,,,,
460,3.262,0.0157,0.298162579536438,9.55665024630542e-06,,,,,,,,,,,,,,,,,
465,3.298,0.0151,0.16275610029697418,9.433497536945814e-06,,,,,,,,,,,,,,,,,
470,3.333,0.0129,0.2573033571243286,9.310344827586207e-06,,,,,,,,,,,,,,,,,
470,3.333,,,,0.6036161334688405,0.6014319808568804,0.6284875183053849,0.695798319277638,0.65753424652523,0.9002433089519977,0.7828162290665786,0.6957039623503644,37.0118,18.913,0.162,,,,,,
475,3.369,0.0145,0.15665529668331146,9.187192118226603e-06,,,,,,,,,,,,,,,,,
480,3.404,0.0131,0.16982388496398926,9.064039408866996e-06,,,,,,,,,,,,,,,,,
485,3.44,0.0134,0.24890944361686707,8.94088669950739e-06,,,,,,,,,,,,,,,,,
490,3.475,0.0145,0.22896257042884827,8.817733990147784e-06,,,,,,,,,,,,,,,,,
495,3.511,0.014,0.28081464767456055,8.694581280788177e-06,,,,,,,,,,,,,,,,,
500,3.546,0.0149,0.2648569941520691,8.571428571428571e-06,,,,,,,,,,,,,,,,,
505,3.582,0.0157,0.20848068594932556,8.448275862068966e-06,,,,,,,,,,,,,,,,,
510,3.617,0.0134,0.2014547735452652,8.32512315270936e-06,,,,,,,,,,,,,,,,,
515,3.652,0.0139,0.24440817534923553,8.201970443349755e-06,,,,,,,,,,,,,,,,,
517,3.667,,,,0.6234413964586625,0.6507936507435055,0.687142857092779,0.7162489894406019,0.7014925372633652,0.9051094890006571,0.7830188678741868,0.7238925411248226,37.396,18.719,0.16,,,,,,
520,3.688,0.0125,0.24742311239242554,8.078817733990149e-06,,,,,,,,,,,,,,,,,
525,3.723,0.013,0.17505082488059998,7.955665024630542e-06,,,,,,,,,,,,,,,,,
530,3.759,0.0137,0.5214770436286926,7.832512315270938e-06,,,,,,,,,,,,,,,,,
535,3.794,0.0141,0.24860595166683197,7.709359605911331e-06,,,,,,,,,,,,,,,,,
540,3.83,0.0133,0.18300624191761017,7.586206896551724e-06,,,,,,,,,,,,,,,,,
545,3.865,0.0153,0.17003470659255981,7.4630541871921195e-06,,,,,,,,,,,,,,,,,
550,3.901,0.0139,0.22651422023773193,7.339901477832513e-06,,,,,,,,,,,,,,,,,
555,3.936,0.0141,0.43938738107681274,7.216748768472907e-06,,,,,,,,,,,,,,,,,
560,3.972,0.0139,0.40644994378089905,7.093596059113301e-06,,,,,,,,,,,,,,,,,
564,4.0,,,,0.6291834002176087,0.6383467278488217,0.7036496349864833,0.708688245265105,0.6800445930379203,0.8872549019103494,0.8066825775152546,0.7219785829687918,37.0122,18.913,0.162,,,,,,
565,4.007,0.0166,0.1474691778421402,6.970443349753695e-06,,,,,,,,,,,,,,,,,
570,4.043,0.0114,0.17258113622665405,6.84729064039409e-06,,,,,,,,,,,,,,,,,
575,4.078,0.0075,0.15449851751327515,6.724137931034484e-06,,,,,,,,,,,,,,,,,
580,4.113,0.0095,0.26210471987724304,6.600985221674877e-06,,,,,,,,,,,,,,,,,
585,4.149,0.0082,0.29813042283058167,6.477832512315272e-06,,,,,,,,,,,,,,,,,
590,4.184,0.0093,0.37788528203964233,6.3546798029556655e-06,,,,,,,,,,,,,,,,,
595,4.22,0.0091,0.3215070962905884,6.231527093596059e-06,,,,,,,,,,,,,,,,,
600,4.255,0.0087,0.17083768546581268,6.108374384236454e-06,,,,,,,,,,,,,,,,,
605,4.291,0.0075,0.3379064202308655,5.985221674876848e-06,,,,,,,,,,,,,,,,,
610,4.326,0.0085,0.23266436159610748,5.862068965517242e-06,,,,,,,,,,,,,,,,,
611,4.333,,,,0.6317280452759857,0.64608076004494,0.6760355029086379,0.6942291127837565,0.7057471263866789,0.8992628992124577,0.7933491685957177,0.7209189450297393,35.9942,19.448,0.167,,,,,,
615,4.362,0.0088,0.2842113971710205,5.738916256157636e-06,,,,,,,,,,,,,,,,,
620,4.397,0.0118,0.2054540365934372,5.61576354679803e-06,,,,,,,,,,,,,,,,,
625,4.433,0.0086,0.30198538303375244,5.492610837438424e-06,,,,,,,,,,,,,,,,,
630,4.468,0.0081,0.19073531031608582,5.369458128078819e-06,,,,,,,,,,,,,,,,,
635,4.504,0.0089,0.18555857241153717,5.246305418719212e-06,,,,,,,,,,,,,,,,,
640,4.539,0.0088,0.19919420778751373,5.123152709359607e-06,,,,,,,,,,,,,,,,,
645,4.574,0.0093,0.18562926352024078,5e-06,,,,,,,,,,,,,,,,,
650,4.61,0.0091,0.24713680148124695,4.876847290640395e-06,,,,,,,,,,,,,,,,,
655,4.645,0.0075,0.2652409076690674,4.7536945812807885e-06,,,,,,,,,,,,,,,,,
658,4.667,,,,0.605978260819495,0.6605714285212777,0.690252707531176,0.6505421183819281,0.7109111360578343,0.8943488942984552,0.7913669064244433,0.7148530645763727,37.8192,18.509,0.159,,,,,,
660,4.681,0.0082,0.2406863272190094,4.630541871921182e-06,,,,,,,,,,,,,,,,,
665,4.716,0.0067,0.2649986445903778,4.507389162561577e-06,,,,,,,,,,,,,,,,,
670,4.752,0.0066,0.3683554530143738,4.384236453201971e-06,,,,,,,,,,,,,,,,,
675,4.787,0.0082,0.3298061192035675,4.261083743842365e-06,,,,,,,,,,,,,,,,,
680,4.823,0.0081,0.2333846539258957,4.137931034482759e-06,,,,,,,,,,,,,,,,,
685,4.858,0.0103,0.23802882432937622,4.014778325123153e-06,,,,,,,,,,,,,,,,,
690,4.894,0.0084,0.34840449690818787,3.891625615763547e-06,,,,,,,,,,,,,,,,,
695,4.929,0.0083,0.2749285399913788,3.768472906403941e-06,,,,,,,,,,,,,,,,,
700,4.965,0.0063,0.13456404209136963,3.6453201970443354e-06,,,,,,,,,,,,,,,,,
705,5.0,0.0096,0.24592415988445282,3.5221674876847294e-06,,,,,,,,,,,,,,,,,
705,5.0,,,,0.6544980442783822,0.6458797326893071,0.6917613635862754,0.7025264873174526,0.6985854188834929,0.8932038834447168,0.829383886205549,0.730834116629311,37.1393,18.848,0.162,,,,,,
710,5.035,0.0063,0.23633353412151337,3.423645320197045e-06,,,,,,,,,,,,,,,,,
715,5.071,0.0035,0.05658888816833496,3.3004926108374387e-06,,,,,,,,,,,,,,,,,
720,5.106,0.0037,0.06181484833359718,3.1773399014778327e-06,,,,,,,,,,,,,,,,,
725,5.142,0.0033,0.07491865754127502,3.054187192118227e-06,,,,,,,,,,,,,,,,,
730,5.177,0.0036,0.03256649523973465,2.931034482758621e-06,,,,,,,,,,,,,,,,,
735,5.213,0.003,0.059863146394491196,2.807881773399015e-06,,,,,,,,,,,,,,,,,
740,5.248,0.0033,0.06340693682432175,2.6847290640394093e-06,,,,,,,,,,,,,,,,,
745,5.284,0.0026,0.029070282354950905,2.5615763546798034e-06,,,,,,,,,,,,,,,,,
750,5.319,0.0034,0.07570172846317291,2.4384236453201974e-06,,,,,,,,,,,,,,,,,
752,5.333,,,,0.653279785759771,0.6337543053459527,0.7027417026916473,0.7135761588902814,0.7122060469823184,0.8926829267788341,0.7943262410843989,0.7289381667904575,37.0192,18.909,0.162,,,,,,
755,5.355,0.0022,0.0748530700802803,2.315270935960591e-06,,,,,,,,,,,,,,,,,
760,5.39,0.003,0.08123379200696945,2.1921182266009855e-06,,,,,,,,,,,,,,,,,
765,5.426,0.0029,0.06228885427117348,2.0689655172413796e-06,,,,,,,,,,,,,,,,,
770,5.461,0.0023,0.10115454345941544,1.9458128078817736e-06,,,,,,,,,,,,,,,,,
775,5.496,0.0032,0.1818004995584488,1.8226600985221677e-06,,,,,,,,,,,,,,,,,
780,5.532,0.0031,0.037399254739284515,1.6995073891625615e-06,,,,,,,,,,,,,,,,,
785,5.567,0.0035,0.05700989067554474,1.5763546798029558e-06,,,,,,,,,,,,,,,,,
790,5.603,0.0034,0.049521274864673615,1.4532019704433498e-06,,,,,,,,,,,,,,,,,
795,5.638,0.0018,0.04966241121292114,1.330049261083744e-06,,,,,,,,,,,,,,,,,
799,5.667,,,,0.6525759576777114,0.6370875994947931,0.692913385776697,0.7146401984610496,0.7022222221720662,0.8850855745216947,0.7858823528908402,0.7243438987135502,37.0544,18.891,0.162,,,,,,
800,5.674,0.0025,0.012230852618813515,1.2068965517241381e-06,,,,,,,,,,,,,,,,,
805,5.709,0.0027,0.06163850426673889,1.0837438423645322e-06,,,,,,,,,,,,,,,,,
810,5.745,0.003,0.05744129791855812,9.605911330049262e-07,,,,,,,,,,,,,,,,,
815,5.78,0.0023,0.056784722954034805,8.374384236453203e-07,,,,,,,,,,,,,,,,,
820,5.816,0.0019,0.03902873396873474,7.142857142857143e-07,,,,,,,,,,,,,,,,,
825,5.851,0.0027,0.05269019678235054,5.911330049261084e-07,,,,,,,,,,,,,,,,,
830,5.887,0.0033,0.11560892313718796,4.6798029556650246e-07,,,,,,,,,,,,,,,,,
835,5.922,0.0023,0.09901955723762512,3.4482758620689656e-07,,,,,,,,,,,,,,,,,
840,5.957,0.0028,0.10709314048290253,2.2167487684729066e-07,,,,,,,,,,,,,,,,,
845,5.993,0.0032,0.09551037847995758,9.852216748768474e-08,,,,,,,,,,,,,,,,,
846,6.0,,,,0.6480743691397549,0.6295454544953125,0.6934097420702707,0.7182866556335721,0.7095343680207963,0.897058823478972,0.7971698112704065,0.7275827463012979,37.007,18.915,0.162,,,,,,
846,6.0,,,,,,,,,,,,,,,1460.1469,74.52,0.579,2.6922414876341043e+17,269.2241487634104,0.03195764374507516
