acc,epoch,loss,step,test_F1c,test_F1e,test_acc,test_loss,val_F1c,val_F1e,val_acc,val_loss
0.07042253762483597,0.0024,3.1416351795196533,1,,,,,,,,
0.03017241321504116,0.0048,3.089031457901001,2,,,,,,,,
0.0638977661728859,0.0071,3.0962677001953125,3,,,,,,,,
0.055793993175029755,0.0095,3.098762273788452,4,,,,,,,,
0.0517241396009922,0.0119,3.112593412399292,5,,,,,,,,
0.02364864945411682,0.0143,1.424546480178833,6,,,,,,,,
0.0,0.0167,0.6004399657249451,7,,,,,,,,
0.0,0.019,0.4274471402168274,8,,,,,,,,
0.0,0.0214,0.48040908575057983,9,,,,,,,,
0.0,0.0238,0.6210227608680725,10,,,,,,,,
0.0,0.0262,0.45087650418281555,11,,,,,,,,
0.0,0.0286,0.5271862745285034,12,,,,,,,,
0.0,0.031,0.4573855996131897,13,,,,,,,,
0.0,0.0333,0.40013182163238525,14,,,,,,,,
0.0,0.0357,0.44184955954551697,15,,,,,,,,
0.0,0.0381,0.392821729183197,16,,,,,,,,
0.0,0.0405,0.3790058493614197,17,,,,,,,,
0.0,0.0429,0.3890548348426819,18,,,,,,,,
0.0,0.0452,0.2803288996219635,19,,,,,,,,
0.0,0.0476,0.3946619927883148,20,,,,,,,,
0.0,0.05,0.3812502324581146,21,,,,,,,,
0.0,0.0524,0.3535797894001007,22,,,,,,,,
0.0,0.0548,0.3364996314048767,23,,,,,,,,
0.0,0.0571,0.2746805250644684,24,,,,,,,,
0.0,0.0595,0.29018884897232056,25,,,,,,,,
0.0,0.0619,0.3093043863773346,26,,,,,,,,
0.0,0.0643,0.2707909047603607,27,,,,,,,,
0.0,0.0667,0.24461384117603302,28,,,,,,,,
0.04147465527057648,0.069,0.21105799078941345,29,,,,,,,,
0.05140186846256256,0.0714,0.21374186873435974,30,,,,,,,,
0.033018868416547775,0.0738,0.23047244548797607,31,,,,,,,,
0.05238095298409462,0.0762,0.20911113917827606,32,,,,,,,,
0.08016877621412277,0.0786,0.22439807653427124,33,,,,,,,,
0.14912280440330505,0.081,0.20400720834732056,34,,,,,,,,
0.20987653732299805,0.0833,0.1919432133436203,35,,,,,,,,
0.22689075767993927,0.0857,0.19993701577186584,36,,,,,,,,
0.38693466782569885,0.0881,0.15124613046646118,37,,,,,,,,
0.32270917296409607,0.0905,0.19922378659248352,38,,,,,,,,
0.315315306186676,0.0929,0.17771679162979126,39,,,,,,,,
0.4027777910232544,0.0952,0.1538276970386505,40,,,,,,,,
0.5443037748336792,0.0976,0.14458276331424713,41,,,,,,,,
0.39007091522216797,0.1,0.19523417949676514,42,,,,,,,,
,0.1,,42,,,,,50.14298724030424,32.71351633895123,0.6088297367095947,0.17710037529468536
0.54935622215271,0.1024,0.15551909804344177,43,,,,,,,,
0.5714285969734192,0.1048,0.13037915527820587,44,,,,,,,,
0.5945945978164673,0.1071,0.173597052693367,45,,,,,,,,
0.6724891066551208,0.1095,0.11420797556638718,46,,,,,,,,
0.5635738968849182,0.1119,0.16642311215400696,47,,,,,,,,
0.6174496412277222,0.1143,0.1776740849018097,48,,,,,,,,
0.6622222065925598,0.1167,0.11621803045272827,49,,,,,,,,
0.6655405163764954,0.119,0.13407932221889496,50,,,,,,,,
0.7443946003913879,0.1214,0.08999207615852356,51,,,,,,,,
0.6782007217407227,0.1238,0.1407829225063324,52,,,,,,,,
0.7519999742507935,0.1262,0.10107998549938202,53,,,,,,,,
0.8254545331001282,0.1286,0.10337525606155396,54,,,,,,,,
0.7400000095367432,0.131,0.10784747451543808,55,,,,,,,,
0.7305699586868286,0.1333,0.07569493353366852,56,,,,,,,,
0.7377049326896667,0.1357,0.10073273628950119,57,,,,,,,,
0.7593985199928284,0.1381,0.08262160420417786,58,,,,,,,,
0.7035714387893677,0.1405,0.12819676101207733,59,,,,,,,,
0.70243901014328,0.1429,0.08852049708366394,60,,,,,,,,
0.7877907156944275,0.1452,0.10536663979291916,61,,,,,,,,
0.8014981150627136,0.1476,0.08865295350551605,62,,,,,,,,
0.78125,0.15,0.08086084574460983,63,,,,,,,,
0.8454106450080872,0.1524,0.0675552636384964,64,,,,,,,,
0.7649402618408203,0.1548,0.09507031738758087,65,,,,,,,,
0.7354497313499451,0.1571,0.07384893298149109,66,,,,,,,,
0.6970803141593933,0.1595,0.09992504119873047,67,,,,,,,,
0.7894737124443054,0.1619,0.06580517441034317,68,,,,,,,,
0.7565543055534363,0.1643,0.09217525273561478,69,,,,,,,,
0.8066037893295288,0.1667,0.056284379214048386,70,,,,,,,,
0.8178694248199463,0.169,0.08452918380498886,71,,,,,,,,
0.8765432238578796,0.1714,0.06143613159656525,72,,,,,,,,
0.8913043737411499,0.1738,0.07613390684127808,73,,,,,,,,
0.8771186470985413,0.1762,0.05861302837729454,74,,,,,,,,
0.9436619877815247,0.1786,0.03660304471850395,75,,,,,,,,
0.9250936508178711,0.181,0.05114613473415375,76,,,,,,,,
0.8760330677032471,0.1833,0.04610856994986534,77,,,,,,,,
0.8256880640983582,0.1857,0.059422630816698074,78,,,,,,,,
0.8163265585899353,0.1881,0.058478668332099915,79,,,,,,,,
0.786821722984314,0.1905,0.08361580967903137,80,,,,,,,,
0.8054298758506775,0.1929,0.051966484636068344,81,,,,,,,,
0.8325123190879822,0.1952,0.05243322253227234,82,,,,,,,,
0.9201680421829224,0.1976,0.0490209199488163,83,,,,,,,,
0.8733624219894409,0.2,0.04937668889760971,84,,,,,,,,
,0.2,,84,,,,,86.195619645775,74.94468415006449,0.908917248249054,0.06349930912256241
0.945652186870575,0.2024,0.051599547266960144,85,,,,,,,,
0.9278350472450256,0.2048,0.04439618065953255,86,,,,,,,,
0.8597285151481628,0.2071,0.05242862179875374,87,,,,,,,,
0.8544601202011108,0.2095,0.04372790455818176,88,,,,,,,,
0.8811880946159363,0.2119,0.03631080687046051,89,,,,,,,,
0.8532818555831909,0.2143,0.046300940215587616,90,,,,,,,,
0.8427947759628296,0.2167,0.059577737003564835,91,,,,,,,,
0.8642857074737549,0.219,0.05645252391695976,92,,,,,,,,
0.886227548122406,0.2214,0.06911830604076385,93,,,,,,,,
0.890070915222168,0.2238,0.05795644223690033,94,,,,,,,,
0.8857142925262451,0.2262,0.04252956435084343,95,,,,,,,,
0.931174099445343,0.2286,0.05379556119441986,96,,,,,,,,
0.90625,0.231,0.04873400181531906,97,,,,,,,,
0.8607142567634583,0.2333,0.06309431791305542,98,,,,,,,,
0.8857142925262451,0.2357,0.054365262389183044,99,,,,,,,,
0.8921933174133301,0.2381,0.04306849464774132,100,,,,,,,,
0.8725868463516235,0.2405,0.05382508412003517,101,,,,,,,,
0.8956229090690613,0.2429,0.041403163224458694,102,,,,,,,,
0.9324894547462463,0.2452,0.029873862862586975,103,,,,,,,,
0.9080459475517273,0.2476,0.04512754827737808,104,,,,,,,,
0.8643410801887512,0.25,0.04377041384577751,105,,,,,,,,
0.8669354915618896,0.2524,0.047148119658231735,106,,,,,,,,
0.9011857509613037,0.2548,0.042516812682151794,107,,,,,,,,
0.814393937587738,0.2571,0.06599876284599304,108,,,,,,,,
0.938697338104248,0.2595,0.03532757610082626,109,,,,,,,,
0.8995633125305176,0.2619,0.03936637565493584,110,,,,,,,,
0.9411764740943909,0.2643,0.04326343163847923,111,,,,,,,,
0.9262672662734985,0.2667,0.046619538217782974,112,,,,,,,,
0.9572649598121643,0.269,0.030328309163451195,113,,,,,,,,
0.9067796468734741,0.2714,0.04742196574807167,114,,,,,,,,
0.8610038757324219,0.2738,0.05975440889596939,115,,,,,,,,
0.8771186470985413,0.2762,0.051928211003541946,116,,,,,,,,
0.917475700378418,0.2786,0.028846263885498047,117,,,,,,,,
0.8406374454498291,0.281,0.04792316257953644,118,,,,,,,,
0.8565400838851929,0.2833,0.05994576960802078,119,,,,,,,,
0.9098360538482666,0.2857,0.04383622109889984,120,,,,,,,,
0.8675957918167114,0.2881,0.05561554804444313,121,,,,,,,,
0.9076305031776428,0.2905,0.04523502662777901,122,,,,,,,,
0.9058296084403992,0.2929,0.037099823355674744,123,,,,,,,,
0.8951612710952759,0.2952,0.04649287834763527,124,,,,,,,,
0.8873239159584045,0.2976,0.047447871416807175,125,,,,,,,,
0.8805309534072876,0.3,0.04543442279100418,126,,,,,,,,
,0.3,,126,,,,,91.41158479070121,82.43653977217184,0.9209144115447998,0.04796815663576126
0.9203979969024658,0.3024,0.031374555081129074,127,,,,,,,,
0.9241706132888794,0.3048,0.028220195323228836,128,,,,,,,,
0.9156626462936401,0.3071,0.035243887454271317,129,,,,,,,,
0.8360655903816223,0.3095,0.051560621708631516,130,,,,,,,,
0.8134328126907349,0.3119,0.0682862251996994,131,,,,,,,,
0.8942307829856873,0.3143,0.04595322534441948,132,,,,,,,,
0.9236640930175781,0.3167,0.0347127839922905,133,,,,,,,,
0.9125000238418579,0.319,0.040152836591005325,134,,,,,,,,
0.8812785148620605,0.3214,0.03301180899143219,135,,,,,,,,
0.9156118035316467,0.3238,0.03328781947493553,136,,,,,,,,
0.9276315569877625,0.3262,0.047605276107788086,137,,,,,,,,
0.8346773982048035,0.3286,0.05375170335173607,138,,,,,,,,
0.8629441857337952,0.331,0.03428395465016365,139,,,,,,,,
0.8996415734291077,0.3333,0.04925517737865448,140,,,,,,,,
0.8773946166038513,0.3357,0.04694320634007454,141,,,,,,,,
0.8223140239715576,0.3381,0.06283210963010788,142,,,,,,,,
0.8880000114440918,0.3405,0.04618777707219124,143,,,,,,,,
0.9103139042854309,0.3429,0.04502569139003754,144,,,,,,,,
0.9243028163909912,0.3452,0.037455037236213684,145,,,,,,,,
0.9276595711708069,0.3476,0.034655552357435226,146,,,,,,,,
0.8823529481887817,0.35,0.056848086416721344,147,,,,,,,,
0.8636363744735718,0.3524,0.044215116649866104,148,,,,,,,,
0.8418972492218018,0.3548,0.05105478689074516,149,,,,,,,,
0.8779069781303406,0.3571,0.029118595644831657,150,,,,,,,,
0.8928571343421936,0.3595,0.025567013770341873,151,,,,,,,,
0.8974359035491943,0.3619,0.03399123623967171,152,,,,,,,,
