epoch,eval_average,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_mit-movie
0.5,0.18618339621847213,0.0052083333322943,0.0738007379763401,0.0483870967396002,0.2841945288257387,0.0414937759143437,0.6640159045225158
1.0,0.31037173144447144,0.1102941176051957,0.2673521850406988,0.1969057664761201,0.1784037558229325,0.2993572084002735,0.809917355321608
1.5,0.41832418278969924,0.1858190708548179,0.3310344827094931,0.2791208790741828,0.5135135134645347,0.3480662982946426,0.8523908523405243
2.0,0.4390414917927383,0.2541666666186979,0.300805729585219,0.3737191078480126,0.4504132230919638,0.4003724394304953,0.8547717841820416
2.5,0.48337100367037245,0.2539682539190913,0.4090462143068296,0.2916432977655913,0.5131112685548938,0.55511811018729,0.8773388772885387
3.0,0.5191651959003087,0.3653179190257417,0.3152073732236866,0.4571780652625105,0.6038291604807966,0.4989816700117699,0.8744769873973469
3.5,0.5502537848591947,0.3683035713795743,0.4282868525403688,0.5211267605142345,0.562589928008427,0.5490981963436316,0.8721174003689323
4.0,0.5615945580809829,0.369727047096446,0.4723320157610863,0.435146443466456,0.633855331792383,0.5900305187706016,0.8684759915989243
4.5,0.5869782035337133,0.3687782804938243,0.5114885114391889,0.5274584929266183,0.6411411410915508,0.6158599381585596,0.8571428570925386
5.0,0.6173125821136537,0.436956521690473,0.4782608695155524,0.6141522028876556,0.6549349655202551,0.6450939456706392,0.8744769873973469
5.5,0.6249315880476267,0.4406417111815246,0.5092402463569724,0.6248313089921476,0.6712328766626162,0.618947368371371,0.8846960167211283
6.0,0.638501863136801,0.461052631530767,0.5497435896939925,0.6384105959769668,0.6585551330301436,0.6404040403547732,0.8828451882341634
6.5,0.6252769927924865,0.4233261338607261,0.4909090908596547,0.6492985971447841,0.6606060605563876,0.6512118018470359,0.8763102724863311
7.0,0.6526549822531694,0.4334862384827777,0.6090621706561737,0.6867717614306509,0.6579754600729287,0.6559829059330955,0.8726513569433904
7.5,0.6419287217681381,0.4788418707750601,0.5810397553021363,0.6418918918421909,0.6189024389746733,0.6624203821158434,0.8684759915989243
8.0,0.6615001481212742,0.4845005740034562,0.5942622950323703,0.6886597937645986,0.6575550493049022,0.6616702354962107,0.8823529411261078
8.5,0.6716904475325585,0.4837209301830686,0.5997973657053234,0.7023643949431355,0.6779400460685797,0.6816239315741156,0.8846960167211283
9.0,0.6650810571260303,0.4957446808027111,0.5948103791921889,0.6717451523046893,0.658986175065425,0.6849894291257441,0.8842105262654227
9.5,0.6747874456702108,0.5164319248330412,0.6174636174138887,0.6983471073881671,0.6534954406797858,0.6680286005634726,0.8949579831429092
10.0,0.6812831168856657,0.5254629629135111,0.6301652892065198,0.6885694729139178,0.6605504586658488,0.697773064637408,0.885177452976788
10.5,0.6857122281421647,0.5360824741774607,0.616822429856822,0.7044198894528941,0.6717674062241547,0.6860215053264799,0.8991596638151763
11.0,0.6885398790487192,0.5482352940680298,0.6322314049089987,0.6949270326116651,0.6605644545650686,0.7063921993000258,0.888888888838527
11.5,0.6910958439098311,0.5506912441902223,0.6174636174138887,0.7064606741073393,0.6712328766626162,0.697773064637408,0.9029535864475128
12.0,0.6982711018894676,0.5754060324331114,0.6330178758702619,0.7092297015462148,0.6743295018659415,0.6919831223131541,0.9056603773081215
