epoch,eval_average,eval_crossner_ai,eval_crossner_music,eval_crossner_science,eval_mit-restaurant
0.5,0.1811730009046848,0.0052083333322943,0.0029498525064927,0.0394736841997556,0.6770601335801966
1.0,0.31993531470471903,0.0252525252456917,0.0547195622293393,0.457687723430256,0.742081447913589
1.5,0.47500316173183177,0.233276157759199,0.3480519480033129,0.5368663593968853,0.7818181817679299
2.0,0.5632277456646122,0.3762376237124314,0.4964028776478116,0.5757250268030135,0.8045454544951922
2.5,0.5925745173451604,0.4269662920857376,0.5425383542039313,0.6098843322321381,0.7909090908588348
3.0,0.6082064006162813,0.4785276073120415,0.5325119780474095,0.6281352235051271,0.7936507936005471
3.5,0.6268114635695944,0.4742990653710275,0.5803324099224307,0.6517094016595921,0.8009049773253271
4.0,0.63694672204636,0.5179190750950706,0.5893587994045301,0.6405090137360415,0.7999999999497984
4.5,0.6553926219945481,0.5458768872908099,0.606433949299966,0.6638297871842634,0.8054298642031531
5.0,0.6418795984329148,0.5071090046896657,0.6089347078539566,0.6532887401952014,0.7981859409928354
5.5,0.6580615499878986,0.5342789597612181,0.6089918255633191,0.6907894736342216,0.7981859409928354
6.0,0.6509809631489536,0.5265643446965187,0.6124137930536016,0.6901709401211223,0.774774774724572
6.5,0.6703050149726574,0.5704307333614218,0.6574585634860497,0.6569506725956569,0.7963800904475011
7.0,0.6823725559862175,0.5628742514472327,0.6643835615940284,0.7013274335782819,0.8009049773253271
7.5,0.6837804150536158,0.5701149424793468,0.6625429552766299,0.6970338982553329,0.8054298642031531
8.0,0.6876838238796119,0.5853080568223484,0.6625086624587783,0.7110633726676461,0.7918552035696751
8.5,0.6828887182173615,0.5794621026395627,0.6698630136488223,0.6978260869065828,0.7844036696744783
9.0,0.6986433944191374,0.5937136204394139,0.6863988723954055,0.7171945700856213,0.7972665147561087
9.5,0.6978191862955855,0.6014319808571675,0.6882477128282827,0.7243243242744146,0.7772727272224772
10.0,0.6990259262346377,0.5879629629134966,0.6861111110612111,0.7394209353619515,0.7826086956018915
10.5,0.710846310635691,0.5986238531616388,0.6940766550023435,0.7525195968144014,0.7981651375643801
11.0,0.7089670458384723,0.6178266177766926,0.6998597474956259,0.7499999999499981,0.7681818181315724
11.5,0.7121637323897307,0.6346863468134941,0.708100558609283,0.7404921699722781,0.765375854163868
12.0,0.7136521786891757,0.625152625102698,0.6917188586835595,0.7505518763296541,0.787185354640791
