epoch,eval_average,eval_crossner_ai,eval_crossner_music,eval_crossner_science,eval_mit-restaurant
0.5,0.2974102780079214,0.2078272604088314,0.1602598808415293,0.2639019792165891,0.557651991564736
1.0,0.382984334520703,0.2373225151654682,0.1888888888419928,0.3307839387660492,0.7749419953093017
1.5,0.4384266991401526,0.2952586206411531,0.2545668826862974,0.4169960473818756,0.7868852458512843
2.0,0.5399564593433783,0.3236434108060224,0.4048929663123259,0.620985010656819,0.8103044495983458
2.5,0.5204255492843953,0.3246753246267536,0.327251324260488,0.6177105831034683,0.8120649651468715
3.0,0.6105141359086141,0.3725910063755596,0.5729729729232814,0.670201484573787,0.8262910797618286
3.5,0.6467478272532057,0.4599774520365398,0.6451612902727617,0.6715481171051754,0.8103044495983458
4.0,0.642203909195999,0.3200815493917289,0.7042640989872979,0.7080213903245018,0.8364485980804677
4.5,0.6919607636890678,0.4596685082384049,0.7350069734507664,0.7340067339566297,0.83916083911047
5.0,0.7183064462355745,0.6054181389374022,0.7484143762713658,0.7156549520268788,0.8037383177066514
5.5,0.7211270009160653,0.6389548693089471,0.7052932760586847,0.7233584498962988,0.8169014084003307
6.0,0.7348934378003975,0.6775700934083632,0.7389162561076563,0.7108808289659887,0.8122065727195819
6.5,0.7270168920298572,0.6256157634968187,0.7292110873700209,0.7308108107608996,0.8224299064916893
7.0,0.7450096929352574,0.6514423076424851,0.7551164431398429,0.739756367613294,0.8337236533454075
7.5,0.7419067384711446,0.6682577565134763,0.7496483825097977,0.7386609070775243,0.8110599077837797
8.0,0.7477181297125105,0.664999999949935,0.7531556801744402,0.7456140350377183,0.8271028036879488
8.5,0.7449099579377779,0.6716232961085877,0.7408450703725523,0.7455752211888915,0.8215962440810798
9.0,0.7340480393513581,0.6658767772014763,0.7120567375386421,0.7272727272227365,0.8309859154425775
9.5,0.7506420691761317,0.6828087166571383,0.7470049330014578,0.7464635472841022,0.8262910797618286
10.0,0.7450535394228971,0.6730310262032126,0.7349823321054786,0.7478448275363142,0.8243559718465828
10.5,0.738501211435201,0.6634730538424182,0.7324343505532483,0.7431091509973795,0.8149882903477581
11.0,0.7395652692022723,0.6899038461040143,0.7277896232619899,0.7302631578447394,0.8103044495983458
11.5,0.7410405652531131,0.6819830712923259,0.7302259886505703,0.7425414364140479,0.8094117646555085
12.0,0.7456320743333364,0.6769596199027623,0.7450424928678377,0.7361702127161629,0.8243559718465828
