epoch,eval_average,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science
0.5,0.35330224361720636,0.1151515151027217,0.2639484978042011,0.2924961714660916,0.5743670885576403,0.5205479451553773
1.0,0.5720542672144312,0.4488286066085036,0.5216426192617983,0.5612472159855517,0.6902086676867211,0.6383442265295812
1.5,0.6110600112275435,0.4928909952109959,0.5803571428070382,0.6118855465383226,0.6975999999499749,0.6725663716313857
2.0,0.6522766654052343,0.5243179121685828,0.5875831485086697,0.6986899562817911,0.7387387386886355,0.7120535713784931
2.5,0.6693764579995772,0.5656324581841451,0.5980066444681846,0.7173119064510004,0.7448728465454627,0.7210584343490932
3.0,0.687116913565362,0.575539568295538,0.6283185840207055,0.7326007325506313,0.7524590163433356,0.7466666666165995
3.5,0.6995901780698253,0.5900846432391438,0.651933701607366,0.7553269654164609,0.7612797374396356,0.7393258426465199
4.0,0.6969253819941336,0.613300492560861,0.6312292358303035,0.7361516034484479,0.7624489795417365,0.7414965985893187
4.5,0.7098005554368049,0.6329113923549573,0.6570796459676017,0.7567567567066558,0.7600327599826533,0.7422222221721562
5.0,0.7008204527191625,0.6065773446516767,0.6556291390227578,0.7432333576675287,0.7636958298763065,0.7349665923775428
5.5,0.7069649318781513,0.6342072408987623,0.653975363891641,0.7446964154583112,0.7575510203580639,0.7443946187839782
6.0,0.706661954970196,0.6299999999499438,0.6504424778260103,0.748546511577816,0.7643207855472754,0.7399999999499344
6.5,0.7170734624776014,0.6433041301126383,0.6481069041815115,0.7623906705038376,0.7699836867361973,0.7615819208538225
7.0,0.713365144381638,0.6505102040314993,0.6532887401951437,0.7541940189141613,0.7471451875518617,0.7616875712155236
7.5,0.7115648325490178,0.6433915211469593,0.6457399102637728,0.7622531089477016,0.7438825448112423,0.7625570775754135
8.0,0.7164539977260098,0.6451612902725563,0.6585365853157492,0.7616959063826458,0.7589576546730333,0.7579185519860646
8.5,0.7180351088952338,0.6717557251407079,0.6459489455658773,0.759678597466334,0.757946210218853,0.7548460660843963
9.0,0.7234883113506443,0.6768837802819129,0.6462212485808276,0.7684441197453684,0.7679738561590475,0.7579185519860646
9.5,0.7172332975460807,0.6515151514650496,0.6549062844041588,0.7622531089477016,0.766339869230943,0.75115207368255
10.0,0.7187754366711132,0.6590909090408051,0.6599552572205661,0.7573529411263618,0.7643207855472754,0.7531572904205582
10.5,0.730105097615757,0.6641221373544504,0.6696428570927325,0.7626004382260122,0.7765089722174361,0.7776510831881538
11.0,0.7228783170193782,0.6718346252728323,0.6592674805270287,0.7666422823200492,0.7640816326029606,0.7525655643740204
11.5,0.7243620306193556,0.670951156762183,0.6569506725956088,0.7684441197453684,0.7585644371440295,0.7668997668495884
12.0,0.7208056975653362,0.6575342465252967,0.6399999999498933,0.7748538011194859,0.7647058823028388,0.766934557929166
