epoch,eval_average,eval_crossner_ai,eval_crossner_music,eval_crossner_science,eval_mit-restaurant
0.5,0.0841968911792632,0.0,0.0,0.0,0.3367875647170528
1.0,0.16339066337809585,0.0,0.0,0.0,0.6535626535123834
1.5,0.1799659036225961,0.0,0.0,0.0045351473874239,0.7153284671029605
2.0,0.18961545658127044,0.0,0.0,0.0236686390274834,0.7347931872975983
2.5,0.25586667636753424,0.0050251256204212,0.0297297297136972,0.2135922329615078,0.7751196171745107
3.0,0.2771653578470338,0.0186046511429486,0.0750323415043594,0.258397932767088,0.756626505973739
3.5,0.306796157298855,0.0417536534123596,0.0788863108708789,0.3325062034240873,0.7740384614880942
4.0,0.3640553399511185,0.0850277263909963,0.1630824372281546,0.4225690275609955,0.7855421686243276
4.5,0.41237693816275856,0.1797752808513798,0.2008438818074756,0.4765258215461366,0.7923627684460423
5.0,0.45007115882815474,0.227994227944687,0.2456418383020266,0.5190476189975238,0.8076009500683814
5.5,0.4668005381884538,0.2637954239069003,0.2701062214977882,0.5218446601441434,0.811455847204983
6.0,0.5113504595198786,0.3208279430288371,0.3424759080300085,0.5801886791951562,0.8019093078255126
6.5,0.5381225477756786,0.3572327043525018,0.402116402066362,0.5950413222639208,0.79809976241993
7.0,0.5626618637141951,0.3702770780356204,0.4600152322424296,0.6088992973737475,0.811455847204983
7.5,0.5670092788656194,0.3645443195505151,0.4930662557281244,0.5999999999498605,0.8104265402339773
8.0,0.5961519213044442,0.3995127892315078,0.52351097173692,0.6388888888387421,0.8226950354106066
8.5,0.6112249931160961,0.4094292803470565,0.5676100628431805,0.6373117033102238,0.8305489259639237
9.0,0.6286252634510388,0.4433617539087201,0.5845674200591644,0.6666666666165161,0.8199052132197547
9.5,0.6387282724449042,0.4807692307194491,0.5803921568128271,0.664367816041808,0.8293838862055323
10.0,0.6537097039501638,0.4975728154841249,0.6128526645268746,0.6797687860770121,0.8246445497126436
10.5,0.6608057730755703,0.5080147964975149,0.6098514463925919,0.6892523363984382,0.836104513013736
11.0,0.6642701414615969,0.5092707045235764,0.6202036021427052,0.69150174616637,0.836104513013736
11.5,0.6638212193387358,0.5043478260369609,0.6345256609142553,0.6850574712142169,0.8313539191895104
12.0,0.6646869243280135,0.528535980098888,0.625294579682999,0.6735632183406564,0.8313539191895104
