experiment_id,best_average,best_epoch,crossner_ai,crossner_literature,crossner_music,crossner_politics,crossner_science,mit-movie,mit-restaurant
EAGLE-1B-BL,0.6691418332524888,11.0,0.5643044618921095,0.5371809100498083,0.5605483624785148,0.6756756756255684,0.655502392294382,0.904051172657504,0.7867298577695334
EAGLE-1B-WQ=1,0.6593747951624399,8.0,0.5774155994848194,0.5537190082148,0.6088135592723103,0.5671417853967893,0.6375266524022355,0.9106382978219528,0.7603686635441718
EAGLE-1B-WQ=2,0.6687514513658532,11.5,0.5816917728358071,0.5583756344682653,0.6083964211476898,0.5975609755600425,0.6838709676920718,0.9002123141746712,0.7511520736824249
EAGLE-1B-WQ=3,0.7003977688464659,10.5,0.6064356435143546,0.5985090521332711,0.6374558303387079,0.6698337291661784,0.7128263336615579,0.8955223880093199,0.782201405101872
"EAGLE-1B-WQ=4,1",0.6540343109438489,10.0,0.598039215636331,0.4877529285976185,0.5457102671793059,0.6703821655550953,0.6674082313181325,0.8589473683706965,0.7499999999497625
"EAGLE-1B-WQ=4,2",0.6880107906952325,12.0,0.6349206348707054,0.5874730021098461,0.6214689265036931,0.6880513231255883,0.6815642457599801,0.857142857092505,0.74545454540431
"EAGLE-1B-WQ=4,3",0.695165028360012,8.5,0.6574307304284952,0.5987124463019834,0.6016949152042608,0.6883942765795751,0.7017937219230012,0.8607594936205265,0.7573696144622416
EAGLE-1B-WQ=5,0.6893949245213333,3.5,0.6640826872883381,0.5736434108026308,0.613818181768109,0.6574450772485416,0.6306098963825415,0.9021276595240842,0.784037558635088
