step,epoch,loss,grad_norm,learning_rate,eval_mit-movie,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
1,0.003,0.4364,17.26063346862793,0.0,,,,,,,,,,,
2,0.007,0.5156,19.435771942138672,2.777904193701827e-06,,,,,,,,,,,
3,0.01,0.4157,15.91634464263916,4.4028739776134346e-06,,,,,,,,,,,
4,0.013,0.472,17.512731552124023,5.555808387403654e-06,,,,,,,,,,,
5,0.016,0.3266,12.296031951904297,6.4500937922616966e-06,,,,,,,,,,,
6,0.02,0.16,4.840020179748535,7.180778171315261e-06,,,,,,,,,,,
7,0.023,0.16,5.160913944244385,7.798563011193284e-06,,,,,,,,,,,
8,0.026,0.1183,3.388418674468994,8.33371258110548e-06,,,,,,,,,,,
9,0.03,0.1142,5.171076774597168,8.805747955226869e-06,,,,,,,,,,,
10,0.033,0.0955,2.604188919067383,9.227997985963526e-06,,,,,,,,,,,
11,0.036,0.0825,3.2390425205230713,9.609969601237248e-06,,,,,,,,,,,
12,0.039,0.0748,1.7708451747894287,9.958682365017088e-06,,,,,,,,,,,
13,0.043,0.0311,1.1780048608779907,1.0279467011564946e-05,,,,,,,,,,,
14,0.046,0.0661,2.07949161529541,1.057646720489511e-05,,,,,,,,,,,
15,0.049,0.1093,3.62300443649292,1.0852967769875131e-05,,,,,,,,,,,
16,0.052,0.0851,2.232191562652588,1.1111616774807308e-05,,,,,,,,,,,
17,0.056,0.0871,2.862457513809204,1.1354580168309704e-05,,,,,,,,,,,
18,0.059,0.0475,1.3820574283599854,1.1583652148928695e-05,,,,,,,,,,,
19,0.062,0.0742,1.7228736877441406,1.1800335654136308e-05,,,,,,,,,,,
20,0.066,0.0572,1.1055052280426025,1.200590217966535e-05,,,,,,,,,,,
21,0.069,0.0565,1.3283137083053589,1.2201436988806718e-05,,,,,,,,,,,
22,0.072,0.041,2.0504422187805176,1.2387873794939074e-05,,,,,,,,,,,
23,0.075,0.0506,1.8760088682174683,1.2566021728200815e-05,,,,,,,,,,,
24,0.079,0.024,0.7109524607658386,1.2736586558718915e-05,,,,,,,,,,,
25,0.082,0.026,0.6916569471359253,1.2900187584523393e-05,,,,,,,,,,,
26,0.085,0.0374,0.8664313554763794,1.3057371205266773e-05,,,,,,,,,,,
27,0.089,0.032,1.2574198246002197,1.3208621932840304e-05,,,,,,,,,,,
28,0.092,0.044,1.1728459596633911,1.3354371398596937e-05,,,,,,,,,,,
29,0.095,0.0245,0.5691906809806824,1.3495005779288657e-05,,,,,,,,,,,
30,0.098,0.0498,1.6511446237564087,1.3630871963576958e-05,,,,,,,,,,,
31,0.102,0.0425,0.9868306517601013,1.3762282707045817e-05,,,,,,,,,,,
32,0.105,0.0386,0.8919711112976074,1.3889520968509133e-05,,,,,,,,,,,
33,0.108,0.0431,1.1403346061706543,1.4012843578850681e-05,,,,,,,,,,,
34,0.111,0.033,0.6051846146583557,1.413248436201153e-05,,,,,,,,,,,
35,0.115,0.0393,0.9551140666007996,1.4248656803454982e-05,,,,,,,,,,,
36,0.118,0.0382,0.8471545577049255,1.4361556342630522e-05,,,,,,,,,,,
37,0.121,0.0137,0.38286682963371277,1.4471362351274756e-05,,,,,,,,,,,
38,0.125,0.0465,0.9996799826622009,1.4578239847838136e-05,,,,,,,,,,,
39,0.128,0.0352,0.6801823377609253,1.468234098917838e-05,,,,,,,,,,,
40,0.131,0.0385,0.9632103443145752,1.4783806373367179e-05,,,,,,,,,,,
41,0.134,0.0358,0.586645781993866,1.4882766181604204e-05,,,,,,,,,,,
42,0.138,0.0308,1.2310903072357178,1.4979341182508544e-05,,,,,,,,,,,
43,0.141,0.0347,0.747956395149231,1.5073643618223373e-05,,,,,,,,,,,
44,0.144,0.027,1.4851996898651123,1.51657779886409e-05,,,,,,,,,,,
45,0.148,0.0382,0.8284229636192322,1.5255841747488564e-05,,,,,,,,,,,
46,0.151,0.0325,0.817997932434082,1.5343925921902642e-05,,,,,,,,,,,
47,0.154,0.0195,0.7332313060760498,1.5430115665364723e-05,,,,,,,,,,,
48,0.157,0.0366,1.112024188041687,1.5514490752420744e-05,,,,,,,,,,,
49,0.161,0.0318,1.0090482234954834,1.5597126022386567e-05,,,,,,,,,,,
50,0.164,0.0347,0.6857978701591492,1.5678091778225222e-05,,,,,,,,,,,
51,0.167,0.049,0.7281501293182373,1.5757454145923137e-05,,,,,,,,,,,
52,0.17,0.035,0.8716267347335815,1.58352753989686e-05,,,,,,,,,,,
53,0.174,0.0499,1.2150206565856934,1.5911614251921585e-05,,,,,,,,,,,
54,0.177,0.0235,0.4897022247314453,1.598652612654213e-05,,,,,,,,,,,
