step,epoch,loss,grad_norm,learning_rate,eval_crossner_science,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
1,0.001,16.2979,766.978515625,0.0,,,,,,,,,,,
2,0.003,16.1137,749.9811401367188,2.329654905111112e-06,,,,,,,,,,,
3,0.004,16.2309,746.0473022460938,3.6924156642222166e-06,,,,,,,,,,,
4,0.005,15.7697,875.7914428710938,4.659309810222224e-06,,,,,,,,,,,
5,0.006,12.6869,631.3999633789062,5.409291175569643e-06,,,,,,,,,,,
6,0.007,10.3197,272.99981689453125,6.022070569333328e-06,,,,,,,,,,,
7,0.009,8.7665,1125.1002197265625,6.540168164559322e-06,,,,,,,,,,,
8,0.01,7.7434,613.0843505859375,6.988964715333337e-06,,,,,,,,,,,
9,0.011,5.5441,566.8790283203125,7.384831328444433e-06,,,,,,,,,,,
10,0.013,1.1729,433.687744140625,7.738946080680758e-06,,,,,,,,,,,
11,0.014,0.0155,41.80876159667969,8.059281839254854e-06,,,,,,,,,,,
12,0.015,0.0003,0.15519873797893524,8.351725474444441e-06,,,,,,,,,,,
13,0.016,0.0,0.032848455011844635,8.620747540435376e-06,,,,,,,,,,,
14,0.018,0.0,0.001565955113619566,8.869823069670434e-06,,,,,,,,,,,
15,0.019,2.178,42.760948181152344,9.10170683979186e-06,,,,,,,,,,,
16,0.02,0.0,0.00024102922179736197,9.318619620444449e-06,,,,,,,,,,,
17,0.021,0.0,0.0005176803097128868,9.522377857578256e-06,,,,,,,,,,,
18,0.022,2.0125,46.044612884521484,9.714486233555544e-06,,,,,,,,,,,
19,0.024,0.0001,0.12160207331180573,9.896205168250299e-06,,,,,,,,,,,
20,0.025,2.0246,28.072311401367188,1.0068600985791868e-05,,,,,,,,,,,
21,0.026,1.3257,1886.0380859375,1.0232583828781536e-05,,,,,,,,,,,
22,0.028,0.0122,20.50002670288086,1.0388936744365967e-05,,,,,,,,,,,
23,0.029,0.0002,0.1272534728050232,1.0538338299502237e-05,,,,,,,,,,,
24,0.03,0.0,0.011343452148139477,1.0681380379555553e-05,,,,,,,,,,,
25,0.031,0.0,0.003943741787225008,1.0818582351139286e-05,,,,,,,,,,,
26,0.033,0.0,0.0007663359283469617,1.095040244554649e-05,,,,,,,,,,,
27,0.034,0.0,0.0005918291863054037,1.1077246992666648e-05,,,,,,,,,,,
28,0.035,0.0,0.0002779978676699102,1.1199477974781545e-05,,,,,,,,,,,
29,0.036,2.3017,34.78178024291992,1.131741925423551e-05,,,,,,,,,,,
30,0.037,0.0,0.0002871047181542963,1.1431361744902973e-05,,,,,,,,,,,
31,0.039,0.0,0.00045178952859714627,1.1541567735376157e-05,,,,,,,,,,,
32,0.04,0.7034,71.75960540771484,1.164827452555556e-05,,,,,,,,,,,
33,0.041,0.0,0.007936966605484486,1.1751697503477071e-05,,,,,,,,,,,
34,0.043,0.6259,18.526569366455078,1.1852032762689369e-05,,,,,,,,,,,
35,0.044,0.8563,21.454133987426758,1.1949459340128964e-05,,,,,,,,,,,
36,0.045,0.0003,0.05547941103577614,1.2044141138666657e-05,,,,,,,,,,,
37,0.046,0.0,0.0031241250690072775,1.2136228586185074e-05,,,,,,,,,,,
38,0.048,0.0,0.0016692292410880327,1.2225860073361412e-05,,,,,,,,,,,
39,0.049,0.0,0.0025421264581382275,1.2313163204657592e-05,,,,,,,,,,,
40,0.05,1.3373,29.36474609375,1.2398255890902979e-05,,,,,,,,,,,
41,0.051,1.8285,60.11021423339844,1.2481247306946392e-05,,,,,,,,,,,
42,0.052,0.9757,15.218836784362793,1.2562238733892651e-05,,,,,,,,,,,
