epoch,loss,step
0.0035,1.7665612697601318,1
0.007,1.0309923887252808,2
0.0106,0.6796914339065552,3
0.0141,0.4892135262489319,4
0.0176,0.36714446544647217,5
0.0211,0.3090885281562805,6
0.0246,0.34155169129371643,7
0.0282,0.2719738781452179,8
