acc,epoch,loss,step,test_acc,test_loss,val_acc,val_loss
0.5299999713897705,0.0007,0.6957031488418579,1,,,,
0.42000001668930054,0.0013,0.9156543016433716,2,,,,
0.7100000381469727,0.002,0.6454296708106995,3,,,,
0.6399999856948853,0.0027,0.6320214867591858,4,,,,
0.48000001907348633,0.0033,0.7761621475219727,5,,,,
0.550000011920929,0.004,0.6523633003234863,6,,,,
0.7899999618530273,0.0047,0.5785546898841858,7,,,,
0.6800000071525574,0.0053,0.6176855564117432,8,,,,
0.7300000190734863,0.006,0.5763281583786011,9,,,,
0.7699999809265137,0.0067,0.5281640887260437,10,,,,
0.8299999833106995,0.0073,0.47536134719848633,11,,,,
0.7699999809265137,0.008,0.4915478229522705,12,,,,
0.7799999713897705,0.0087,0.44148194789886475,13,,,,
0.7899999618530273,0.0093,0.4472290277481079,14,,,,
0.8600000143051147,0.01,0.4208032190799713,15,,,,
0.7899999618530273,0.0107,0.4853808283805847,16,,,,
0.8299999833106995,0.0113,0.38935911655426025,17,,,,
0.7799999713897705,0.012,0.47380125522613525,18,,,,
0.8100000023841858,0.0127,0.4551647901535034,19,,,,
0.7599999904632568,0.0133,0.5370544195175171,20,,,,
0.8299999833106995,0.014,0.39968016743659973,21,,,,
0.8199999928474426,0.0147,0.4629248082637787,22,,,,
0.8300000429153442,0.0153,0.41905760765075684,23,,,,
0.8400000333786011,0.016,0.370849609375,24,,,,
0.7799999713897705,0.0167,0.41874390840530396,25,,,,
0.8600000143051147,0.0173,0.32679930329322815,26,,,,
0.7699999809265137,0.018,0.4460082948207855,27,,,,
0.7999999523162842,0.0187,0.3866040110588074,28,,,,
0.8400000333786011,0.0193,0.39809203147888184,29,,,,
0.8700000047683716,0.02,0.2920507788658142,30,,,,
0.8999999761581421,0.0207,0.3262176513671875,31,,,,
0.7999999523162842,0.0213,0.37880128622055054,32,,,,
0.7599999904632568,0.022,0.5034093856811523,33,,,,
0.8400000333786011,0.0227,0.3297460675239563,34,,,,
0.8199999928474426,0.0233,0.42316222190856934,35,,,,
0.8199999928474426,0.024,0.43336302042007446,36,,,,
0.7599999904632568,0.0247,0.559863269329071,37,,,,
0.8799999952316284,0.0253,0.32230284810066223,38,,,,
0.8600000143051147,0.026,0.286604642868042,39,,,,
0.7699999809265137,0.0267,0.45384275913238525,40,,,,
0.8300000429153442,0.0273,0.3920300304889679,41,,,,
0.7799999713897705,0.028,0.37223267555236816,42,,,,
0.8299999833106995,0.0287,0.41206419467926025,43,,,,
0.809999942779541,0.0293,0.38568115234375,44,,,,
0.7000000476837158,0.03,0.5665295124053955,45,,,,
0.8100000023841858,0.0307,0.3761242628097534,46,,,,
0.8500000238418579,0.0313,0.3402966260910034,47,,,,
0.8799999952316284,0.032,0.3332495093345642,48,,,,
0.8600000143051147,0.0327,0.4091680943965912,49,,,,
0.8199999928474426,0.0333,0.41117674112319946,50,,,,
0.8700000047683716,0.034,0.3262799084186554,51,,,,
0.8500000238418579,0.0347,0.36502015590667725,52,,,,
0.8500000238418579,0.0353,0.35310548543930054,53,,,,
0.8500000238418579,0.036,0.35987672209739685,54,,,,
0.7999999523162842,0.0367,0.43609070777893066,55,,,,
0.8600000143051147,0.0373,0.2959960997104645,56,,,,
0.8700000047683716,0.038,0.3300244212150574,57,,,,
0.8500000238418579,0.0387,0.338470458984375,58,,,,
0.9099999666213989,0.0393,0.27174681425094604,59,,,,
0.8500000238418579,0.04,0.3024841547012329,60,,,,
0.8700000047683716,0.0407,0.3038574159145355,61,,,,
0.8199999928474426,0.0413,0.3794134259223938,62,,,,
0.8299999833106995,0.042,0.4184429943561554,63,,,,
0.8600000143051147,0.0427,0.3123004138469696,64,,,,
0.8100000023841858,0.0433,0.44983580708503723,65,,,,
0.8700000047683716,0.044,0.29053038358688354,66,,,,
0.8399999737739563,0.0447,0.3468243479728699,67,,,,
0.8400000333786011,0.0453,0.3276650905609131,68,,,,
0.8799999952316284,0.046,0.32212525606155396,69,,,,
0.9099999666213989,0.0467,0.22897766530513763,70,,,,
0.8100000023841858,0.0473,0.4263363480567932,71,,,,
0.8600000143051147,0.048,0.3223962187767029,72,,,,
0.8899999856948853,0.0487,0.2896002233028412,73,,,,
0.8700000047683716,0.0493,0.3201965093612671,74,,,,
0.7799999713897705,0.05,0.5707440376281738,75,,,,
0.8500000238418579,0.0507,0.3125067353248596,76,,,,
0.8500000238418579,0.0513,0.37835752964019775,77,,,,
0.8400000333786011,0.052,0.3514602780342102,78,,,,
0.8999999761581421,0.0527,0.2973681688308716,79,,,,
0.9399999976158142,0.0533,0.22452697157859802,80,,,,
0.7699999809265137,0.054,0.5259643793106079,81,,,,
0.9099999666213989,0.0547,0.31508058309555054,82,,,,
0.9099999666213989,0.0553,0.21738585829734802,83,,,,
0.8700000047683716,0.056,0.31487059593200684,84,,,,
0.8299999833106995,0.0567,0.40471312403678894,85,,,,
0.8799999952316284,0.0573,0.2816573977470398,86,,,,
0.8700000047683716,0.058,0.2904144525527954,87,,,,
0.8600000143051147,0.0587,0.33806395530700684,88,,,,
0.8299999833106995,0.0593,0.400269478559494,89,,,,
0.8600000143051147,0.06,0.34270018339157104,90,,,,
0.8300000429153442,0.0607,0.3184695243835449,91,,,,
0.9099999666213989,0.0613,0.22745421528816223,92,,,,
0.8799999952316284,0.062,0.3330615162849426,93,,,,
0.8399999737739563,0.0627,0.393507719039917,94,,,,
0.8899999856948853,0.0633,0.2894873023033142,95,,,,
0.8899999856948853,0.064,0.27160704135894775,96,,,,
0.9200000166893005,0.0647,0.20639708638191223,97,,,,
0.8799999952316284,0.0653,0.326582670211792,98,,,,
0.8400000333786011,0.066,0.3994012475013733,99,,,,
0.8299999833106995,0.0667,0.40812253952026367,100,,,,
0.8999999761581421,0.0673,0.3090564012527466,101,,,,
0.8999999761581421,0.068,0.3372521996498108,102,,,,
