step,epoch,loss,grad_norm,learning_rate,eval_crossner_literature,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
5,0.042,0.5533,11.287882804870605,7.927400573059717e-06,,,,,,,,,,,
10,0.084,0.1704,7.002036094665527,1.1341546166334124e-05,,,,,,,,,,,
15,0.126,0.0664,1.6728529930114746,1.3338693310402031e-05,,,,,,,,,,,
20,0.168,0.0432,1.8335167169570923,1.4755691759608524e-05,,,,,,,,,,,
25,0.21,0.032,1.592905044555664,1.5854801146119433e-05,,,,,,,,,,,
30,0.252,0.0224,0.6543221473693848,1.6752838903676433e-05,,,,,,,,,,,
35,0.294,0.0183,1.0683797597885132,1.751211900895989e-05,,,,,,,,,,,
40,0.336,0.017,0.5965160131454468,1.8169837352882926e-05,,,,,,,,,,,
45,0.378,0.0166,0.6206900477409363,1.8749986047744344e-05,,,,,,,,,,,
50,0.42,0.0128,0.3513621687889099,1.926894673939384e-05,,,,,,,,,,,
55,0.462,0.0137,1.0007823705673218,1.9738403789064383e-05,,,,,,,,,,,
60,0.504,0.012,0.8992785811424255,1.9985401459854017e-05,,,,,,,,,,,
60,0.504,,,,0.4522096607931583,0.4522096607931583,77.0017,45.09,0.234,,,,,,
65,0.546,0.0094,0.5487082600593567,1.9912408759124088e-05,,,,,,,,,,,
70,0.588,0.0157,0.6299203038215637,1.9839416058394162e-05,,,,,,,,,,,
75,0.63,0.0106,0.6903177499771118,1.9766423357664237e-05,,,,,,,,,,,
80,0.672,0.0105,0.46905550360679626,1.969343065693431e-05,,,,,,,,,,,
85,0.714,0.0078,0.33732131123542786,1.962043795620438e-05,,,,,,,,,,,
90,0.756,0.0082,0.3505050837993622,1.9547445255474453e-05,,,,,,,,,,,
95,0.798,0.008,0.23557250201702118,1.9474452554744527e-05,,,,,,,,,,,
100,0.84,0.0079,0.3963257670402527,1.9401459854014598e-05,,,,,,,,,,,
105,0.882,0.0081,0.4505915939807892,1.9328467153284672e-05,,,,,,,,,,,
110,0.924,0.0088,0.40802404284477234,1.9255474452554746e-05,,,,,,,,,,,
115,0.966,0.0071,0.18390817940235138,1.918248175182482e-05,,,,,,,,,,,
119,1.0,,,,0.5033112582280895,0.5033112582280895,76.5178,45.375,0.235,,,,,,
120,1.008,0.0063,0.6903061270713806,1.910948905109489e-05,,,,,,,,,,,
