epoch,eval_average,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_mit-movie,eval_mit-restaurant
0.5,0.21717339482106565,0.0052083333322943,0.0,0.0029498525064927,0.0373250388674878,0.0394736841997556,0.7581967212612326,0.6770601335801966
1.0,0.3578695656488217,0.0252525252456917,0.1147826086593137,0.0547195622293393,0.3005422152871609,0.457687723430256,0.8100208767764018,0.742081447913589
1.5,0.498547369263152,0.233276157759199,0.3356973994771703,0.3480519480033129,0.4232238349388357,0.5368663593968853,0.8308977034987313,0.7818181817679299
2.0,0.5689596675595757,0.3762376237124314,0.3880288957192143,0.4964028776478116,0.5056433408081975,0.5757250268030135,0.8361344537311693,0.8045454544951922
2.5,0.60685951581083,0.4269662920857376,0.4688489967822835,0.5425383542039313,0.5469448583707623,0.6098843322321381,0.8619246861421219,0.7909090908588348
3.0,0.6197903978837103,0.4785276073120415,0.4501018329443809,0.5325119780474095,0.5960665657597294,0.6281352235051271,0.8595387840167363,0.7936507936005471
3.5,0.6368593907224904,0.4742990653710275,0.4581589957661539,0.5803324099224307,0.6306861988707799,0.6517094016595921,0.8619246861421219,0.8009049773253271
4.0,0.6487210498229546,0.5179190750950706,0.4741200827660708,0.5893587994045301,0.6517719568068989,0.6405090137360415,0.867368421002272,0.7999999999497984
4.5,0.6565189104684375,0.5458768872908099,0.4742684156922526,0.606433949299966,0.6372934696589553,0.6638297871842634,0.8624999999496624,0.8054298642031531
5.0,0.6570254308444828,0.5071090046896657,0.4810924369250074,0.6089347078539566,0.6844583986941835,0.6532887401952014,0.8661087865605303,0.7981859409928354
5.5,0.6667165960187046,0.5342789597612181,0.4719334718837734,0.6089918255633191,0.6920031670125723,0.6907894736342216,0.8708333332829922,0.7981859409928354
6.0,0.6695294575600869,0.5265643446965187,0.5137614678403764,0.6124137930536016,0.6981875492014255,0.6901709401211223,0.8708333332829922,0.774774774724572
6.5,0.6799150282176383,0.5704307333614218,0.5117707266648615,0.6574585634860497,0.7008681925309374,0.6569506725956569,0.8655462184370393,0.7963800904475011
7.0,0.6923607986657246,0.5628742514472327,0.5513626833883738,0.6643835615940284,0.6953797963478897,0.7013274335782819,0.8702928869789386,0.8009049773253271
7.5,0.6953277869942653,0.5701149424793468,0.5559038661989358,0.6625429552766299,0.7059760955675204,0.6970338982553329,0.8702928869789386,0.8054298642031531
8.0,0.6969817703454506,0.5853080568223484,0.5550847457128537,0.6625086624587783,0.7093206950527178,0.7110633726676461,0.8637316561341349,0.7918552035696751
8.5,0.6991667406884964,0.5794621026395627,0.5750798721545755,0.6698630136488223,0.7279936557787168,0.6978260869065828,0.8595387840167363,0.7844036696744783
9.0,0.7098371906302932,0.5937136204394139,0.5753424657035993,0.6863988723954055,0.7429943954663775,0.7171945700856213,0.8559498955655267,0.7972665147561087
9.5,0.711319034774409,0.6014319808571675,0.5886143930757194,0.6882477128282827,0.7368421052131401,0.7243243242744146,0.8624999999496624,0.7772727272224772
10.0,0.7065292482827447,0.5879629629134966,0.5783385909070768,0.6861111110612111,0.7164906579515442,0.7394209353619515,0.8547717841820416,0.7826086956018915
10.5,0.7130090390622452,0.5986238531616388,0.5788923719460575,0.6940766550023435,0.7170111287258343,0.7525195968144014,0.8517745302210609,0.7981651375643801
11.0,0.7220252444777537,0.6178266177766926,0.5976768742901759,0.6998597474956259,0.7550854352631717,0.7499999999499981,0.8655462184370393,0.7681818181315724
11.5,0.723072587012037,0.6346863468134941,0.5844845908109008,0.708100558609283,0.7586206896051279,0.7404921699722781,0.8697478991093065,0.765375854163868
12.0,0.7263663569066969,0.625152625102698,0.6082365363809868,0.6917188586835595,0.7477696674276156,0.7505518763296541,0.8739495797815735,0.787185354640791
