epoch,eval_average,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_mit-movie,eval_mit-restaurant
0.5,0.6634461689413673,0.4314720811682109,0.5618221257634516,0.6134699853086286,0.7137129109363299,0.6703910614024406,0.8822269806776757,0.7710280373328348
1.0,0.7409485150909232,0.5784919653393813,0.6353711789892579,0.7097242379760424,0.7905460472196626,0.7187499999499204,0.9148936169708872,0.8388625591913098
1.5,0.7617938910145996,0.6297662976130034,0.6386192016760114,0.7496318114373729,0.811832374641744,0.7485907553050073,0.9152542372377488,0.8388625591913098
2.0,0.7749822993197967,0.6487148102315693,0.6501614638897429,0.7900146842376998,0.809876543159753,0.7617977527588745,0.9152542372377488,0.8490566037231888
2.5,0.7885544111080204,0.6957605984536793,0.6595059075762412,0.7807407406906252,0.8192968110700831,0.7940841865254968,0.9296375266020558,0.8408551068379619
3.0,0.7918930521981838,0.7099999999499238,0.6724324323824273,0.7934863063895569,0.8183306055145333,0.7862857142355493,0.9211087419538718,0.8416075649614249
3.5,0.7881609576438761,0.7041198501371968,0.6709816612229299,0.7798098024370917,0.8101472994588883,0.8120649651470276,0.912579957305688,0.8274231677983112
4.0,0.7956683486648558,0.7340823969536688,0.6895787139188465,0.7838827838326751,0.8262295081466021,0.7912844036195529,0.9191489361198216,0.8254716980628227
4.5,0.7945501992926146,0.7398989898488656,0.6954595791304,0.7777777777276728,0.8196721310974229,0.7871853546409082,0.9152542372377488,0.8266033253652846
5.0,0.7978156907205081,0.7242693773323237,0.7046979865270439,0.7885462554564959,0.8307440719040959,0.7935779816012036,0.924050632861006,0.8188235293613864
5.5,0.8010781865653211,0.7503168567305951,0.6993318485022127,0.7876106194189113,0.8301886791951616,0.7968217933664197,0.9071729957302116,0.836104513013736
6.0,0.802606342993793,0.735257214504481,0.7146067415228855,0.792064658289343,0.8232405891479205,0.8119266054544104,0.911764705831978,0.8293838862055323
6.5,0.8009049583824478,0.7378881987077105,0.694597574371074,0.8008817045788348,0.8285479901057443,0.7922374428722102,0.9133192388502502,0.8388625591913098
7.0,0.7973107469625104,0.7440699125591593,0.7040358743893202,0.7880116958563262,0.8140868140366985,0.8063781320682883,0.9217758984696968,0.8028169013580837
7.5,0.8042158795904758,0.7349999999499175,0.7149220489476436,0.796473181434089,0.8222768222267053,0.8314350796764831,0.91719745217891,0.8122065727195819
8.0,0.8026027960382901,0.7582697200516275,0.6911111110609931,0.7877013176658505,0.8206388205887039,0.818181818131658,0.9148936169708872,0.8274231677983112
8.5,0.8015944852490475,0.7609511889361382,0.7022222221721018,0.7953044753717514,0.8274734259515208,0.7963594993810138,0.9156118142956088,0.8132387706351972
9.0,0.8022583346179406,0.7599009900489702,0.6984478935197315,0.7882352940675337,0.8256285482061918,0.8259385665027363,0.9129511676778505,0.8047058823025696
9.5,0.7979829369209559,0.7368421052130641,0.7021040974028239,0.7932551319146982,0.8195121950718518,0.8217934165219191,0.9133192388502502,0.7990543734720834
10.0,0.8041395797661866,0.7575757575256288,0.7068004458807505,0.7788390888551056,0.8111201961886454,0.8215102974326622,0.9276595744176904,0.8254716980628227
10.5,0.7984188272920755,0.7431421445883309,0.7112597546878845,0.7890855456725984,0.8192968110700831,0.8036529679863629,0.9148936169708872,0.8076009500683814
11.0,0.8071997735481558,0.7499999999499138,0.7141268075138338,0.7841989758094393,0.8262295081466021,0.8219178081690072,0.9256900211810296,0.8282352940672643
11.5,0.808972787970532,0.7521793274717239,0.7120535713784374,0.794740686582472,0.8484848484347272,0.8159090908589314,0.923404255268756,0.8160377357986762
12.0,0.8031506269201446,0.7487437185428574,0.720357941784311,0.796473181434089,0.8233360722588332,0.8202247190509961,0.91949152537334,0.7934272299965857
