epoch,eval_average,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_mit-movie,eval_mit-restaurant
0.5,0.4645319771062481,0.2204724408958207,0.2924819772933638,0.3074984246517694,0.4168582374981649,0.4718562873750815,0.8361344537311693,0.706422018298367
1.0,0.5856757113766188,0.4583783783297939,0.4610244988363416,0.4478442280447008,0.5369822484712793,0.5705128204630282,0.8726513569433904,0.7523364485477968
1.5,0.628451571132638,0.5180572851305617,0.5138592750034138,0.4983027833854472,0.5531249999501187,0.648275862018823,0.8749999999496572,0.7925407924904451
2.0,0.6486067121576083,0.5463297231752237,0.5542676501082402,0.583159359727416,0.6292490118077483,0.5780104711545623,0.8799999999496351,0.7692307691804326
2.5,0.6394359788363391,0.5191594560686913,0.4800838573925816,0.5447976878112231,0.6118935836746697,0.7116022098947178,0.8888888888385099,0.7196261681739803
3.0,0.6616976699219295,0.596794081331032,0.5624999999500357,0.5379113018097816,0.6249033255495545,0.6329411764204462,0.8936170212262156,0.7832167831664403
3.5,0.6645473003419881,0.6111833549563451,0.5546038543397958,0.5902578796061301,0.623335943567948,0.5868131867632088,0.8940677965597916,0.7915690866006966
4.0,0.6809685480046158,0.608272506032826,0.5739130434282506,0.5694540427974162,0.6562009418653024,0.6842105262658019,0.8997867803334119,0.7749419953093017
4.5,0.6778566111360739,0.5746268656216226,0.5879828325680801,0.5937716262477117,0.6238095237595458,0.7244094487687879,0.8791666666163221,0.7612293143704465
5.0,0.6575577322961912,0.5333333332834775,0.6117647058324212,0.5699708454309793,0.6436420721635776,0.5832426550099268,0.8917197451725516,0.7692307691804041
5.5,0.6864174226079506,0.5779927448110935,0.6175213674714412,0.6088765602829901,0.6581469648062178,0.7003367002866037,0.8879492599919099,0.754098360605398
6.0,0.6882947696310755,0.5935637663388158,0.6014877789086654,0.6147368420553154,0.623938223888408,0.7136465323883914,0.8874734606714918,0.7832167831664403
6.5,0.6896347882386535,0.5667506296728506,0.5950590762121305,0.632696390608184,0.654771140369077,0.7236403995059918,0.8704883226672527,0.784037558635088
7.0,0.6888456688689761,0.6027742748553374,0.5993623803964448,0.6290207290421802,0.6260869564717803,0.6980920313752687,0.904458598675731,0.7621247112660903
7.5,0.6911022728635432,0.5935960590633291,0.5877378435019466,0.6435643563856549,0.6650980391657643,0.6935123042004765,0.8893617020772812,0.7648456056503495
8.0,0.6904892370468014,0.5856079403966407,0.6068376067876826,0.6176678444729864,0.6682615629483981,0.7024608500617721,0.8837209301821864,0.7688679244779437
8.5,0.6945297974675428,0.6004962778656195,0.5985090521332711,0.6298655342741432,0.6645619573296803,0.7015590199944768,0.8789808916693722,0.7877358490062368
9.0,0.699190667526427,0.5970149253231096,0.611231101461893,0.6294200848156428,0.6724960253872088,0.7110609480311467,0.890295358599417,0.7828162290665718
9.5,0.6963717081292061,0.60074165631589,0.6081370449179427,0.6381766381266212,0.6640378548396374,0.7054871220103807,0.8869936033611358,0.7710280373328348
10.0,0.6975406114303345,0.6034912717704106,0.6068376067876826,0.6318021200913589,0.6677215189373724,0.7006651884200197,0.8955223880093199,0.7767441859961774
10.5,0.7003977688464659,0.6064356435143546,0.5985090521332711,0.6374558303387079,0.6698337291661784,0.7128263336615579,0.8955223880093199,0.782201405101872
11.0,0.6967242574530342,0.607940446600109,0.5917285259310389,0.6355272469422246,0.6661404892949523,0.7080045095327503,0.8912579956852278,0.7764705881849358
11.5,0.6977933940861909,0.607940446600109,0.5919661733116708,0.6332155476531961,0.6692975532254964,0.7139639639138529,0.8869936033611358,0.7811764705378746
12.0,0.6989256294273113,0.6071871127133124,0.596825396775537,0.632696390608184,0.6677190212602244,0.7109111360578798,0.8912579956852278,0.7858823528908135
