step,epoch,loss,grad_norm,learning_rate,eval_mit-restaurant,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
5,0.083,1.7446,15.481515884399414,9.559230870669094e-06,,,,,,,,,,,
10,0.167,0.489,5.778499603271484,1.3676167519877784e-05,,,,,,,,,,,
15,0.25,0.2164,7.6159749031066895,1.6084421077509477e-05,,,,,,,,,,,
20,0.333,0.1244,1.8500655889511108,1.779310416908647e-05,,,,,,,,,,,
25,0.417,0.0724,1.2699488401412964,1.9118461741338187e-05,,,,,,,,,,,
30,0.5,0.0539,0.7949693202972412,2e-05,,,,,,,,,,,
30,0.5,,,,0.7139364302675355,0.7139364302675355,4.0922,24.437,0.244,,,,,,
35,0.583,0.0469,0.47623154520988464,1.9855282199710566e-05,,,,,,,,,,,
40,0.667,0.0402,0.3653782308101654,1.971056439942113e-05,,,,,,,,,,,
45,0.75,0.0425,0.28914129734039307,1.9565846599131693e-05,,,,,,,,,,,
50,0.833,0.0384,0.40166735649108887,1.942112879884226e-05,,,,,,,,,,,
55,0.917,0.0369,0.42303475737571716,1.9276410998552825e-05,,,,,,,,,,,
60,1.0,0.0381,0.5412116050720215,1.913169319826339e-05,,,,,,,,,,,
60,1.0,,,,0.7548076922573341,0.7548076922573341,2.9224,34.219,0.342,,,,,,
65,1.083,0.0304,0.2522992491722107,1.8986975397973952e-05,,,,,,,,,,,
70,1.167,0.031,0.5708917379379272,1.8842257597684516e-05,,,,,,,,,,,
75,1.25,0.0291,0.27614372968673706,1.869753979739508e-05,,,,,,,,,,,
80,1.333,0.0282,0.2873101234436035,1.8552821997105644e-05,,,,,,,,,,,
85,1.417,0.0307,0.507316529750824,1.840810419681621e-05,,,,,,,,,,,
90,1.5,0.0257,0.2261129766702652,1.8263386396526775e-05,,,,,,,,,,,
90,1.5,,,,0.7780429593768365,0.7780429593768365,2.233,44.782,0.448,,,,,,
95,1.583,0.0271,0.31527331471443176,1.811866859623734e-05,,,,,,,,,,,
100,1.667,0.0274,0.38584136962890625,1.7973950795947903e-05,,,,,,,,,,,
105,1.75,0.0273,0.25919100642204285,1.7829232995658467e-05,,,,,,,,,,,
110,1.833,0.029,0.2996099889278412,1.768451519536903e-05,,,,,,,,,,,
115,1.917,0.0249,0.36174601316452026,1.7539797395079595e-05,,,,,,,,,,,
120,2.0,0.0246,0.19808191061019897,1.7395079594790162e-05,,,,,,,,,,,
120,2.0,,,,0.7913669064244433,0.7913669064244433,2.6767,37.359,0.374,,,,,,
125,2.083,0.0184,0.17716343700885773,1.7250361794500726e-05,,,,,,,,,,,
130,2.167,0.0177,0.24592217803001404,1.710564399421129e-05,,,,,,,,,,,
135,2.25,0.0177,0.2960872948169708,1.6960926193921854e-05,,,,,,,,,,,
140,2.333,0.0164,0.3063879609107971,1.6816208393632418e-05,,,,,,,,,,,
145,2.417,0.0173,0.30596593022346497,1.6671490593342982e-05,,,,,,,,,,,
150,2.5,0.0188,0.29796141386032104,1.6526772793053546e-05,,,,,,,,,,,
150,2.5,,,,0.7785888077355332,0.7785888077355332,2.3155,43.188,0.432,,,,,,
155,2.583,0.0186,0.2705000936985016,1.6382054992764113e-05,,,,,,,,,,,
160,2.667,0.0173,0.20690520107746124,1.6237337192474677e-05,,,,,,,,,,,
165,2.75,0.0225,0.29030248522758484,1.609261939218524e-05,,,,,,,,,,,
170,2.833,0.0181,0.28228333592414856,1.5947901591895805e-05,,,,,,,,,,,
175,2.917,0.0207,0.22938300669193268,1.580318379160637e-05,,,,,,,,,,,
180,3.0,0.0188,0.2878718376159668,1.5658465991316933e-05,,,,,,,,,,,
180,3.0,,,,0.7558685445505939,0.7558685445505939,2.4848,40.244,0.402,,,,,,
185,3.083,0.0105,0.20886337757110596,1.5513748191027497e-05,,,,,,,,,,,
190,3.167,0.0112,0.278191477060318,1.5369030390738064e-05,,,,,,,,,,,
195,3.25,0.0103,0.4396912455558777,1.5224312590448626e-05,,,,,,,,,,,
200,3.333,0.0101,0.27437981963157654,1.5079594790159192e-05,,,,,,,,,,,
205,3.417,0.0123,0.7311625480651855,1.4934876989869756e-05,,,,,,,,,,,
210,3.5,0.0141,0.4654068946838379,1.479015918958032e-05,,,,,,,,,,,
210,3.5,,,,0.769975786874581,0.769975786874581,2.2325,44.794,0.448,,,,,,
215,3.583,0.0118,0.2681155502796173,1.4645441389290884e-05,,,,,,,,,,,
220,3.667,0.0136,0.24204915761947632,1.4500723589001449e-05,,,,,,,,,,,
225,3.75,0.0131,0.3205098509788513,1.4356005788712013e-05,,,,,,,,,,,
230,3.833,0.0151,0.3568601906299591,1.4211287988422577e-05,,,,,,,,,,,
235,3.917,0.0124,0.26424065232276917,1.4066570188133143e-05,,,,,,,,,,,
240,4.0,0.0124,0.2579898536205292,1.3921852387843706e-05,,,,,,,,,,,
240,4.0,,,,0.7710843372990333,0.7710843372990333,2.1715,46.051,0.461,,,,,,
245,4.083,0.0067,0.18976236879825592,1.377713458755427e-05,,,,,,,,,,,
250,4.167,0.0066,0.18711043894290924,1.3632416787264834e-05,,,,,,,,,,,
255,4.25,0.0075,0.2399747222661972,1.34876989869754e-05,,,,,,,,,,,
260,4.333,0.0087,0.30386120080947876,1.3342981186685964e-05,,,,,,,,,,,
265,4.417,0.0067,0.36822032928466797,1.3198263386396528e-05,,,,,,,,,,,
270,4.5,0.0078,0.3473496735095978,1.3053545586107093e-05,,,,,,,,,,,
270,4.5,,,,0.7476190475686917,0.7476190475686917,2.4803,40.318,0.403,,,,,,
275,4.583,0.0081,0.36225131154060364,1.2908827785817657e-05,,,,,,,,,,,
280,4.667,0.008,0.28895440697669983,1.2764109985528221e-05,,,,,,,,,,,
285,4.75,0.0068,0.47396257519721985,1.2619392185238785e-05,,,,,,,,,,,
290,4.833,0.0076,0.2651156783103943,1.247467438494935e-05,,,,,,,,,,,
295,4.917,0.0075,0.5047036409378052,1.2329956584659915e-05,,,,,,,,,,,
300,5.0,0.0063,0.23763985931873322,1.2185238784370479e-05,,,,,,,,,,,
300,5.0,,,,0.7541766109281607,0.7541766109281607,2.2304,44.834,0.448,,,,,,
305,5.083,0.0037,0.24821119010448456,1.2040520984081042e-05,,,,,,,,,,,
310,5.167,0.0041,0.17929255962371826,1.1895803183791608e-05,,,,,,,,,,,
315,5.25,0.0039,0.2293001264333725,1.1751085383502172e-05,,,,,,,,,,,
