acc,epoch,loss,step,test_acc,test_loss,val_acc,val_loss
0.5099999904632568,0.0007,0.6888354420661926,1,,,,
0.42000001668930054,0.0013,0.9098437428474426,2,,,,
0.6699999570846558,0.002,0.6624243259429932,3,,,,
0.6399999856948853,0.0027,0.6175488233566284,4,,,,
0.48000001907348633,0.0033,0.764660656452179,5,,,,
0.550000011920929,0.004,0.6435461044311523,6,,,,
0.7300000190734863,0.0047,0.5976879596710205,7,,,,
0.6599999666213989,0.0053,0.6004199385643005,8,,,,
0.7300000190734863,0.006,0.5593322515487671,9,,,,
0.7699999809265137,0.0067,0.5546716451644897,10,,,,
0.8399999737739563,0.0073,0.47967833280563354,11,,,,
0.7400000095367432,0.008,0.5309271216392517,12,,,,
0.8600000143051147,0.0087,0.37596285343170166,13,,,,
0.809999942779541,0.0093,0.45918089151382446,14,,,,
0.8299999833106995,0.01,0.3971272110939026,15,,,,
0.7699999809265137,0.0107,0.5735284090042114,16,,,,
0.7699999809265137,0.0113,0.5072618126869202,17,,,,
0.7400000095367432,0.012,0.5893235802650452,18,,,,
0.7300000190734863,0.0127,0.5464996099472046,19,,,,
0.7599999904632568,0.0133,0.53118896484375,20,,,,
0.7899999618530273,0.014,0.4934656620025635,21,,,,
0.7000000476837158,0.0147,0.5403634309768677,22,,,,
0.7200000286102295,0.0153,0.5364789962768555,23,,,,
0.7599999904632568,0.016,0.48648911714553833,24,,,,
0.7699999809265137,0.0167,0.48430007696151733,25,,,,
0.8400000333786011,0.0173,0.37942564487457275,26,,,,
0.7200000286102295,0.018,0.5185756087303162,27,,,,
0.8399999737739563,0.0187,0.41716110706329346,28,,,,
0.8299999833106995,0.0193,0.431130975484848,29,,,,
0.8600000143051147,0.02,0.35769975185394287,30,,,,
0.8100000023841858,0.0207,0.41134628653526306,31,,,,
0.8199999928474426,0.0213,0.4043971300125122,32,,,,
0.7799999713897705,0.022,0.5047024488449097,33,,,,
0.8700000047683716,0.0227,0.3134426772594452,34,,,,
0.7899999618530273,0.0233,0.43407976627349854,35,,,,
0.8199999928474426,0.024,0.4059826731681824,36,,,,
0.7799999713897705,0.0247,0.5274355411529541,37,,,,
0.9199999570846558,0.0253,0.29446715116500854,38,,,,
0.8600000143051147,0.026,0.2809377908706665,39,,,,
0.7900000214576721,0.0267,0.4448666572570801,40,,,,
0.7999999523162842,0.0273,0.4200180768966675,41,,,,
0.8500000238418579,0.028,0.36023467779159546,42,,,,
0.8400000333786011,0.0287,0.3941101133823395,43,,,,
0.8500000238418579,0.0293,0.3752391040325165,44,,,,
0.7100000381469727,0.03,0.5346401929855347,45,,,,
0.8700000047683716,0.0307,0.31176361441612244,46,,,,
0.8299999833106995,0.0313,0.3421691954135895,47,,,,
0.809999942779541,0.032,0.382526695728302,48,,,,
0.8700000047683716,0.0327,0.3870094418525696,49,,,,
0.8199999928474426,0.0333,0.37180420756340027,50,,,,
0.8600000143051147,0.034,0.32039254903793335,51,,,,
0.8899999856948853,0.0347,0.29584211111068726,52,,,,
0.8799999952316284,0.0353,0.31784552335739136,53,,,,
0.8799999952316284,0.036,0.3165736198425293,54,,,,
0.8100000023841858,0.0367,0.37707045674324036,55,,,,
0.8999999761581421,0.0373,0.24054238200187683,56,,,,
0.8199999928474426,0.038,0.3547143340110779,57,,,,
0.8399999737739563,0.0387,0.3370971083641052,58,,,,
0.9199999570846558,0.0393,0.21883881092071533,59,,,,
0.8799999952316284,0.04,0.27360403537750244,60,,,,
0.8799999952316284,0.0407,0.26775461435317993,61,,,,
0.8700000047683716,0.0413,0.3481549620628357,62,,,,
0.8199999928474426,0.042,0.41520148515701294,63,,,,
0.8700000047683716,0.0427,0.3183091878890991,64,,,,
0.8300000429153442,0.0433,0.4528347849845886,65,,,,
0.8400000333786011,0.044,0.3593868017196655,66,,,,
0.8299999833106995,0.0447,0.38700103759765625,67,,,,
0.8600000143051147,0.0453,0.30575186014175415,68,,,,
0.8199999928474426,0.046,0.3834114074707031,69,,,,
0.8899999856948853,0.0467,0.24749130010604858,70,,,,
0.7699999809265137,0.0473,0.4846341609954834,71,,,,
0.8600000143051147,0.048,0.3080810308456421,72,,,,
0.8799999952316284,0.0487,0.31715714931488037,73,,,,
0.8700000047683716,0.0493,0.30445319414138794,74,,,,
0.7999999523162842,0.05,0.4860771894454956,75,,,,
0.8500000238418579,0.0507,0.2966609001159668,76,,,,
0.8299999833106995,0.0513,0.37854519486427307,77,,,,
0.8600000143051147,0.052,0.32787346839904785,78,,,,
0.8799999952316284,0.0527,0.3448917269706726,79,,,,
0.9099999666213989,0.0533,0.2529434561729431,80,,,,
0.7799999713897705,0.054,0.47519052028656006,81,,,,
0.8700000047683716,0.0547,0.321461945772171,82,,,,
0.9099999666213989,0.0553,0.22948920726776123,83,,,,
0.8899999856948853,0.056,0.31764259934425354,84,,,,
0.8299999833106995,0.0567,0.3806936740875244,85,,,,
0.8899999856948853,0.0573,0.26298004388809204,86,,,,
0.8700000047683716,0.058,0.2999939024448395,87,,,,
0.8500000238418579,0.0587,0.3538162112236023,88,,,,
0.8600000143051147,0.0593,0.3100208044052124,89,,,,
0.8500000238418579,0.06,0.3404417634010315,90,,,,
0.8199999928474426,0.0607,0.35414648056030273,91,,,,
0.8700000047683716,0.0613,0.2575002908706665,92,,,,
0.8899999856948853,0.062,0.31962424516677856,93,,,,
0.8899999856948853,0.0627,0.33442240953445435,94,,,,
0.8700000047683716,0.0633,0.3397129476070404,95,,,,
0.8899999856948853,0.064,0.2863039970397949,96,,,,
0.9300000071525574,0.0647,0.15672340989112854,97,,,,
0.8799999952316284,0.0653,0.3420054614543915,98,,,,
0.8500000238418579,0.066,0.3999474346637726,99,,,,
0.8500000238418579,0.0667,0.369101881980896,100,,,,
0.8600000143051147,0.0673,0.32793670892715454,101,,,,
0.8500000238418579,0.068,0.3546143174171448,102,,,,
0.8399999737739563,0.0687,0.3175427317619324,103,,,,
0.8600000143051147,0.0693,0.3205419182777405,104,,,,
0.8600000143051147,0.07,0.3085280656814575,105,,,,
0.8500000238418579,0.0707,0.3595602512359619,106,,,,
0.8600000143051147,0.0713,0.405710369348526,107,,,,
0.800000011920929,0.072,0.39659470319747925,108,,,,
0.8600000143051147,0.0727,0.36734217405319214,109,,,,
0.8199999928474426,0.0733,0.32406356930732727,110,,,,
0.8400000333786011,0.074,0.37904244661331177,111,,,,
0.8999999761581421,0.0747,0.2309277355670929,112,,,,
0.8999999761581421,0.0753,0.265196293592453,113,,,,
0.8700000047683716,0.076,0.3262351155281067,114,,,,
0.8700000047683716,0.0767,0.2868979573249817,115,,,,
0.9600000381469727,0.0773,0.19398735463619232,116,,,,
0.9099999666213989,0.078,0.3349820673465729,117,,,,
0.8799999952316284,0.0787,0.304916650056839,118,,,,
0.8799999952316284,0.0793,0.2993469834327698,119,,,,
0.8300000429153442,0.08,0.41165632009506226,120,,,,
0.8500000238418579,0.0807,0.3570789396762848,121,,,,
0.8899999856948853,0.0813,0.26945143938064575,122,,,,
0.7699999809265137,0.082,0.40805137157440186,123,,,,
0.8199999928474426,0.0827,0.4135347008705139,124,,,,
0.9099999666213989,0.0833,0.2405121624469757,125,,,,
0.8899999856948853,0.084,0.2874078154563904,126,,,,
0.8300000429153442,0.0847,0.3507273197174072,127,,,,
0.8899999856948853,0.0853,0.3382992744445801,128,,,,
0.8400000333786011,0.086,0.3224160671234131,129,,,,
0.8199999928474426,0.0867,0.36046043038368225,130,,,,
0.8799999952316284,0.0873,0.2831421196460724,131,,,,
0.800000011920929,0.088,0.3903643786907196,132,,,,
0.8899999856948853,0.0887,0.25691697001457214,133,,,,
0.8899999856948853,0.0893,0.27184104919433594,134,,,,
0.8899999856948853,0.09,0.2525049149990082,135,,,,
0.8400000333786011,0.0907,0.401845246553421,136,,,,
0.8700000047683716,0.0913,0.2826487720012665,137,,,,
0.8399999737739563,0.092,0.30046993494033813,138,,,,
0.8700000047683716,0.0927,0.32119762897491455,139,,,,
0.8500000238418579,0.0933,0.3260977268218994,140,,,,
0.8799999952316284,0.094,0.2819414436817169,141,,,,
0.8600000143051147,0.0947,0.3770783543586731,142,,,,
0.9099999666213989,0.0953,0.2804950475692749,143,,,,
0.8300000429153442,0.096,0.36994391679763794,144,,,,
0.9199999570846558,0.0967,0.24452945590019226,145,,,,
0.8299999833106995,0.0973,0.37482309341430664,146,,,,
0.8300000429153442,0.098,0.3138664662837982,147,,,,
0.8500000238418579,0.0987,0.2814576327800751,148,,,,
0.8799999952316284,0.0993,0.2680402398109436,149,,,,
0.8400000333786011,0.1,0.4039251208305359,150,,,,
0.8199999928474426,0.1007,0.32704636454582214,151,,,,
0.8999999761581421,0.1013,0.2768569886684418,152,,,,
0.8600000143051147,0.102,0.28151702880859375,153,,,,
0.8999999761581421,0.1027,0.2350732386112213,154,,,,
0.8399999737739563,0.1033,0.3784550428390503,155,,,,
0.7999999523162842,0.104,0.4568406641483307,156,,,,
0.8500000238418579,0.1047,0.3270826041698456,157,,,,
0.8600000143051147,0.1053,0.3188815116882324,158,,,,
0.9199999570846558,0.106,0.3109095096588135,159,,,,
0.8899999856948853,0.1067,0.257232666015625,160,,,,
0.8100000023841858,0.1073,0.3706517219543457,161,,,,
0.809999942779541,0.108,0.4522418975830078,162,,,,
0.8299999833106995,0.1087,0.353496253490448,163,,,,
0.9099999666213989,0.1093,0.25445982813835144,164,,,,
0.949999988079071,0.11,0.18253135681152344,165,,,,
0.9200000166893005,0.1107,0.23793518543243408,166,,,,
0.8100000023841858,0.1113,0.44384193420410156,167,,,,
0.8600000143051147,0.112,0.3176705539226532,168,,,,
0.7999999523162842,0.1127,0.38172972202301025,169,,,,
0.8600000143051147,0.1133,0.32357513904571533,170,,,,
0.8300000429153442,0.114,0.31983619928359985,171,,,,
0.8399999737739563,0.1147,0.29834648966789246,172,,,,
0.7999999523162842,0.1153,0.39038658142089844,173,,,,
0.8100000023841858,0.116,0.40531080961227417,174,,,,
0.8199999928474426,0.1167,0.3328617811203003,175,,,,
0.8700000047683716,0.1173,0.2685306668281555,176,,,,
0.8600000143051147,0.118,0.2847510576248169,177,,,,
0.8999999761581421,0.1187,0.2963854968547821,178,,,,
0.8399999737739563,0.1193,0.38489654660224915,179,,,,
0.8999999761581421,0.12,0.23307859897613525,180,,,,
0.8600000143051147,0.1207,0.3490496277809143,181,,,,
0.7900000214576721,0.1213,0.4315151572227478,182,,,,
0.8700000047683716,0.122,0.32770904898643494,183,,,,
0.8500000238418579,0.1227,0.26811712980270386,184,,,,
0.8799999952316284,0.1233,0.2624220848083496,185,,,,
0.8100000023841858,0.124,0.42265844345092773,186,,,,
0.8400000333786011,0.1247,0.37509965896606445,187,,,,
0.8700000047683716,0.1253,0.2782112956047058,188,,,,
0.9099999666213989,0.126,0.2613452970981598,189,,,,
0.9200000166893005,0.1267,0.2043784260749817,190,,,,
0.9300000071525574,0.1273,0.25676849484443665,191,,,,
0.7899999618530273,0.128,0.41653764247894287,192,,,,
0.9199999570846558,0.1287,0.20573914051055908,193,,,,
0.8799999952316284,0.1293,0.2943301200866699,194,,,,
0.9099999666213989,0.13,0.23289401829242706,195,,,,
0.8299999833106995,0.1307,0.4031223952770233,196,,,,
0.8899999856948853,0.1313,0.2519914507865906,197,,,,
0.8700000047683716,0.132,0.3181522488594055,198,,,,
0.8899999856948853,0.1327,0.22539710998535156,199,,,,
0.8600000143051147,0.1333,0.2442469298839569,200,,,,
0.8500000238418579,0.134,0.29740726947784424,201,,,,
0.9099999666213989,0.1347,0.24012157320976257,202,,,,
0.8600000143051147,0.1353,0.24767205119132996,203,,,,
0.9099999666213989,0.136,0.2548343539237976,204,,,,
0.8899999856948853,0.1367,0.2592228651046753,205,,,,
0.8600000143051147,0.1373,0.33976221084594727,206,,,,
0.8999999761581421,0.138,0.2651767134666443,207,,,,
0.8600000143051147,0.1387,0.28569239377975464,208,,,,
0.8700000047683716,0.1393,0.3381063938140869,209,,,,
0.7899999618530273,0.14,0.4114404022693634,210,,,,
0.8400000333786011,0.1407,0.35892099142074585,211,,,,
0.8899999856948853,0.1413,0.3518882989883423,212,,,,
0.8300000429153442,0.142,0.35764801502227783,213,,,,
0.9199999570846558,0.1427,0.24596840143203735,214,,,,
0.9099999666213989,0.1433,0.27090883255004883,215,,,,
0.8400000333786011,0.144,0.3734709918498993,216,,,,
0.8500000238418579,0.1447,0.3345341682434082,217,,,,
0.8399999737739563,0.1453,0.3540671169757843,218,,,,
0.8600000143051147,0.146,0.26925379037857056,219,,,,
0.8500000238418579,0.1467,0.32504066824913025,220,,,,
0.8399999737739563,0.1473,0.354189395904541,221,,,,
0.8500000238418579,0.148,0.2830692231655121,222,,,,
0.9099999666213989,0.1487,0.2183324694633484,223,,,,
0.8700000047683716,0.1493,0.25709760189056396,224,,,,
0.8600000143051147,0.15,0.3734084963798523,225,,,,
0.8600000143051147,0.1507,0.30219483375549316,226,,,,
0.7699999809265137,0.1513,0.4996129870414734,227,,,,
0.9099999666213989,0.152,0.1767652928829193,228,,,,
0.8500000238418579,0.1527,0.34864580631256104,229,,,,
0.8799999952316284,0.1533,0.36700206995010376,230,,,,
0.8600000143051147,0.154,0.33096200227737427,231,,,,
0.9200000166893005,0.1547,0.21000277996063232,232,,,,
0.8600000143051147,0.1553,0.28344741463661194,233,,,,
0.8700000047683716,0.156,0.2488889992237091,234,,,,
0.9300000071525574,0.1567,0.22021952271461487,235,,,,
0.8700000047683716,0.1573,0.3437258005142212,236,,,,
0.8100000023841858,0.158,0.3783993124961853,237,,,,
0.8600000143051147,0.1587,0.3448124825954437,238,,,,
0.8400000333786011,0.1593,0.34108400344848633,239,,,,
0.8799999952316284,0.16,0.32380354404449463,240,,,,
0.8799999952316284,0.1607,0.2963443994522095,241,,,,
0.9099999666213989,0.1613,0.25157231092453003,242,,,,
0.9399999976158142,0.162,0.21644988656044006,243,,,,
0.8799999952316284,0.1627,0.3150824308395386,244,,,,
0.8500000238418579,0.1633,0.3309091329574585,245,,,,
0.8600000143051147,0.164,0.273030161857605,246,,,,
0.8999999761581421,0.1647,0.2918100655078888,247,,,,
